
[00:00:00.000 --> 00:00:00.760]   You know who drank?
[01:52:03.840 --> 01:52:04.840]   I'm just gonna go and check.
[01:52:04.840 --> 01:52:05.840]   I'm just gonna go and check.
[01:52:05.840 --> 01:52:06.840]   I'm just gonna go and check.
[01:52:06.840 --> 01:52:07.840]   I'm just gonna go and check.
[01:52:07.840 --> 01:52:08.840]   I'm just gonna go and check.
[01:52:08.840 --> 01:52:09.840]   I'm just gonna go and check.
[01:52:09.840 --> 01:52:10.840]   I'm just gonna go and check.
[01:52:10.840 --> 01:52:11.840]   I'm just gonna go and check.
[01:52:11.840 --> 01:52:12.840]   I'm just gonna go and check.
[01:52:12.840 --> 01:52:13.840]   I'm just gonna go and check.
[01:52:13.840 --> 01:52:14.840]   I'm just gonna go and check.
[01:52:14.840 --> 01:52:15.840]   I'm just gonna go and check.
[01:52:15.840 --> 01:52:16.840]   I'm just gonna go and check.
[01:52:16.840 --> 01:52:17.840]   I'm just gonna go and check.
[01:52:17.840 --> 01:52:18.840]   I'm just gonna go and check.
[01:52:18.840 --> 01:52:19.840]   I'm just gonna go and check.
[01:52:19.840 --> 01:52:20.840]   I'm just gonna go and check.
[01:52:20.840 --> 01:52:21.840]   I'm just gonna go and check.
[01:52:21.840 --> 01:52:22.840]   I'm just gonna go and check.
[01:52:22.840 --> 01:52:23.840]   I'm just gonna go and check.
[01:52:23.840 --> 01:52:24.840]   I'm just gonna go and check.
[01:52:24.840 --> 01:52:25.840]   I'm just gonna go and check.
[01:52:25.840 --> 01:52:26.840]   I'm just gonna go and check.
[01:52:26.840 --> 01:52:27.840]   I'm just gonna go and check.
[01:52:27.840 --> 01:52:28.840]   I'm just gonna go and check.
[01:52:28.840 --> 01:52:29.840]   I'm just gonna go and check.
[01:52:29.840 --> 01:52:30.840]   I'm just gonna go and check.
[01:52:30.840 --> 01:52:31.840]   I'm just gonna go and check.
[01:52:31.840 --> 01:52:32.840]   I'm just gonna go and check.
[01:52:32.840 --> 01:52:33.840]   I'm just gonna go and check.
[01:52:33.840 --> 01:52:34.840]   I'm just gonna go and check.
[01:52:34.840 --> 01:52:35.840]   I'm just gonna go and check.
[01:52:35.840 --> 01:52:36.840]   I'm just gonna go and check.
[01:52:36.840 --> 01:52:37.840]   I'm just gonna go and check.
[01:52:37.840 --> 01:52:38.840]   I'm just gonna go and check.
[01:52:38.840 --> 01:52:39.840]   I'm just gonna go and check.
[01:52:39.840 --> 01:52:40.840]   I'm just gonna go and check.
[01:52:40.840 --> 01:52:41.840]   I'm just gonna go and check.
[01:52:41.840 --> 01:52:42.840]   I'm just gonna go and check.
[01:52:42.840 --> 01:52:43.840]   I'm just gonna go and check.
[01:52:43.840 --> 01:52:44.840]   I'm just gonna go and check.
[01:52:44.840 --> 01:52:45.840]   I'm just gonna go and check.
[01:52:45.840 --> 01:52:46.840]   I'm just gonna go and check.
[01:52:46.840 --> 01:52:47.840]   I'm just gonna go and check.
[01:52:47.840 --> 01:52:48.840]   I'm just gonna go and check.
[01:52:48.840 --> 01:52:49.840]   I'm just gonna go and check.
[01:52:49.840 --> 01:52:50.840]   I'm just gonna go and check.
[01:52:50.840 --> 01:52:51.840]   I'm just gonna go and check.
[01:52:51.840 --> 01:52:52.840]   I'm just gonna go and check.
[01:52:52.840 --> 01:52:53.840]   I'm just gonna go and check.
[01:52:53.840 --> 01:52:54.840]   I'm just gonna go and check.
[01:52:54.840 --> 01:52:55.840]   I'm just gonna go and check.
[01:52:55.840 --> 01:52:56.840]   I'm just gonna go and check.
[01:52:56.840 --> 01:52:57.840]   I'm just gonna go and check.
[01:52:57.840 --> 01:52:58.840]   I'm just gonna go and check.
[01:52:58.840 --> 01:52:59.840]   I'm just gonna go and check.
[01:52:59.840 --> 01:53:00.840]   I'm just gonna go and check.
[01:53:00.840 --> 01:53:01.840]   I'm just gonna go and check.
[01:53:01.840 --> 01:53:02.840]   I'm just gonna go and check.
[01:53:02.840 --> 01:53:03.840]   I'm just gonna go and check.
[01:53:03.840 --> 01:53:04.840]   I'm just gonna go and check.
[01:53:04.840 --> 01:53:05.840]   I'm just gonna go and check.
[01:53:05.840 --> 01:53:06.840]   I'm just gonna go and check.
[01:53:06.840 --> 01:53:07.840]   I'm just gonna go and check.
[01:53:07.840 --> 01:53:08.840]   I'm just gonna go and check.
[01:53:08.840 --> 01:53:09.840]   I'm just gonna go and check.
[01:53:09.840 --> 01:53:10.840]   I'm just gonna go and check.
[01:53:10.840 --> 01:53:11.840]   I'm just gonna go and check.
[01:53:11.840 --> 01:53:12.840]   I'm just gonna go and check.
[01:53:12.840 --> 01:53:13.840]   I'm just gonna go and check.
[01:53:13.840 --> 01:53:14.840]   I'm just gonna go and check.
[01:53:14.840 --> 01:53:15.840]   I'm just gonna go and check.
[01:53:15.840 --> 01:53:16.840]   I'm just gonna go and check.
[01:53:16.840 --> 01:53:17.840]   I'm just gonna go and check.
[01:53:17.840 --> 01:53:18.840]   I'm just gonna go and check.
[01:53:18.840 --> 01:53:19.840]   I'm just gonna go and check.
[01:53:19.840 --> 01:53:20.840]   I'm just gonna go and check.
[01:53:20.840 --> 01:53:21.840]   I'm just gonna go and check.
[01:53:21.840 --> 01:53:22.840]   I'm just gonna go and check.
[01:53:22.840 --> 01:53:23.840]   I'm just gonna go and check.
[01:53:23.840 --> 01:53:24.840]   I'm just gonna go and check.
[01:53:24.840 --> 01:53:25.840]   I'm just gonna go and check.
[01:53:25.840 --> 01:53:26.840]   I'm just gonna go and check.
[01:53:26.840 --> 01:53:27.840]   I'm just gonna go and check.
[01:53:27.840 --> 01:53:28.840]   I'm just gonna go and check.
[01:53:28.840 --> 01:53:29.840]   I'm just gonna go and check.
[01:53:29.840 --> 01:53:30.840]   I'm just gonna go and check.
[01:53:30.840 --> 01:53:31.840]   I'm just gonna go and check.
[01:53:31.840 --> 01:53:32.840]   I'm just gonna go and check.
[01:53:32.840 --> 01:53:33.840]   I'm just gonna go and check.
[01:53:33.840 --> 01:53:34.840]   I'm just gonna go and check.
[01:53:34.840 --> 01:53:35.840]   I'm just gonna go and check.
[01:53:35.840 --> 01:53:36.840]   I'm just gonna go and check.
[01:53:36.840 --> 01:53:37.840]   I'm just gonna go and check.
[01:53:37.840 --> 01:53:38.840]   I'm just gonna go and check.
[01:53:38.840 --> 01:53:39.840]   I'm just gonna go and check.
[01:53:39.840 --> 01:53:40.840]   I'm just gonna go and check.
[01:53:40.840 --> 01:53:41.840]   I'm just gonna go and check.
[01:53:41.840 --> 01:53:42.840]   I'm just gonna go and check.
[01:53:42.840 --> 01:53:43.840]   I'm just gonna go and check.
[01:53:43.840 --> 01:53:44.840]   I'm just gonna go and check.
[01:53:44.840 --> 01:53:45.840]   I'm just gonna go and check.
[01:53:45.840 --> 01:53:46.840]   I'm just gonna go and check.
[01:53:46.840 --> 01:53:47.840]   I'm just gonna go and check.
[01:53:47.840 --> 01:53:48.840]   I'm just gonna go and check.
[01:53:48.840 --> 01:53:49.840]   I'm just gonna go and check.
[01:53:49.840 --> 01:53:50.840]   I'm just gonna go and check.
[01:53:50.840 --> 01:53:51.840]   I'm just gonna go and check.
[01:53:51.840 --> 01:53:52.840]   I'm just gonna go and check.
[01:53:52.840 --> 01:53:53.840]   I'm just gonna go and check.
[01:53:53.840 --> 01:53:54.840]   I'm just gonna go and check.
[01:53:54.840 --> 01:53:55.840]   I'm just gonna go and check.
[01:53:55.840 --> 01:53:56.840]   I'm just gonna go and check.
[01:53:56.840 --> 01:53:57.840]   I'm just gonna go and check.
[01:53:57.840 --> 01:53:58.840]   I'm just gonna go and check.
[01:53:58.840 --> 01:53:59.840]   I'm just gonna go and check.
[01:53:59.840 --> 01:54:00.840]   I'm just gonna go and check.
[01:54:00.840 --> 01:54:01.840]   I'm just gonna go and check.
[01:54:01.840 --> 01:54:04.240]   I remember listening to that podcast where you really made the pitch.
[01:54:04.240 --> 01:54:07.200]   Yeah, and I said, "We all take hip-hop dance lessons.
[01:54:07.200 --> 01:54:09.460]   Your cardio's through the roof.
[01:54:09.460 --> 01:54:13.560]   You do an hour dance lesson, then we all do a hip-hop dance, and then we all put our hip-top
[01:54:13.560 --> 01:54:16.680]   dances against each other, and we see who has the best hip-hop dance."
[01:54:16.680 --> 01:54:19.240]   It's different than the typical stuff we do.
[01:54:19.240 --> 01:54:20.700]   It's fun, and we can also work out.
[01:54:20.700 --> 01:54:23.320]   We can do everything, but let's do hip-hop dance.
[01:54:23.320 --> 01:54:26.060]   And Joe adamantly was like, "That's a horrible idea.
[01:54:26.060 --> 01:54:27.580]   I will not do that."
[01:54:27.580 --> 01:54:31.640]   And then Tom and Ari just whatever, they were like, "Yeah, I side with Joe.
[01:54:31.640 --> 01:54:32.640]   We'll do something else."
[01:54:32.640 --> 01:54:35.400]   And then I was like, but I knew I liked hip-hop dance.
[01:54:35.400 --> 01:54:37.880]   And so I was like, "I'm gonna take hip-hop dance lessons anyway.
[01:54:37.880 --> 01:54:41.820]   I'm gonna just do it over Sober October, and I'm just gonna fucking do it.
[01:54:41.820 --> 01:54:46.600]   And then maybe I'll do a hip-hop dance video, and then show it to them and let them rate
[01:54:46.600 --> 01:54:47.600]   me."
[01:54:47.600 --> 01:54:54.660]   And then we did it, and it was $1,200 for hip-hop dance lessons for a month or whatever,
[01:54:54.660 --> 01:54:56.840]   for a couple weeks.
[01:54:56.840 --> 01:55:01.440]   And then when we did it, I thought, "You know what, I bet we could put tour dates next
[01:55:01.440 --> 01:55:02.440]   to this."
[01:55:02.440 --> 01:55:05.680]   Because it turned out being kind of good, but kind of funny.
[01:55:05.680 --> 01:55:08.120]   I go, "I bet we could put tour dates next to this."
[01:55:08.120 --> 01:55:11.680]   And it was the beginning of me figuring out the whole...
[01:55:11.680 --> 01:55:14.680]   My promos were short and quick, and they were always something silly.
[01:55:14.680 --> 01:55:15.680]   "What's up, guys?
[01:55:15.680 --> 01:55:17.660]   It's your boy, Burt Kreischer."
[01:55:17.660 --> 01:55:22.380]   And then that one blew up, and immediately I was announcing the tour, and immediately
[01:55:22.380 --> 01:55:24.060]   every tour date sold out.
[01:55:24.060 --> 01:55:25.060]   And then every...
[01:55:25.060 --> 01:55:29.480]   We added shows that day, we added shows, and every one of those sold out.
[01:55:29.480 --> 01:55:30.480]   And I was like, "Whoa."
[01:55:30.480 --> 01:55:31.240]   And then Tom was like...
[01:55:31.240 --> 01:55:32.240]   "What the fuck was that?"
[01:55:32.240 --> 01:55:39.800]   And I was like, "I think I just sold out my whole fucking tour."
[01:55:39.800 --> 01:55:45.000]   And then when Tom did his one like that and put his tour dates on it...
[01:55:45.000 --> 01:55:46.000]   Yeah, went over the top.
[01:55:46.000 --> 01:55:48.040]   He sold out his tours.
[01:55:48.040 --> 01:55:49.040]   And he was like, "Whoa."
[01:55:49.040 --> 01:55:51.000]   He's like, "Dude, I sold out every fucking show.
[01:55:51.000 --> 01:55:52.000]   We've added shows.
[01:55:52.000 --> 01:55:53.280]   I'm doing an arena here."
[01:55:53.280 --> 01:55:54.800]   And this is before we were doing arenas.
[01:55:54.800 --> 01:55:56.400]   I was like, "Shut the fuck up."
[01:55:56.400 --> 01:56:01.040]   And that changed my game where I was like, "All right, so everything's gotta be..."
[01:56:01.040 --> 01:56:03.220]   And then I was like, "I don't mind spending a little money."
[01:56:03.220 --> 01:56:06.160]   And then the next one I did was the marching band.
[01:56:06.160 --> 01:56:07.160]   And I was just like...
[01:56:07.160 --> 01:56:08.400]   But it was real crazy.
[01:56:08.400 --> 01:56:11.680]   I just said, "Can you guys get me a marching band?"
[01:56:11.680 --> 01:56:13.800]   And they were like, "Yeah, it's like 2,400 bucks."
[01:56:13.800 --> 01:56:14.800]   I go, "Cool."
[01:56:14.800 --> 01:56:15.800]   And they're like, "What do you want them to do?"
[01:56:15.800 --> 01:56:16.800]   And I go, "I don't know.
[01:56:16.800 --> 01:56:17.800]   We'll figure it out."
[01:56:17.800 --> 01:56:21.840]   And they came over and they had outfits and they were like, "So what do you want us to
[01:56:21.840 --> 01:56:22.840]   play?"
[01:56:22.840 --> 01:56:23.840]   I go, "What song do you guys know?"
[01:56:23.840 --> 01:56:25.140]   And then they didn't even know each other.
[01:56:25.140 --> 01:56:26.140]   They were all hired people.
[01:56:26.140 --> 01:56:28.760]   And they were like, "Rubber Band Man?"
[01:56:28.760 --> 01:56:29.840]   And I was like, "Oh, sure.
[01:56:29.840 --> 01:56:30.840]   Yeah."
[01:56:30.840 --> 01:56:31.840]   And then we just scripted it out.
[01:56:31.840 --> 01:56:34.580]   I was like, "All right, I'll pretend it's a regular thing, listen, wait.
[01:56:34.580 --> 01:56:36.500]   I'll walk out and then I'll blow a whistle.
[01:56:36.500 --> 01:56:39.980]   And then you come out with the..."
[01:56:39.980 --> 01:56:43.940]   And then we got two videos out of that and that sold out dates.
[01:56:43.940 --> 01:56:47.680]   And then I was like, "Fuck."
[01:56:47.680 --> 01:56:57.580]   And then the real baller one, the fucking real one, the real one was I tore all the
[01:56:57.580 --> 01:57:00.640]   muscles in my arm going into shooting the movie.
[01:57:00.640 --> 01:57:03.400]   And I ripped all the tricep muscles off and they were retracted.
[01:57:03.400 --> 01:57:06.140]   So I had to go in for surgery.
[01:57:06.140 --> 01:57:11.480]   And the anesthesiologist said to me the night before, he's like, "What music do you want
[01:57:11.480 --> 01:57:12.480]   going under?"
[01:57:12.480 --> 01:57:13.480]   And I was like, "What?"
[01:57:13.480 --> 01:57:14.480]   And he goes, "You can pick your music going under."
[01:57:14.480 --> 01:57:16.520]   I said, "Wait, hold on.
[01:57:16.520 --> 01:57:17.520]   Is it like..."
[01:57:17.520 --> 01:57:18.520]   I go, "Is it like casual?"
[01:57:18.520 --> 01:57:19.520]   And he was like, "Yeah."
[01:57:19.520 --> 01:57:22.020]   I said, "I'm doing a promo read going under."
[01:57:22.020 --> 01:57:23.020]   He goes, "What do you mean?"
[01:57:23.020 --> 01:57:27.020]   I said, "I'll explain it to you tomorrow, but I'm not gonna count backwards.
[01:57:27.020 --> 01:57:29.640]   I'm just gonna do a promo read until I pass out."
[01:57:29.640 --> 01:57:30.640]   Mm-hmm.
[01:57:30.640 --> 01:57:31.640]   And I fall on the ground.
[01:57:31.640 --> 01:57:34.640]   All I need you to do is hit stop record.
[01:57:34.640 --> 01:57:35.640]   Mm-hmm.
[01:57:35.640 --> 01:57:38.140]   And so they rolled me into surgery.
[01:57:38.140 --> 01:57:39.140]   I had Red Rocks.
[01:57:39.140 --> 01:57:43.660]   I had only sold like 75% of Red Rocks, which is the biggest, 10,000, the biggest venue
[01:57:43.660 --> 01:57:45.440]   I'd ever played in.
[01:57:45.440 --> 01:57:49.940]   And I rolled in with my thing with CCR playing in the background.
[01:57:49.940 --> 01:57:54.920]   And I just was like, as I lay here on this mat or on this steel pile, I was terrified
[01:57:54.920 --> 01:57:59.940]   as I go into surgery, I want you to know one thing, I'm playing Red Rocks September 10th.
[01:57:59.940 --> 01:58:00.440]   And then I started doing my promo read.
[01:58:00.440 --> 01:58:01.440]   And he was like, "Yeah."
[01:58:01.440 --> 01:58:03.440]   I go, "Jimmy Buffett's there the night before and the night after."
[01:58:03.440 --> 01:58:04.440]   He's like, "For real?"
[01:58:04.440 --> 01:58:05.440]   I go, "Yeah, you wanna come?"
[01:58:05.440 --> 01:58:06.440]   He's like, "Hell yeah."
[01:58:06.440 --> 01:58:07.440]   He's like, "All right."
[01:58:07.440 --> 01:58:08.440]   He's like, "You're going under."
[01:58:08.440 --> 01:58:09.440]   And he hits it.
[01:58:09.440 --> 01:58:10.440]   I go, "Oh, sure."
[01:58:10.440 --> 01:58:11.440]   And I dropped the phone.
[01:58:11.440 --> 01:58:13.440]   I woke up out of surgery.
[01:58:13.440 --> 01:58:15.440]   And the first thing I said is, "Where's my phone?"
[01:58:15.440 --> 01:58:16.440]   And he goes, "You got it."
[01:58:16.440 --> 01:58:18.440]   And Leigh-Anne's like, "I've already watched it.
[01:58:18.440 --> 01:58:19.440]   It's good."
[01:58:19.440 --> 01:58:20.440]   And I went, "For real?"
[01:58:20.440 --> 01:58:21.440]   Nice.
[01:58:21.440 --> 01:58:24.440]   And so that was a big one.
[01:58:24.440 --> 01:58:25.440]   That was a big one too.
[01:58:25.440 --> 01:58:26.440]   Yeah, that was genius.
[01:58:26.440 --> 01:58:29.440]   But that was sort of opportunity kind of jumping on an idea.
[01:58:29.440 --> 01:58:31.440]   Have you ever met Mr. Beast, Jimmy?
[01:58:31.440 --> 01:58:32.440]   No.
[01:58:32.440 --> 01:58:37.440]   So I got to hang out with him for a day, listen to him brainstorm with the team ideas.
[01:58:37.440 --> 01:58:43.440]   He kind of sounds like you, but on steroids in terms of like, first of all, willing to
[01:58:43.440 --> 01:58:46.440]   spend any amount of money on an idea.
[01:58:46.440 --> 01:58:47.440]   Like anything.
[01:58:47.440 --> 01:58:49.440]   Anything is allowed.
[01:58:49.440 --> 01:58:50.440]   Anything is allowed.
[01:58:50.440 --> 01:58:51.440]   I love that energy.
[01:58:51.440 --> 01:58:55.440]   The only thing is no like rated R stuff.
[01:58:55.440 --> 01:58:56.240]   So he's really...
[01:58:56.240 --> 01:59:00.840]   He's really trying to go like for the broader audience, for kids and so on.
[01:59:00.840 --> 01:59:01.840]   So that's the limitation.
[01:59:01.840 --> 01:59:02.840]   So you can't do...
[01:59:02.840 --> 01:59:07.840]   Like most of the ideas that pop into my head when anything is allowed is kind of dark.
[01:59:07.840 --> 01:59:08.840]   Yeah.
[01:59:08.840 --> 01:59:13.140]   But the point is to really aggressively brainstorm every single day at the whiteboard.
[01:59:13.140 --> 01:59:14.140]   Like what...
[01:59:14.140 --> 01:59:17.840]   And he does that for YouTube Shorts too, for one minute videos.
[01:59:17.840 --> 01:59:18.840]   Really?
[01:59:18.840 --> 01:59:22.540]   And just like really, like what is the coolest thing we could possibly do?
[01:59:22.540 --> 01:59:23.540]   I love that.
[01:59:23.540 --> 01:59:24.540]   I love that energy.
[01:59:24.540 --> 01:59:26.040]   And that energy...
[01:59:26.040 --> 01:59:27.040]   That energy is the biggest thing.
[01:59:27.040 --> 01:59:28.040]   Yeah.
[01:59:28.040 --> 01:59:29.040]   It's the best thing.
[01:59:29.040 --> 01:59:30.040]   I mean, most people don't do that and they should.
[01:59:30.040 --> 01:59:32.940]   Basically YouTubers do that because they're obsessed about this particular YouTube algorithm
