
[00:00:00.000 --> 00:00:08.480]   [VIDEO PLAYBACK]
[02:35:36.820 --> 02:35:38.740]   for like labeling what's going on.
[02:35:38.740 --> 02:35:41.900]   - So at scale, this would require an adversarial
[02:35:41.900 --> 02:35:47.780]   thing between models where like some model
[02:35:47.780 --> 02:35:51.220]   you have like millions of features potentially for GPT-6
[02:35:51.220 --> 02:35:53.260]   and some, like it just a bunch of models
[02:35:53.260 --> 02:35:54.380]   are just trying to figure out
[02:35:54.380 --> 02:35:56.540]   what each of these features means.
[02:35:56.540 --> 02:35:58.500]   How does that sound right, okay.
[02:35:58.500 --> 02:36:00.460]   - Yeah, but you can even automate this process, right?
[02:36:00.460 --> 02:36:03.180]   I mean, this goes back to the determinism of the model.
[02:36:03.180 --> 02:36:04.020]   Like you could have a model
[02:36:04.020 --> 02:36:06.600]   that is actively editing input text
[02:36:06.600 --> 02:36:09.740]   and predicting if the feature is gonna fire or not
[02:36:09.740 --> 02:36:11.940]   and figure out what makes it fire, what doesn't
[02:36:11.940 --> 02:36:14.460]   and like search the space.
[02:36:14.460 --> 02:36:17.140]   - Yeah, I wanna talk more about the feature splitting
[02:36:17.140 --> 02:36:18.700]   'cause I think that's like an interesting thing
[02:36:18.700 --> 02:36:20.660]   that has been underexplored.
[02:36:20.660 --> 02:36:21.780]   - Especially for scalability,
[02:36:21.780 --> 02:36:24.020]   I think it's underappreciated right now.
[02:36:24.020 --> 02:36:27.220]   - First of all, like how do we even think about,
[02:36:27.220 --> 02:36:30.700]   is it really just, you can keep going down and down
[02:36:30.700 --> 02:36:32.900]   like there's no end to the amount of features?
[02:36:32.900 --> 02:36:35.060]   - I mean, so at some point,
[02:36:35.060 --> 02:36:37.140]   I think you might just start fitting noise
[02:36:37.140 --> 02:36:40.000]   or things that are part of the data,
[02:36:40.000 --> 02:36:40.840]   but that the model isn't actually representing.
[02:36:40.840 --> 02:36:42.780]   - Wait, do you wanna explain what feature splitting is?
[02:36:42.780 --> 02:36:45.860]   - Yeah, yeah, so it's the part before
[02:36:45.860 --> 02:36:48.180]   where like the model will learn
[02:36:48.180 --> 02:36:50.380]   however many features it has capacity for
[02:36:50.380 --> 02:36:53.140]   that still span the space of representation.
[02:36:53.140 --> 02:36:54.260]   - So like give an example potentially.
[02:36:54.260 --> 02:36:56.380]   - Yeah, yeah, so you learn,
[02:36:56.380 --> 02:36:57.860]   if you don't give the model that much capacity
[02:36:57.860 --> 02:36:59.540]   for the features it's learning,
[02:36:59.540 --> 02:37:03.380]   concretely if you project to not as high dimensional space,
[02:37:03.380 --> 02:37:05.900]   it will learn one feature for birds.
[02:37:05.900 --> 02:37:07.620]   But if you give the model more capacity,
[02:37:07.620 --> 02:37:11.020]   it will learn features for all the different types of birds.
[02:37:11.020 --> 02:37:15.260]   And so it's more specific than otherwise.
[02:37:15.260 --> 02:37:17.480]   And oftentimes like there's the bird vector
[02:37:17.480 --> 02:37:18.860]   that points in one direction
[02:37:18.860 --> 02:37:21.040]   and all the other specific types of birds
[02:37:21.040 --> 02:37:23.940]   point in like a similar region of the space,
[02:37:23.940 --> 02:37:27.460]   but are obviously more specific than the course label.
[02:37:27.460 --> 02:37:29.780]   - Okay, so let's go back to GPT-7.
[02:37:29.780 --> 02:37:32.460]   First of all, is this a sort of like linear tax
[02:37:32.460 --> 02:37:34.600]   on any model to figure out?
[02:37:34.600 --> 02:37:37.900]   Even before that, is this a one-time thing you had to do
[02:37:37.900 --> 02:37:41.120]   or is this the kind of thing you have to do on every output?
[02:37:41.120 --> 02:37:42.540]   Or is just like one time it's not deceptive,
[02:37:42.540 --> 02:37:43.380]   we're good to go.
[02:37:44.900 --> 02:37:46.340]   Actually, let me let you answer that.
[02:37:46.340 --> 02:37:48.200]   - Yeah, so you do dictionary learning
[02:37:48.200 --> 02:37:49.740]   after you've trained your model
[02:37:49.740 --> 02:37:53.060]   and you feed it a ton of inputs
[02:37:53.060 --> 02:37:55.140]   and you get the activations from those
[02:37:55.140 --> 02:37:56.500]   and then you do this projection
[02:37:56.500 --> 02:37:57.580]   into the higher dimensional space.
[02:37:57.580 --> 02:38:00.220]   And so the method is it's unsupervised
[02:38:00.220 --> 02:38:02.180]   in that it's trying to learn these sparse features.
[02:38:02.180 --> 02:38:04.440]   You're not telling them in advance what they should be,
[02:38:04.440 --> 02:38:08.600]   but it is constrained by the inputs you're giving the model.
[02:38:08.600 --> 02:38:10.940]   I guess two caveats here.
[02:38:10.940 --> 02:38:15.780]   One, like we can try and choose what inputs we want.
[02:38:15.780 --> 02:38:17.260]   So if we're looking for theory of mind features
[02:38:17.260 --> 02:38:18.220]   that might lead to deception,
[02:38:18.220 --> 02:38:20.140]   we can put it in the sycophancy dataset.
[02:38:20.140 --> 02:38:22.260]   Hopefully at some point we can move into
[02:38:22.260 --> 02:38:25.020]   looking at the weights of the model alone
[02:38:25.020 --> 02:38:28.020]   or at least using that information to do dictionary learning.
[02:38:28.020 --> 02:38:30.460]   But I think in order to get there,
[02:38:30.460 --> 02:38:32.160]   that's like such a hard problem
[02:38:32.160 --> 02:38:34.220]   that you need to make traction on just learning
[02:38:34.220 --> 02:38:36.180]   what the features are first.
[02:38:36.180 --> 02:38:37.860]   But yeah, so what's the cost of this?
[02:38:37.860 --> 02:38:39.540]   - Can you repeat the last sentence?
[02:38:39.540 --> 02:38:41.100]   Weights of the model alone.
[02:38:41.100 --> 02:38:44.300]   - So like right now we just have these neurons in the model.
[02:38:44.300 --> 02:38:45.540]   They don't make any sense.
[02:38:45.540 --> 02:38:46.900]   We apply dictionary learning.
[02:38:46.900 --> 02:38:48.020]   We get these features out.
[02:38:48.020 --> 02:38:50.020]   They start to make sense.
[02:38:50.020 --> 02:38:53.340]   But that depends on the activations of the neurons.
[02:38:53.340 --> 02:38:55.500]   The weights of the model itself,
[02:38:55.500 --> 02:38:57.460]   like what neurons are connected to what other neurons,
[02:38:57.460 --> 02:38:59.460]   certainly has information in it.
[02:38:59.460 --> 02:39:02.960]   And the dream is that we can kind of bootstrap
[02:39:02.960 --> 02:39:05.840]   towards actually making sense of the weights of the model
[02:39:05.840 --> 02:39:09.140]   that are independent of the activations of the data.
[02:39:09.140 --> 02:39:11.620]   I mean, this is, I'm not saying we've made any progress here.
[02:39:11.620 --> 02:39:13.020]   It's a very hard problem,
[02:39:13.020 --> 02:39:15.780]   but it feels like we'll have a lot more traction
[02:39:15.780 --> 02:39:16.740]   and be able to like sanity check
[02:39:16.740 --> 02:39:17.780]   what we're finding with the weights
[02:39:17.780 --> 02:39:19.300]   if we're able to pull out features first.
[02:39:19.300 --> 02:39:22.260]   - For the audience, weights are permanent.
[02:39:22.260 --> 02:39:23.260]   Well, I don't know if permanent is the right word,
[02:39:23.260 --> 02:39:24.900]   but like they are the model itself.
[02:39:24.900 --> 02:39:28.220]   Whereas activations are the sort of like artifacts
[02:39:28.220 --> 02:39:30.060]   of any single call.
[02:39:30.060 --> 02:39:32.860]   - In a brain metaphor,
[02:39:32.860 --> 02:39:35.340]   the weights are like the actual connection scheme
[02:39:35.340 --> 02:39:36.900]   between neurons and the activations
[02:39:36.900 --> 02:39:39.700]   of the current neurons that are lining up, basically.
[02:39:39.700 --> 02:39:42.140]   - Yeah, okay, so there's gonna be two steps to this
[02:39:42.140 --> 02:39:45.380]   for GPT-7 or whatever model we're concerned about.
[02:39:45.380 --> 02:39:48.260]   One, first correct me if I'm wrong,
[02:39:48.260 --> 02:39:50.820]   but like training the sparse autoencoder
[02:39:50.820 --> 02:39:53.380]   and like do the unsupervised projection
[02:39:53.380 --> 02:39:57.460]   into a wider space of features that have a higher fidelity
[02:39:57.460 --> 02:39:59.820]   to like what is actually happening in the model.
[02:39:59.820 --> 02:40:02.820]   And then secondly, label those features.
[02:40:02.820 --> 02:40:06.820]   'Cause let's say like the cost of training the model
[02:40:06.820 --> 02:40:11.140]   is N, what will those two steps cost relative to N?
[02:40:11.140 --> 02:40:16.060]   - We will see, like it really depends on two main things.
[02:40:16.060 --> 02:40:17.380]   What is your expansion factors?
[02:40:17.380 --> 02:40:18.300]   Like how much are you projecting
[02:40:18.300 --> 02:40:19.540]   into the higher dimensional space?
[02:40:19.540 --> 02:40:21.340]   And how much data do you need to put into the model?
[02:40:21.340 --> 02:40:23.580]   How many activations do you need to give it?
[02:40:23.580 --> 02:40:25.740]   But this brings me back to the feature splitting
[02:40:25.740 --> 02:40:26.580]   to a certain extent,
[02:40:26.580 --> 02:40:30.420]   because if you know you're looking for specific features,
[02:40:30.420 --> 02:40:33.060]   you can start with a really cheaper
[02:40:33.060 --> 02:40:35.140]   like course representation.
[02:40:35.140 --> 02:40:37.980]   So maybe my expansion factor is like only two.
[02:40:37.980 --> 02:40:39.460]   So like I have a thousand neurons
[02:40:39.460 --> 02:40:41.460]   I'm projecting to a 2000 dimensional space.
[02:40:41.460 --> 02:40:43.780]   I get 2000 features out, but they're really coarse.
[02:40:43.780 --> 02:40:46.460]   And so previously I had the example for birds.
[02:40:46.460 --> 02:40:50.100]   Let's move that example to like, I have a biology feature.
[02:40:50.100 --> 02:40:52.780]   And, but I really care about if the model
[02:40:52.780 --> 02:40:55.260]   has representations for bioweapons
[02:40:55.260 --> 02:40:56.620]   and is trying to manufacture them.
[02:40:56.620 --> 02:40:59.740]   And so what I actually want is like an anthrax feature.
[02:40:59.740 --> 02:41:02.580]   What you can then do is rather than,
[02:41:02.580 --> 02:41:03.540]   and let's say the anthrax,
[02:41:03.540 --> 02:41:05.100]   you only see the anthrax feature
[02:41:05.100 --> 02:41:06.940]   if instead of going from a thousand dimensions
[02:41:06.940 --> 02:41:10.220]   to 2000 dimensions, I go to a million dimensions, right?
[02:41:10.220 --> 02:41:12.820]   And so you can kind of imagine this big tree
[02:41:12.820 --> 02:41:15.140]   of semantic concepts where like biology splits
[02:41:15.140 --> 02:41:19.140]   into like cells versus like whole body biology.
[02:41:19.140 --> 02:41:21.100]   And then further down it splits into all these other things.
[02:41:21.100 --> 02:41:23.140]   So rather than needing to immediately go
[02:41:23.140 --> 02:41:24.580]   from a thousand to a million,
[02:41:24.580 --> 02:41:26.740]   and then picking out that one feature of interest,
[02:41:26.740 --> 02:41:29.340]   you can find the direction that the biology feature
[02:41:29.340 --> 02:41:31.340]   is pointing in, which again is very coarse,
[02:41:31.340 --> 02:41:34.500]   and then selectively search around that space.
[02:41:34.500 --> 02:41:38.820]   So like only do dictionary learning if this,
[02:41:38.820 --> 02:41:40.020]   if something in the direction
[02:41:40.020 --> 02:41:41.900]   of the biology feature fires first.
[02:41:41.900 --> 02:41:46.140]   And so the computer science metaphor here would be like,
[02:41:46.140 --> 02:41:48.300]   instead of doing breadth-first search,
[02:41:48.300 --> 02:41:50.460]   you're able to do depth-first search,
[02:41:50.460 --> 02:41:52.420]   where you're only recursively expanding
[02:41:52.420 --> 02:41:53.780]   and exploring a particular part
[02:41:53.780 --> 02:41:56.140]   of this like semantic tree of features.
[02:41:56.140 --> 02:41:58.500]   - Although given the way that these features
[02:41:58.500 --> 02:42:03.500]   are not organized in things that are intuitive for humans,
[02:42:03.500 --> 02:42:05.460]   right, like, 'cause we just don't know how to deal
[02:42:05.460 --> 02:42:07.580]   with basic C4, so we don't have that many,
[02:42:07.580 --> 02:42:09.220]   you know, we just don't dedicate that much,
[02:42:09.220 --> 02:42:12.460]   like whatever, firmware to like deconstructing
[02:42:12.460 --> 02:42:13.900]   which kind of basic C4 it is.
[02:42:13.900 --> 02:42:15.980]   How would we know that the subjects,
[02:42:15.980 --> 02:42:17.780]   and this will go back to maybe the MOE discussion
[02:42:17.780 --> 02:42:21.420]   we'll have of, I guess we might as well talk about it,
[02:42:21.420 --> 02:42:23.380]   but like in mixture of experts,
[02:42:23.380 --> 02:42:27.660]   the mixture of paper talked about how they couldn't find,
[02:42:27.660 --> 02:42:29.780]   the experts weren't specialized in a way
[02:42:29.780 --> 02:42:30.700]   that we could understand.
[02:42:30.700 --> 02:42:32.060]   There's not like a chemistry expert
[02:42:32.060 --> 02:42:34.220]   or a physics expert or something.
[02:42:34.220 --> 02:42:35.500]   So why would you think that like,
[02:42:35.500 --> 02:42:37.020]   it will be like biology feature
[02:42:37.020 --> 02:42:39.500]   and then deconstruct rather than like blah,
[02:42:39.500 --> 02:42:41.620]   and then you just deconstruct and it's like anthrax
[02:42:41.620 --> 02:42:44.500]   and you're like shoes and whatever.
[02:42:44.500 --> 02:42:47.020]   - So I haven't read the Mistral paper,
[02:42:47.020 --> 02:42:50.620]   but I think that the heads, I mean, this goes back to like,
[02:42:50.620 --> 02:42:52.460]   if you just look at the neurons in a model,
[02:42:52.460 --> 02:42:53.660]   they're polysemantic.
[02:42:53.660 --> 02:42:55.620]   And so if all they did was just look at the neurons
