
[00:00:00.040 --> 00:00:09.600]   пять
[01:58:49.060 --> 01:58:49.080]   I hope for a future where a lot of our insecurities, flaws, flaws, everything is out there.
[01:58:49.080 --> 01:58:49.160]   I hope for a future where a future where a lot of our insecurities, flaws, flaws, everything is out there.
[01:58:49.160 --> 01:58:49.200]   I hope for a future where a future where a future where a strong mind is out there.
[01:58:49.240 --> 01:58:59.100]   Al
[01:58:59.100 --> 01:58:59.340]   just.ixes.
[01:58:59.340 --> 01:58:59.520]   want going I think that they
[01:58:59.520 --> 01:59:16.140]   gdzieś
[01:59:18.540 --> 01:59:26.520]  ,
[01:59:26.520 --> 01:59:28.920]   let. One See
[01:59:28.920 --> 01:59:48.440]   send isn
[01:59:48.580 --> 01:59:57.160]   check
[01:59:57.160 --> 02:00:00.060]   embraced. I'm,,,,
[02:02:07.640 --> 02:02:17.920]   Ved
[02:02:17.920 --> 02:02:19.040]  ihad on with hope
[02:02:19.040 --> 02:02:37.620]  的時候
[02:03:07.640 --> 02:03:07.640]  ,
[02:03:07.640 --> 02:03:07.640]   and
[02:03:37.660 --> 02:03:37.660]   I
[02:05:07.720 --> 02:05:07.720]   I think it's possible to create social media that makes a huge amount of money makes people happy to me like it's possible to align the incentives
[02:05:07.720 --> 02:05:07.720]   Yeah, absolutely. I think it's possible to create social media that makes a huge amount of money makes people happy to me like it's possible to align the incentives
[02:05:07.720 --> 02:05:07.720]   Yeah, absolutely. I think it's possible to create social media that makes a huge amount of money makes people happy to me like it's possible to align the incentives
[02:05:07.720 --> 02:05:07.720]   Yeah, absolutely. I think it's possible to create social media that makes a huge amount of money makes people happy to me like it's possible to align the incentives
[02:05:07.720 --> 02:05:07.720]   Yeah, absolutely. I think it's possible to create social media that makes a huge amount of money makes people happy to me like it's possible to align the incentives
[02:05:07.720 --> 02:05:07.720]   Yeah, absolutely. I think it's possible to create social media that makes a huge amount of money makes people happy to me like it's possible to align the incentives
[02:05:07.760 --> 02:05:14.980]   het like
[02:05:14.980 --> 02:05:18.120]   Le I little never
[02:05:18.120 --> 02:05:26.160]  ,,,,,ар deepenera think is so Z C pools Rec Is C letzten
[02:05:36.920 --> 02:05:40.060]  �,,, and
[02:05:40.060 --> 02:05:51.580]   Marcel play the reason that is a學 retire
[02:06:32.960 --> 02:06:32.960]   - Okay. - And then you realize that the person is actually kind of suffering and having a hard time and it gets deeper and deeper as the show goes on. And she will do these incredible speeches about tell me what to do. Like I just I know there's experts out there but I just I don't know if you're a fan of the show or not.
[02:07:29.940 --> 02:07:41.240]   invest is
[02:07:41.240 --> 02:07:54.160]   thrill個 our, .,,,,,, et
[02:07:54.160 --> 02:07:58.100]   doesn so. A. W. N. Ver cow doesn�. E. tech, 그냥, out., feel., en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, sort of the in the公 you're the full coaching a fosse começ чегоared alii the32中國 compatin School of the lazy良ragee Gor級ar stablebed to惜elet the simply�S ball involve the Niet did passatún處வ márק share therin� disrespectfulocr Tetin no Однако #D.associPM in the haunting То w NYG, Sh Dre in the e record is in a還 setting aDS validated the - sway the могли corre the built the
[02:07:58.140 --> 02:08:07.580]  ,
[02:08:07.580 --> 02:08:08.580]  ...? plotич, little, un,, and I've護
[02:08:08.580 --> 02:08:11.160]   limit
[02:08:11.160 --> 02:08:26.960]   the
[02:08:27.000 --> 02:08:38.860]  obedible. So I feel like it's a solvable problem, at least in this in the space of education of challenging yourself, but also expanding your realm of knowledge and all this kind of stuff.
[02:08:38.860 --> 02:08:48.660]   And I'm definitely more in the we're in an inescapably anarchical period and require big cultural adjustments. And there's gonna there's no way that this isn't going to be difficult transition.
[02:08:48.660 --> 02:08:54.260]   Is there any specific little or big things that you like to see X do, Twitter do?
[02:08:54.260 --> 02:08:55.860]   I have lots of thoughts on that.
[02:08:55.860 --> 02:08:55.860]   I have lots of thoughts on that.
[02:08:55.860 --> 02:08:55.860]   I have lots of thoughts on that.
[02:08:55.860 --> 02:08:55.960]   I have lots of thoughts on that.
[02:08:55.960 --> 02:08:56.020]   I have lots of thoughts on that.
[02:08:56.020 --> 02:08:56.080]   I have lots of thoughts on that.
[02:08:56.080 --> 02:08:56.180]   I have lots of thoughts on that.
[02:08:56.180 --> 02:08:56.200]   I have lots of thoughts on that.
[02:08:56.200 --> 02:08:56.240]   I have lots of thoughts on that.
[02:08:56.240 --> 02:08:56.260]   I have lots of thoughts on that.
[02:08:56.260 --> 02:08:56.300]   I have lots of thoughts on that.
[02:08:56.300 --> 02:09:25.720]   I have lots of thoughts on that.
[02:09:25.720 --> 02:09:25.780]   I have lots of thoughts on that.
[02:09:25.780 --> 02:09:25.800]   I have lots of thoughts on that.
[02:09:25.800 --> 02:09:25.820]   I have lots of thoughts on that.
[02:09:25.820 --> 02:09:25.840]   I have lots of thoughts on that.
[02:09:25.860 --> 02:09:55.040]   I have lots of thoughts on that.
[02:09:55.040 --> 02:09:55.100]   I have lots of thoughts on that.
[02:09:55.100 --> 02:09:55.160]   I have lots of thoughts on that.
[02:09:55.160 --> 02:09:55.220]   I have lots of thoughts on that.
[02:09:55.220 --> 02:09:55.280]   I have lots of thoughts on that.
[02:09:55.280 --> 02:09:55.320]   I have lots of thoughts on that.
[02:09:55.320 --> 02:09:55.380]   I have lots of thoughts on that.
[02:09:55.380 --> 02:09:55.440]   I have lots of thoughts on that.
[02:09:55.440 --> 02:09:55.480]   I have lots of thoughts on that.
[02:09:55.480 --> 02:09:55.500]   I have lots of thoughts on that.
[02:09:55.500 --> 02:09:55.520]   I have lots of thoughts on that.
[02:09:55.520 --> 02:09:55.580]   I have lots of thoughts on that.
[02:09:55.580 --> 02:09:55.620]   I have lots of thoughts on that.
[02:09:55.620 --> 02:09:55.680]   I have lots of thoughts on that.
[02:09:55.680 --> 02:09:55.700]   I have lots of thoughts on that.
[02:09:55.700 --> 02:09:55.800]   I have lots of thoughts on that.
[02:09:55.800 --> 02:09:55.820]   I have lots of thoughts on that.
[02:09:55.820 --> 02:09:55.840]   I have lots of thoughts on that.
[02:09:55.880 --> 02:10:01.760]   I
[02:10:01.760 --> 02:10:06.160]   content,,, de en
[02:10:06.160 --> 02:10:25.780]  ר I Yep I O I the kind that the minds the 1983oty
[02:10:25.900 --> 02:10:37.820]  eeee that bit
[02:10:37.820 --> 02:10:45.480]   go team in the work divide
[02:10:45.480 --> 02:10:53.160]   today, 더, is DES, R,,,,,,,,amat. Ну., отк continue to beuard and the Kor process. PoAI: many of the fant Organ.�� be con "G. Erin's". consequently measuring the see the many of the Burns. I'm begins the mean the coffin among the heavy�'s.เหwią the way of the conilled the
[02:10:53.160 --> 02:10:54.200]  ing the out the
[02:10:54.840 --> 02:11:04.800]   hour
[02:11:04.800 --> 02:11:06.160]   elf, good,
[02:11:06.160 --> 02:11:23.720]   intervene And I I a work. I, neck, Jenn,,,,,,,,.. check the point the figure the siempre the funeral theicia the
[02:11:24.300 --> 02:11:35.540]   /
[02:11:35.540 --> 02:11:38.800]   load in the El I I at,,,,,,,
[02:11:52.240 --> 02:12:20.140]  ленing bias on the editors of Wikipedia. So for that, what happens is on articles, which I mostly appreciate that don't have a political aspect to them, you know, scientific articles or technical articles. They're going to be really strong. Even history, just describing the facts of history that don't have a subjective element strong. Also, just
[02:12:20.140 --> 02:12:20.140]   using my own brain, I can kind of see where this is going to go.
[02:12:20.160 --> 02:12:48.080]   filter out if it's, uh, you know, if it's something about January six or something like that, I know I'm going to be like, I'm not whatever's going on here, I'm going to kind of read it, but most I'm going to look to other sources. I'm going to look to a bunch of different perspectives on it's going to be very tense. That's probably going to be some kind of bias. Maybe some wording will be such which is one word. This is where we Wikipedia does this thing. The way they word stuff will be by it.
[02:12:48.080 --> 02:13:18.100]  , the choice of words, but the Wikipedia editors themselves are so self reflective. They literally have articles describing these very effects of how you can use words to inject bias in all the ways that you talked about it. That sounds healthier than most environments. It's incredibly healthy, but I think you could do better. One of the big flaws of Wikipedia to me, that community notes on X does better is the accessibility of the
[02:13:18.140 --> 02:13:28.140]   the
[02:13:28.140 --> 02:13:28.660]   лай e,,,,,
[02:13:28.660 --> 02:13:46.860]  第二個
[02:15:42.400 --> 02:15:42.400]   and I think it's kind of like you get three what about ism cards the game of finding the whole thing absolutely yeah let me ask you about he mentioned going through some difficult moments in your life or
[02:15:42.400 --> 02:15:42.860]   Sure
[02:15:42.860 --> 02:15:43.360]   Sure
[02:16:12.220 --> 02:16:12.220]   Yeah, I mean the whole thing the whole journey would that be with coddling the American mind began with me in the Belmont psychiatric facility in Philadelphia back in 2007 I had called 911 in a moment of clarity because I'd gone to the hardware store to
[02:16:12.220 --> 02:16:12.720]   Sure
[02:16:12.720 --> 02:16:12.800]   Sure
[02:16:12.800 --> 02:16:12.820]   Sure
[02:16:12.820 --> 02:16:12.860]   Sure
[02:16:12.860 --> 02:16:12.900]   Sure
[02:16:12.900 --> 02:16:12.960]   Sure
[02:16:12.960 --> 02:16:13.020]   Sure
[02:16:13.080 --> 02:16:22.460]   around
[02:16:22.460 --> 02:16:23.160]   in the support
[02:16:23.160 --> 02:16:24.420]   used siguiente
[02:16:24.420 --> 02:16:40.900]   all all, I, an, an, a, на, Rab, C, C, C, C, C. I. I. Men. demand a awesome child. Word. And the reason that I have the culture. The what the culture of the culture of the question. The. The. The. the. the. the. the. the. the. the. the. the. the. the. the. the. but I'm not
[02:16:40.900 --> 02:16:42.340]   IGN. sims. won't de Const notification Ев created a
[02:17:40.980 --> 02:17:52.720]   parcel seg question wh
[02:17:52.720 --> 02:18:09.720]  사 2 does enimetinku
[02:18:40.980 --> 02:18:40.980]  ,
[02:18:40.980 --> 02:18:40.980]   and
[02:18:40.980 --> 02:18:40.980]   and
[02:18:40.980 --> 02:18:40.980]   I'm not fighting again. But yeah, it was always like that. You see how hypocritical people can be. You can see how friends can turn on you if they don't like your politics. So I got an early preview of this, of what the culture we were heading into by being the president of fire. And it was exhausting. And that was one of the main things that led me to be suicidal.
[02:18:40.980 --> 02:18:40.980]   And that was one of the main things that led me to be suicidal.
[02:18:40.980 --> 02:18:40.980]   And that was one of the main things that led me to be suicidal.
[02:18:40.980 --> 02:18:40.980]   And that was one of the main things that led me to be suicidal.
[02:18:40.980 --> 02:18:40.980]   And that was one of the main things that led me to be suicidal.
[02:18:40.980 --> 02:18:40.980]   And that was one of the main things that led me to be suicidal.
[02:18:40.980 --> 02:18:40.980]   And that was one of the main things that led me to be suicidal.
[02:19:11.040 --> 02:19:33.160]   a
[02:19:33.160 --> 02:19:41.020]   what you do in CBT is essentially you have something makes you upset and then you just write down what the thought was and you know something minor could happen and your response was you know like well the dates seem to go very well and that's because I'm broken and will die alone and you're like okay okay what are the following
[02:19:41.060 --> 02:19:46.940]   money
[02:19:46.940 --> 02:19:50.920]  ,, tend
[02:19:50.920 --> 02:19:51.480]   there,,,,,,
[02:19:51.480 --> 02:19:53.260]   mimic r
[02:20:09.920 --> 02:20:20.860]   fried
[02:20:20.860 --> 02:20:39.140]  gestelltard is wellmaking
[02:21:08.880 --> 02:21:09.400]   It's a big deal.
[02:21:09.440 --> 02:21:12.460]   Phantom
[02:21:12.460 --> 02:21:19.700]  , as. Not
[02:22:05.240 --> 02:22:33.100]  .
[02:22:33.140 --> 02:22:36.520]   clones,
[02:22:36.520 --> 02:22:57.100]   ou but is in
[02:23:01.000 --> 02:23:08.820]   all
[02:23:08.820 --> 02:23:11.100]   eviden and in
[02:23:11.100 --> 02:23:11.520]   Al It I like, ,,,,,,
[02:23:11.520 --> 02:23:29.980]   stomach
[02:23:31.000 --> 02:23:34.040]  amic
[02:23:34.040 --> 02:23:42.320]   it is signing
[02:23:42.320 --> 02:23:59.920]   blessed. I have a pad grabbed
[02:24:00.960 --> 02:24:05.980]   that I can use to help people.
[02:24:05.980 --> 02:24:17.980]   I am thinking that your cause is social justice in many cases can lead people to think I can be as cruel as I want in pursuit of this. When a lot of times it's just a way to sort of vent some aggression on a person that you think of only as an abstraction.
[02:24:17.980 --> 02:24:30.920]   So I think it's important for people to realize that whatever negative energy, whatever negativity you want to put out there.
