
[00:00:00.040 --> 00:00:09.360]   additionally
[01:59:15.940 --> 01:59:16.940]   I mean, it's not for me sort of, all right, I've now decided, having been a journalist, I'll run a think tank or I'll run a network or I'll write a bio.
[01:59:16.940 --> 01:59:17.940]   I mean, it's not for me sort of, all right, I've now decided, having been a journalist, I'll run a think tank or I'll run a network or I'll write a bio.
[01:59:17.940 --> 01:59:18.940]   I mean, it's not for me sort of, all right, I've now decided, having been a journalist, I'll run a think tank or I'll run a network or I'll write a bio.
[01:59:18.940 --> 01:59:19.940]   It is actually something that's more useful on an hourly basis.
[01:59:19.940 --> 01:59:20.940]   It is actually something that's more useful on an hourly basis.
[01:59:20.940 --> 01:59:35.940]   Why am I about to say that?
[01:59:35.980 --> 01:59:42.840]   .
[01:59:42.840 --> 01:59:47.240]   is it wasn
[01:59:47.240 --> 01:59:55.120]   icon val
[01:59:59.560 --> 02:00:09.140]   என.
[02:00:09.140 --> 02:00:23.100]   I was probably too ambitious when I was young and at Time Magazine. That was when I was green. And, oh, well, that was when I was in my salad days and green and judgment.
[02:00:23.100 --> 02:00:46.680]  , and it was like chasing the next level at Time Incorporated, whatever it might be. And then one day I caught the brass ring and I became an editor and then the top editor. And after a while I realized that wasn't really totally what I'm suited to be, especially when I got put in charge of CNN.
[02:00:46.680 --> 02:01:10.260]  , I mean, all young people are almost by definition in their salad days and green and judgment. But you learn what's motivating you and then you learn to ask, "Is that really what I want? Should I be careful of what I'm wishing for?"
[02:01:10.260 --> 02:01:10.260]  ,
[02:01:15.120 --> 02:01:44.580]  ,
[02:01:44.580 --> 02:01:45.140]   and then I was like, "I'm not sure if I'm going to be able to do this.",
[02:01:45.140 --> 02:01:45.140]   I'm not sure if I'm going to be able to do this.
[02:01:45.140 --> 02:01:45.140]   I'm not sure if I'm going to be able to do this.
[02:01:45.140 --> 02:01:45.140]   I'm not sure if I'm going to be able to do this.
[02:01:45.140 --> 02:01:45.140]   I'm not sure if I'm going to be able to do this.
[02:01:45.140 --> 02:01:45.140]   I'm not sure if I'm going to be able to do this.
[02:01:45.140 --> 02:01:45.140]   I'm not sure if I'm going to be able to do this.
[02:01:45.140 --> 02:01:45.140]   I'm not sure if I'm going to be able to do this.
[02:01:45.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.160 --> 02:02:15.160]   I'm not sure if I'm going to be able to do this.
[02:02:15.200 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.180 --> 02:02:45.180]   I'm not sure if I'm going to be able to do this.
[02:02:45.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:15.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:15.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:15.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:15.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:15.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:15.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:15.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:15.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:15.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:15.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:15.200 --> 02:03:15.200]   I'm not sure if I'm going to be able to do this.
[02:03:45.220 --> 02:03:45.220]   I'm not sure if I'm going to be able to do this.
[02:03:45.220 --> 02:03:45.220]   I'm not sure if I'm going to be able to do this.
[02:03:45.220 --> 02:03:45.220]   I'm not sure if I'm going to be able to do this.
[02:03:45.220 --> 02:03:45.220]   I'm not sure if I'm going to be able to do this.
[02:03:45.220 --> 02:03:45.220]   I'm not sure if I'm going to be able to do this.
[02:03:45.220 --> 02:03:45.220]   I'm not sure if I'm going to be able to do this.
[02:03:45.220 --> 02:03:45.220]   I'm not sure if I'm going to be able to do this.
[02:03:45.220 --> 02:03:45.220]   I'm not sure if I'm going to be able to do this.
[02:03:45.220 --> 02:03:45.220]   I'm not sure if I'm going to be able to do this.
[02:04:15.240 --> 02:04:15.240]   I'm not sure if I'm going to be able to do this.
[02:04:15.240 --> 02:04:15.240]   I'm not sure if I'm going to be able to do this.
[02:04:15.240 --> 02:04:15.240]   I'm not sure if I'm going to be able to do this.
[02:04:15.240 --> 02:04:15.240]   I'm not sure if I'm going to be able to do this.
[02:04:15.240 --> 02:04:15.240]   I'm not sure if I'm going to be able to do this.
[02:04:15.240 --> 02:04:15.240]   I'm not sure if I'm going to be able to do this.
[02:04:15.240 --> 02:04:15.240]   I'm not sure if I'm going to be able to do this.
[02:04:15.240 --> 02:04:15.240]   I'm not sure if I'm going to be able to do this.
[02:04:15.240 --> 02:04:15.240]   I'm not sure if I'm going to do this.
[02:04:15.280 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.260 --> 02:04:45.260]   I'm not sure if I'm going to be able to do this.
[02:04:45.280 --> 02:04:49.000]   Trouble, year by year, hurricane by hurricane,
[02:04:49.000 --> 02:04:53.160]   making sure that each new generation can be creative.
[02:04:53.160 --> 02:04:57.640]   And it's a city of creativity, from jazz to the food to the architects.
[02:04:57.640 --> 02:05:01.660]   So when I think of, I won't say legacy,
[02:05:01.660 --> 02:05:04.040]   but what am I going to do to pay it forward,
[02:05:04.040 --> 02:05:07.540]   which is a lower level way of saying legacy,
[02:05:07.540 --> 02:05:11.760]   I pay it forward by going back to the place where I began
[02:05:11.760 --> 02:05:13.660]   and trying to know it for the first time.
[02:05:13.660 --> 02:05:15.280]   I'm not sure if I'm going to be able to do this.
[02:05:15.280 --> 02:05:15.280]   I'm not sure if I'm going to be able to do this.
[02:05:15.280 --> 02:05:15.280]   I'm not sure if I'm going to be able to do this.
[02:05:15.280 --> 02:05:15.280]   I'm not sure if I'm going to be able to do this.
[02:05:15.280 --> 02:05:15.280]   I'm not sure if I'm going to be able to do this.
[02:05:15.300 --> 02:05:45.300]  ,
[02:05:45.300 --> 02:05:45.300]   I'm not sure if I'm going to be able to do this.
[02:05:45.300 --> 02:05:45.300]   I'm not sure if I'm going to be able to do this.
[02:05:45.300 --> 02:05:45.300]   I'm not sure if I'm going to be able to do this.
[02:05:45.300 --> 02:05:45.300]   I'm not sure if I'm going to be able to do this.
[02:05:45.300 --> 02:05:45.300]   I'm not sure if I'm going to be able to do this.
[02:05:45.300 --> 02:05:45.300]   I'm not sure if I'm going to be able to do this.
[02:05:45.300 --> 02:05:45.300]   I'm not sure if I'm going to be able to do this.
[02:05:45.300 --> 02:05:45.300]   I'm not sure if I'm going to be able to do this.
[02:05:45.300 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.320 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.320 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.320 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.320 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.320 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.320 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.320 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.320 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.320 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.320 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.320 --> 02:06:15.320]   I'm not sure if I'm going to be able to do this.
[02:06:15.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:06:45.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:06:45.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:06:45.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:06:45.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:06:45.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:06:45.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:06:45.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:06:45.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:06:45.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:06:45.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:06:45.340 --> 02:06:45.340]   I'm not sure if I'm going to be able to do this.
[02:07:15.360 --> 02:07:15.360]   I'm not sure if I'm going to be able to do this.
[02:07:15.360 --> 02:07:15.360]   I'm not sure if I'm going to be able to do this.
[02:07:15.360 --> 02:07:15.360]   I'm not sure if I'm going to be able to do this.
[02:07:15.360 --> 02:07:15.360]   I'm not sure if I'm going to be able to do this.
[02:07:15.360 --> 02:07:15.360]   I'm not sure if I'm going to be able to do this.
[02:07:15.360 --> 02:07:15.360]   I'm not sure if I'm going to be able to do this.
[02:07:15.360 --> 02:07:15.360]   I'm not sure if I'm going to be able to do this.
[02:07:15.360 --> 02:07:15.360]   I'm not sure if I'm going to be able to do this.
[02:07:45.380 --> 02:07:45.380]  obedience
[02:07:45.380 --> 02:07:45.380]   I'm not sure if I'm going to be able to do this.
[02:07:45.380 --> 02:07:45.380]   I'm not sure if I'm going to be able to do this.
[02:07:45.380 --> 02:07:45.380]   I'm not sure if I'm going to be able to do this.
[02:07:45.380 --> 02:07:45.380]   I'm not sure if I'm going to be able to do this.
[02:07:45.380 --> 02:07:45.380]   I'm not sure if I'm going to be able to do this.
[02:07:45.380 --> 02:07:45.380]   I'm not sure if I'm going to be able to do this.
[02:07:45.380 --> 02:07:45.380]   I'm not sure if I'm going to be able to do this.
[02:07:45.380 --> 02:07:45.380]   I'm not sure if I'm not sure if I'm not going to do this.
