
[00:00:00.000 --> 00:00:19.200]   Welcome to the AI Engineers World Fair. This is the first workshop. There's a few other running,
[02:37:32.740 --> 02:37:39.540]   I've seen a lot of sliding window above reaches. Yeah. So yeah, I, I, yeah, I'm not sure why. Um,
[02:37:39.540 --> 02:37:45.220]   but I'm pretty sure this should be 2048. Yeah. I'm very confident. I, I've actually, um,
[02:37:45.220 --> 02:37:51.860]   what I have to say is 2048. Yeah, it's not, yeah. And yeah, so these, these small issues are,
[02:37:51.860 --> 02:37:57.220]   they need to fix. Um, they still have not fixed. Um, but when on stuff, it's fixed. So we actually
[02:37:57.220 --> 02:38:01.620]   uploaded models, which fixed them, right? So if you go to, uh, on stuff, hugging face repo,
[02:38:01.620 --> 02:38:08.260]   we actually have models, which we fixed all of them. Oh, this is too big. Um, where's the fee one?
[02:38:08.260 --> 02:38:16.260]   Oh, I didn't put it up. Okay. I need to find the fee one now. Um, where's fee? Oh, that fee three,
[02:38:16.260 --> 02:38:23.380]   mini four K instruct, right? If you go to files, you go to config dot Jason, we fixed it. Uh, and there's
[02:38:23.380 --> 02:38:28.180]   other things that we did to fix it. Um, for example, the pad token ID is 30. Okay. That's actually wrong.
[02:38:28.180 --> 02:38:32.820]   Okay. Um, okay. I need to fix my own. Okay. Anyways, um, there is a bug which we discovered ourselves.
[02:38:32.820 --> 02:38:38.420]   It should be 30. This is actually wrong. Another thing is you must not make the pad token the same
[02:38:38.420 --> 02:38:45.140]   token ID as EOS. Never, never, never, never, never. Um, this must be a different token to the EOS token.
[02:38:45.140 --> 02:38:49.460]   Um, I do not unstop. We automatically fixed this during the loading. It's just the config itself is not
[02:38:49.460 --> 02:38:54.100]   right. Um, but that's okay. Unstop itself is fine. Um, just the config is a bit wrong. Um,
[02:38:54.100 --> 02:38:59.620]   oh, okay. I found my own box, but okay. Yes. Um, so, okay. Oh, yeah, yeah.
[02:38:59.620 --> 02:39:03.220]   I'm not going to slow down the, the, I'm not going to, you keep going because there's a lot of slides.
[02:39:03.220 --> 02:39:06.820]   Okay. Oh, yeah. Yeah. Actually this, okay. There's not that much slides. Okay. Actually, there is.
[02:39:06.820 --> 02:39:13.220]   Oh, okay. I just noticed we have more. Okay. Um, so another one is like fee three used. Um,
[02:39:13.220 --> 02:39:18.900]   they merged the Q, K and K. Remember we did Q, K and V. They're unmerged, right? The weights are separate for the
[02:39:18.900 --> 02:39:24.340]   attention matrices. V three did a very interesting move is that they fuse them into one matrix.
[02:39:24.340 --> 02:39:29.220]   And we found that to be very problematic for fine tuning. Um, because if you fuse them together,
[02:39:29.220 --> 02:39:34.740]   um, when you do Laura adapters, you actually, you actually only learn new extra weights and that's
[02:39:34.740 --> 02:39:42.420]   very less. Um, so please unfuse them. Um, and we do this. So our version of the V three actually unfuses
[02:39:42.420 --> 02:39:47.300]   the weights. Um, you must unfuse. Actually, I have to like highly suggest you to unfuse the weights.
[02:39:47.300 --> 02:39:51.300]   You can only fuse them if you want to do training faster. Um, this will make training like maybe
[02:39:51.300 --> 02:39:55.300]   five percent faster. It's actually not that much. It's like two, two percent. You actually increase
[02:39:55.300 --> 02:40:00.820]   memory usage a lot. So just be careful of that as well. Um, oh, yes. They actually did. So this is
[02:40:00.820 --> 02:40:05.620]   the sliding window one. They actually fixed it. Um, and then they unfixed it. I think they just forgot
[02:40:05.620 --> 02:40:10.260]   about it. I'll probably like push them again to fix it. Um, and this is the fusing of the weights. Um,
[02:40:10.260 --> 02:40:15.620]   so we show that if you actually unfuse the weights, so Q, K and V must be separate. You must not combine them.
[02:40:15.620 --> 02:40:20.260]   Um, if you combine them, you actually have lower accuracy. So please do not do that. Um,
[02:40:20.260 --> 02:40:25.700]   for tokenization, remember this slide, which I show you about the, um, the smiley faces are like the
[02:40:25.700 --> 02:40:30.660]   spaces and each ones are different tokenizations. There are actually many issues, um, for tokenizations.
[02:40:30.660 --> 02:40:36.180]   Um, this is a totally different separate topic from finding bugs and issues in language models. Um,
[02:40:36.180 --> 02:40:43.220]   this is a whole topic of its own because tokenizers are very problematic. Um, and they're very hard to find and fix.
[02:40:43.220 --> 02:40:49.940]   Did I double this slide? Okay, I doubled that. Um, and also we have new Olama support, which we have not
[02:40:49.940 --> 02:40:55.140]   announced yet, which you can try out. So lots of people have asked us for how do we actually
[02:40:55.140 --> 02:41:02.660]   fine tune a language model and export it to Olama, um, effectively. Um, does any, does people do know
[02:41:02.660 --> 02:41:09.940]   what's Olama or no, or does anyone not know what's Olama? Okay. So Olama is like a interface. When you,
[02:41:09.940 --> 02:41:14.100]   when you fine tune a model, you have to run it, right? You have to run the model somewhere.
[02:41:14.100 --> 02:41:19.860]   And Olama just makes you run the model much easier. Um, so like you know, chattpt, chattpt is like the
[02:41:19.860 --> 02:41:23.780]   running mechanism. Olama is just like chattpt, but they don't have the model. You have to select a
[02:41:23.780 --> 02:41:30.820]   model. Um, that's kind of Olama. Um, yes. How did you manage to like, um, so I've been working on converting,
[02:41:30.820 --> 02:41:40.020]   uh, creating model files using, uh, um, the, uh, automated pipeline, but we've been found many
[02:41:40.020 --> 02:41:46.820]   issues trying to automate model files. Um, is this using Unslap though? Or is using Axolotl or something
[02:41:46.820 --> 02:41:52.020]   or other ones? Did you automate the model file yourself or? Well, we, yeah, we, because we need,
[02:41:52.020 --> 02:41:56.740]   we need our model file, right? Oh, so we do this automatically now. So with Unslap, we actually,
[02:41:56.740 --> 02:42:00.580]   we spent, I spent like a few, one month on trying to automate the model file creation.
[02:42:00.580 --> 02:42:06.740]   That's why we were struggling so hard as a company. Yes, um, uh, we, I have code for that somewhere.
[02:42:06.740 --> 02:42:12.900]   Yeah, if you could, yeah, okay, this is open source. Oh, yeah, it's, it's already in the GitHub repos.
[02:42:12.900 --> 02:42:19.460]   If you go to Unslap, um, you go to chat templates, we have code for that, um, Olama. It is still very
[02:42:19.460 --> 02:42:23.300]   ugly. Um, so these are the chat templates for, remember the BOS token, someone mentioned you have to add it.
[02:42:23.300 --> 02:42:26.420]   Um, yeah, add the BOS token. This is the Olama chat template.
[02:42:26.420 --> 02:42:31.460]   Um, which we, so Olama has a, um, Olama has a specific requirement that you must have a chat
[02:42:31.460 --> 02:42:36.420]   template because if you don't use a correct chat template, your model will output incorrect, like,
[02:42:36.420 --> 02:42:41.460]   substandard responses. Um, so this is the chat template for like some of them. I had to,
[02:42:41.460 --> 02:42:46.740]   we had to write chat templates for all of the architectures. Um, and we have an automatic one.
[02:42:46.740 --> 02:42:53.220]   So these are Vakuna and blah, blah, blah, um, alpaca style, um, Gemma, the Gemma style. We also have that.
[02:42:54.340 --> 02:42:59.380]   We have many, many, even the Lama three chat template we have as well. Um, now for the automatic
[02:42:59.380 --> 02:43:04.020]   one. So what we do is we can actually make an automatic chat template, a model five for you
[02:43:04.020 --> 02:43:10.420]   automatically. Um, and this makes your fine tune much more accurately. Um, wait, I'll show you the,
[02:43:10.420 --> 02:43:15.540]   where is the code for that? Um, where is the code? Okay. You can see the code is quite large for the,
[02:43:15.540 --> 02:43:20.020]   just the chat templates, right? This is just for tokenization. So it's not even the, yes.
[02:43:20.020 --> 02:43:26.580]   This is Apache 2.0, right? Yes. It's Apache. Yes. It's open source. Yeah. Um, wait, where is it?
[02:43:26.580 --> 02:43:33.460]   Okay. So we have something called pass combined prompt, which does some O of N squared. I didn't
[02:43:33.460 --> 02:43:38.660]   actually optimize this. It does O of N squared. I should have done O of N, but anyways, it's O of N squared.
[02:43:38.660 --> 02:43:46.180]   Um, checking the prompt. Um, here's the prompt format. So we do, it looks quite ugly, the code for automatic
[02:43:46.180 --> 02:43:51.460]   model file creation, but we actually made it so you can actually automatically create a model file
[02:43:51.460 --> 02:43:59.380]   from your chat template. Um, you can see it's quite ugly. Um, but it works. Um, and, uh, yes. Oh,
[02:43:59.380 --> 02:44:04.260]   it's even more ugly. Yup. It's quite ugly code. Um, but unfortunately the model file is very hard to
[02:44:04.260 --> 02:44:11.220]   create automatically. And so we have the notebook, which allows you to do this. Um, so, so this notebook
[02:44:11.220 --> 02:44:17.860]   is in here for Alpaca. So this one's for the Alpaca dataset. And so this is our installation,
[02:44:17.860 --> 02:44:26.740]   Lama 3. Um, where is it? So we, so we'll be using Alpaca GPT-4, um, GPT-4 dataset. So you use the Alpaca
[02:44:26.740 --> 02:44:35.700]   dataset and you use GPT-4 to create the dataset. Um, and the trick is though, um, we also have a CSV file
[02:44:35.700 --> 02:44:40.180]   now, so you can actually upload a CSV file and use unsoft directly to fine tune the language model.
[02:44:40.180 --> 02:44:45.780]   Um, and, but the problem is a language model must have an instruction and output, right? Only two
[02:44:45.780 --> 02:44:51.300]   columns. CSV files and Excel files can have many columns. So what do you do? You have to merge the
[02:44:51.300 --> 02:44:57.460]   columns into one. Um, so remember each of those columns in your Excel file, convert them into text.
[02:44:57.460 --> 02:45:03.780]   And for example, the Titanic dataset, you merge them to say they have one siblings and spouses and so on,
[02:45:03.780 --> 02:45:09.220]   right? You merge the rope into one row. Um, and that's what you do. And with unsoft, you can do
[02:45:09.220 --> 02:45:16.980]   this now. It's, I still probably need to edit the, um, the like syntax calling, but this merging technique
[02:45:16.980 --> 02:45:22.100]   says, okay, your first column is called an instruction column. And the two double brackets means it's
[02:45:22.100 --> 02:45:29.140]   optional. Um, so if, if the input column exists, then it will say the instruction followed by your input
[02:45:29.140 --> 02:45:34.740]   is. Um, and you can like make this very crazy. You can do as many columns as you like. Um,
[02:45:34.740 --> 02:45:38.340]   I don't know if the syntax is useful, but like, I will probably be editing this. We're going to
[02:45:38.340 --> 02:45:42.740]   make a YouTube video about this to talk about this. Um, this is actually very important for fine tuning.
