
[00:00:00.000 --> 00:00:04.060]   This is Sax's big day. There he is. Oh, there's Tucker. Oh, look
[01:59:21.420 --> 01:59:26.740]   Now you have this like hidden technology that could theoretically ruin the world.
[01:59:26.740 --> 01:59:30.580]   Everybody will be leaking to everybody.
[01:59:30.580 --> 01:59:34.940]   That's the that's the only guarantee here, which is why I really think that you have
[01:59:34.940 --> 01:59:41.540]   to commend the leadership team for trying to become very militaristic about all of this.
[01:59:41.540 --> 01:59:46.380]   Everybody had the same tweets, they said the same things they use the same heart emojis.
[01:59:46.380 --> 01:59:50.020]   I mean, it was extremely well managed.
[01:59:50.020 --> 01:59:51.020]   It's mantras.
[01:59:51.020 --> 01:59:53.860]   It's amazing what a secondary will do to the troops.
[01:59:53.860 --> 01:59:59.140]   And there's a line meant of the mantra, the mantra was that open AI is nothing without
[01:59:59.140 --> 02:00:01.140]   its employees or something like that.
[02:00:01.140 --> 02:00:02.140]   Right?
[02:00:02.140 --> 02:00:03.140]   It's nothing without our team or something.
[02:00:03.140 --> 02:00:08.500]   And that was that was basically something that on the surface appeared to be a positive
[02:00:08.500 --> 02:00:11.260]   affirmation of camaraderie.
[02:00:11.260 --> 02:00:14.900]   But like I said, iron fist beneath a velvet glove.
[02:00:14.900 --> 02:00:15.900]   It's a threat.
[02:00:15.900 --> 02:00:16.900]   It's a threat.
[02:00:16.900 --> 02:00:17.900]   We can set up shop.
[02:00:17.900 --> 02:00:22.740]   It's also the formula in in an Excel spreadsheet that says they are nothing without the team.
[02:00:22.740 --> 02:00:25.060]   The enterprise value equals zero.
[02:00:25.060 --> 02:00:28.740]   Your company is a zero without us and we can go set up shop somewhere else.
[02:00:28.740 --> 02:00:30.780]   So it was perfect.
[02:00:30.780 --> 02:00:32.620]   Velvet glove, iron fist type stuff.
[02:00:32.620 --> 02:00:34.700]   Yeah, well done, Sam.
[02:00:34.700 --> 02:00:37.020]   Well, Sam will be on the pod in the coming weeks.
[02:00:37.020 --> 02:00:38.300]   I think I've been texting with them.
[02:00:38.300 --> 02:00:42.940]   So I think if Sam, I think what Elon said yesterday was also really interesting, which
[02:00:42.940 --> 02:00:50.920]   is he described Ilya as an extremely moral person who thinks about these things subtly.
[02:00:50.920 --> 02:00:56.260]   And so, again, and I've known Adam for a long time, I think Adam is tremendous.
[02:00:56.260 --> 02:00:57.700]   He is core Adam D'Angelo.
[02:00:57.700 --> 02:00:59.380]   Yeah, he was the CTO at Facebook.
[02:00:59.380 --> 02:01:02.460]   We worked together in the trenches in war for years.
[02:01:02.460 --> 02:01:05.380]   He is just the best of the best.
[02:01:05.380 --> 02:01:06.380]   Totally.
[02:01:06.380 --> 02:01:07.380]   He's very smart.
[02:01:07.380 --> 02:01:09.820]   You know, very, very knowledgeable.
[02:01:09.820 --> 02:01:12.780]   This is not an irrational, emotional person.
[02:01:12.780 --> 02:01:25.380]   My guess is that they had good reasons to want to act based on the Ilya's philosophy
[02:01:25.380 --> 02:01:26.720]   around AI safety.
[02:01:26.720 --> 02:01:31.300]   You may not agree with that philosophy, but their mistake was if you're going to do something
[02:01:31.300 --> 02:01:32.820]   like that, you have to be able to defend it.
[02:01:32.820 --> 02:01:34.300]   You have to be able to communicate it.
[02:01:34.300 --> 02:01:40.060]   And I mean, if your concern here was around AI safety, write a manifesto, you know, explain
[02:01:40.060 --> 02:01:44.340]   the values that you're invoking and supporting.
[02:01:44.340 --> 02:01:49.260]   I think that's the takeaway for all of us, for all of us on boards that at some point
[02:01:49.260 --> 02:01:54.140]   have to make these decisions because we're all faced with them and we've made them.
[02:01:54.140 --> 02:01:59.780]   The lesson that I learned is we're at a point where it is so important that you give employees
[02:01:59.780 --> 02:02:03.380]   the transparency to re underwrite why they should stay.
[02:02:03.380 --> 02:02:08.260]   So when you make a decision like this in any company going forward, my reaction will be
[02:02:08.260 --> 02:02:12.040]   open the kimono and lay out the case bear.
[02:02:12.040 --> 02:02:16.460]   So if you have to make a CEO transition, this is exactly why we did it.
[02:02:16.460 --> 02:02:19.020]   This was the precipitating events that caused it.
[02:02:19.020 --> 02:02:21.740]   Here's the evidence and here's what we're going to do about it.
[02:02:21.740 --> 02:02:26.180]   And I think that that's probably a good takeaway for all boards to learn, which is that level
[02:02:26.180 --> 02:02:30.660]   of transparency is going to be needed in the future so that folks don't fill in the blanks
[02:02:30.660 --> 02:02:32.780]   with their own conspiracy theories.
[02:02:32.780 --> 02:02:37.060]   Also there were apparently two companies or two organizations running in parallel here
[02:02:37.060 --> 02:02:41.380]   to build on your points to mop which is Ilya and the nonprofit.
[02:02:41.380 --> 02:02:45.220]   This might have been the right decision for that organization, but the right decision
[02:02:45.220 --> 02:02:50.620]   for the employees who are incented by the secondary that was about to be shipping the
[02:02:50.620 --> 02:02:55.380]   employees apparently billions of dollars, that for profit company, this would be the
[02:02:55.380 --> 02:02:56.620]   wrong decision.
[02:02:56.620 --> 02:03:02.060]   The for profit company should go fast and it should be releasing where Jason and Jason
[02:03:02.060 --> 02:03:08.100]   like the from what was reported, there's like this obligation and it's hard to understand
[02:03:08.100 --> 02:03:14.700]   what it means of the board to determine when AGI is reached and then as a result, essentially
[02:03:14.700 --> 02:03:17.780]   hit the kill switch on the commercial business.
[02:03:17.780 --> 02:03:24.300]   And if I were a board member dealing with that, I would want a gazillion trillion dollars
[02:03:24.300 --> 02:03:27.040]   of insurance to cover me.
[02:03:27.040 --> 02:03:33.060]   And the reason is that when that's litigated, not if, when that's litigated, it is that
[02:03:33.060 --> 02:03:42.380]   board that will be at the center of dealing with that financial responsibility and liability.
[02:03:42.380 --> 02:03:45.300]   This is the other master stroke I think of what Sam did.
[02:03:45.300 --> 02:03:50.460]   He's not even on the board so that liability is no longer his.
[02:03:50.460 --> 02:03:56.740]   So he's got complete control of the business and the actual none of the responsibility
[02:03:56.740 --> 02:04:00.140]   and the actual fiscal responsibility he doesn't have to bear.
[02:04:00.140 --> 02:04:02.660]   Can I speak to the kill switch for a second?
[02:04:02.660 --> 02:04:04.820]   So I think it's a really interesting point.
[02:04:04.820 --> 02:04:07.380]   So by the way, Jason, there is a for profit entity here.
[02:04:07.380 --> 02:04:09.860]   The for profit entity is this new LLC that was created.
[02:04:09.860 --> 02:04:14.700]   The nonprofit entity is above it at the governance layer and it kind of owns the LLC.
[02:04:14.700 --> 02:04:15.700]   Right.
[02:04:15.700 --> 02:04:21.620]   So again, investors and employees get compensated out of the LLC and then this nonprofit foundation
[02:04:21.620 --> 02:04:23.820]   was supposed to exercise a really complicated org chart.
[02:04:23.820 --> 02:04:24.820]   There you go.
[02:04:24.820 --> 02:04:28.140]   Whenever an org chart has more than like two arrows, it's crazy.
[02:04:28.140 --> 02:04:29.140]   You're fucked.
[02:04:29.140 --> 02:04:30.140]   Right.
[02:04:30.140 --> 02:04:31.140]   How many arrows?
[02:04:31.140 --> 02:04:33.380]   1, 2, 3, 4, 5, 6, 7, 8 arrows.
[02:04:33.380 --> 02:04:34.380]   That's right.
[02:04:34.380 --> 02:04:35.380]   It's too many.
[02:04:35.380 --> 02:04:41.900]   But my point is that this complexity was justified by this idea of the kill switch that if the
[02:04:41.900 --> 02:04:45.960]   AI gets out of control, the AGI gets out of control, we're going to have this board of
[02:04:45.960 --> 02:04:50.020]   super wise people who are not motivated by a profit incentive, right?
[02:04:50.020 --> 02:04:53.020]   Because that we can't trust the profit motive.
[02:04:53.020 --> 02:04:54.020]   Right.
[02:04:54.020 --> 02:05:00.820]   And so we're going to have this board of wise elders who are going to make this super intelligent
[02:05:00.820 --> 02:05:02.420]   decision.
[02:05:02.420 --> 02:05:05.740]   And if this whole episode shows anything, it shows this structure completely failed.
[02:05:05.740 --> 02:05:09.740]   I mean, the board ended up acting in a completely incompetent way.
[02:05:09.740 --> 02:05:14.860]   Either they had good cause to do what they did and didn't explain it, which was incompetent,
[02:05:14.860 --> 02:05:17.100]   or they had no cause at all, which was incompetent.
[02:05:17.100 --> 02:05:22.060]   Either way, you cannot say that this board acted with a high degree of competence, no
[02:05:22.060 --> 02:05:24.500]   matter how competent any of the individuals are.
[02:05:24.500 --> 02:05:28.140]   I'm just saying that as a board dynamic, it completely failed.
[02:05:28.140 --> 02:05:33.460]   So they did not invent some higher form of governance as they originally claimed was
[02:05:33.460 --> 02:05:34.460]   necessary.
[02:05:34.460 --> 02:05:35.460]   It's a Franken structure.
[02:05:35.460 --> 02:05:36.460]   It's a Franken structure.
[02:05:36.460 --> 02:05:37.460]   So it didn't work.
[02:05:37.460 --> 02:05:43.300]   And it's all, I mean, it's, I think, important lesson in human motivations, which is just
[02:05:43.300 --> 02:05:48.460]   because you take out the profit motive does not mean that human beings all of a sudden
[02:05:48.460 --> 02:05:49.460]   become noble.
[02:05:49.460 --> 02:05:54.780]   They just pursue other agendas, basically political agendas or whatever.
[02:05:54.780 --> 02:06:02.340]   And so this idea that we're going to solve the AGI problem or alignment issue by creating
[02:06:02.340 --> 02:06:06.940]   nonprofit structures, I think that this episode proves that's not going to work.
[02:06:06.940 --> 02:06:08.500]   It's going to look elsewhere.
[02:06:08.500 --> 02:06:13.100]   And you and I talked about this on Twitter spaces and x spaces, which was, you know,
[02:06:13.100 --> 02:06:18.220]   people give VCs and, you know, investors a hard time about, you know, I don't know their
[02:06:18.220 --> 02:06:20.380]   existence and how they operate in the world.
[02:06:20.380 --> 02:06:21.380]   Okay, fair enough.
[02:06:21.380 --> 02:06:27.060]   I'm sure there's valid criticisms, but the share price and employees participating and
[02:06:27.060 --> 02:06:33.100]   the share price going up and secondaries occurring on a regular basis is the most perfect structure
[02:06:33.100 --> 02:06:37.180]   that has been created by humans to date for running an organization, I think we would
[02:06:37.180 --> 02:06:38.880]   all agree, and it's super imperfect.
[02:06:38.880 --> 02:06:40.580]   And there's weird things that happen.
[02:06:40.580 --> 02:06:43.980]   But if you want everybody to grow in the right direction, giving them some shares, and then
[02:06:43.980 --> 02:06:47.860]   everybody watching the share price go up into the right is pretty phenomenal.
[02:06:47.860 --> 02:06:50.080]   This board did not have one VC on it.
[02:06:50.080 --> 02:06:51.080]   It was not
[02:06:51.080 --> 02:06:55.460]   and all the VCs in the company were they were the biggest, you know, they were the most
[02:06:55.460 --> 02:06:59.940]   aggressive tweeters saying, you know, WTF, like, what are you doing?
[02:06:59.940 --> 02:07:02.460]   Because they could see their investment going up in smoke.
[02:07:02.460 --> 02:07:06.740]   Yes, they had a lot of money with the share price, but no control.
[02:07:06.740 --> 02:07:10.100]   So as much as you don't like the profit motive, it does create alignment.
[02:07:10.100 --> 02:07:12.200]   And that makes people predictable.
