
[00:00:00.000 --> 00:00:02.000]   Struggling with your electric bill?
[02:13:46.000 --> 02:13:56.000]   So he's getting off doing the hoodlum strut with cars swerving right and left, and he's giving the wink to the startled girls who do a double take when they see him and all that money he's wearing.
[02:13:56.000 --> 02:14:02.000]   Suddenly, in a car heading toward him, a driver, distracted by a cell phone, slams on the brakes.
[02:14:02.000 --> 02:14:09.000]   The car swerves, then fishtails, and his rear quarter panel brushes our subject before the car slams into a streetlight.
[02:14:09.000 --> 02:14:16.000]   The car's front end crumples, oil pours onto the asphalt, and a geyser of green fluid boils out of the radiator.
[02:14:16.000 --> 02:14:22.000]   The airbag deploys, and the car alarm starts an ear-splitting wail as the vehicle skids to a stop.
[02:14:22.000 --> 02:14:30.000]   Our "hero" is momentarily frozen by the crash and doesn't see a police car race around the corner with lights spinning and siren whooping.
[02:14:30.000 --> 02:14:34.000]   Cops jump out. One heads for the car as he calls in the accident on the shoulder microphone.
[02:14:34.000 --> 02:14:39.000]   The second officer spots our subject and yells out, "Hey, you! Come here!"
[02:14:39.000 --> 02:14:44.000]   Our guy panics. He just can't get arrested. What would his mother say?
[02:14:44.000 --> 02:14:53.000]   So he bolts down the street. He hears a police officer running behind him and shouting "Foot pursuit!" into his radio just as other cruisers pull up and more cops jump out and run after him.
[02:14:53.000 --> 02:14:55.000]   How can the cops get organized so fast?
[02:14:55.000 --> 02:15:02.000]   They're coming out of nowhere, cruiser after cruiser, lights flashing, sirens wailing, and beefy guys in blue thundering down the pavement.
[02:15:02.000 --> 02:15:11.000]   He's pulling ahead. Those NBA sneakers have heels like springs, and the cops are wearing crazy leather clodhoppers and dragging around a lot of iron on their belts.
[02:15:11.000 --> 02:15:18.000]   Still, he regrets the clothes. All those colors. He's a day-glow rabbit with a pack of mastiffs in hot pursuit.
[02:15:18.000 --> 02:15:23.000]   All at once, a cop, who had jumped from his cruiser several blocks ahead, is coming toward him.
[02:15:23.000 --> 02:15:31.000]   Our hero swerves, trips, and takes a header into the dirt, which grinds into his fancy threads.
[02:15:31.000 --> 02:15:40.000]   Now, all $600 of clothes, all those thousands of ice cream cones worth of work, look like they came off a ditch digger.
[02:15:40.000 --> 02:15:44.000]   They're torn, filthy, and ruined.
[02:15:44.000 --> 02:15:50.000]   He gets jerked to his feet and surrounded by cops. One of them is shouting at him something about an ID.
[02:15:50.000 --> 02:15:54.000]   All he can think about, however, is the ruined clothes, all that work.
[02:15:54.000 --> 02:16:00.000]   He's weeping with shame and anger. One of the cops puts his hand on his chest with his fingers outspread.
[02:16:00.000 --> 02:16:04.000]   The cop doesn't ask permission, just pokes his hand out and touches him.
[02:16:04.000 --> 02:16:09.000]   This is too much. Our hero grabs the cop's hand and struggles to get away.
[02:16:09.000 --> 02:16:15.000]   Within seconds, he's back on the ground, handcuffed, then frog-marched into the police cruiser.
[02:16:15.000 --> 02:16:23.000]   He's taken downtown and charged with resisting arrest and felony assault on a law enforcement officer.
[02:16:23.000 --> 02:16:27.000]   Later, he is taken to the juvenile detention center, where he is strip-searched.
[02:16:27.000 --> 02:16:33.000]   When the corrections officer puts on a glove and touches his scrotum, he starts screaming and struggling.
[02:16:33.000 --> 02:16:42.000]   Without saying a word, corrections officers strap him down in a plastic chair and lock him into a soundproofed cell, where he cries for hours.
[02:16:42.000 --> 02:16:47.000]   It takes two days for his mother to get money from her church friends and hire an attorney.
[02:16:47.000 --> 02:16:53.000]   At a preliminary hearing, after the attorney reviews the facts with the prosecutor and the judge
[02:16:53.000 --> 02:17:01.000]   and presents the boy's stellar academic record and character references from teachers and ministers, the charges are dropped.
[02:17:01.000 --> 02:17:07.000]   Total cost is about $5,000 and a juvenile arrest record.
[02:17:07.000 --> 02:17:09.000]   The morals of this story.
[02:17:09.000 --> 02:17:13.000]   Here's a kid who has everything going for him, brains, education, and a strict loving home.
[02:17:13.000 --> 02:17:19.000]   He's the kind of minority youth that the best colleges would throw money at to get him to matriculate at their institution.
[02:17:19.000 --> 02:17:23.000]   In many states, lottery funds would pay his tuition at state universities.
[02:17:23.000 --> 02:17:29.000]   Two, like too many bright minority children, he is ostracized socially for doing well in school.
[02:17:29.000 --> 02:17:34.000]   The road to freedom is paved with education, but that doesn't mean it's not a hard road.
[02:17:34.000 --> 02:17:37.000]   Three, did he commit a crime?
[02:17:37.000 --> 02:17:42.000]   In most states, walking in the street is stupid, but not illegal.
[02:17:42.000 --> 02:17:46.000]   Whether he or the driver is responsible for the car wreck is debatable.
[02:17:46.000 --> 02:17:52.000]   Four, the most serious crime the kid committed is panicking in the presence of cops.
[02:17:52.000 --> 02:17:56.000]   The number of people who get arrested and jailed for this is astonishing.
[02:17:56.000 --> 02:18:02.000]   If our hero had simply stood still in front of the cops, he probably would not have been arrested.
[02:18:02.000 --> 02:18:08.000]   Five, basically this kid is a goofy teenager trying to attract girls, which is hardly a crime.
[02:18:08.000 --> 02:18:16.000]   The education this child needs most is arrest-proofing, which is not taught in Sunday school or Monday to Friday school.
[02:18:16.000 --> 02:18:19.000]   Six, few people understand police operations.
[02:18:19.000 --> 02:18:25.000]   Touching a suspect to check his fight or flight status is standard police procedure.
[02:18:25.000 --> 02:18:28.000]   Those clunky cop shoes are generally steel-tipped for fighting,
[02:18:28.000 --> 02:18:34.000]   and although cops are slowed down by their equipment, they generally stay in shape and can run longer, if not faster, than adolescents.
[02:18:34.000 --> 02:18:41.000]   Cops practice foot pursuits, so unlike suspects, they do not panic and can think on their feet.
[02:18:41.000 --> 02:18:44.000]   Cops hunt in packs and are difficult to elude.
[02:18:44.000 --> 02:18:48.000]   Chasing and arresting people is what they do. They enjoy it.
[02:18:48.000 --> 02:18:55.000]   Seven, it's unfortunate that wearing certain clothes and acting in certain ways predisposes police to consider you a criminal.
[02:18:55.000 --> 02:19:02.000]   But if you dress like a crook, strut like a crook, and run like a crook, what else are cops supposed to think?
[02:19:02.000 --> 02:19:07.000]   Cops spend every day trawling the net through the seething metropolis.
[02:19:07.000 --> 02:19:12.000]   All day and all night, they round up clueless gorks with drugs and guns in their pockets,
[02:19:12.000 --> 02:19:16.000]   stolen merchandise in their cars, and loud clothes on their bodies.
[02:19:16.000 --> 02:19:23.000]   Usually, the suspects are in some state of drug and alcoholic inebriation and are foul-mouthed or incoherent.
[02:19:23.000 --> 02:19:31.000]   Cops generally don't make fine distinctions in the heat of making arrests and may not recognize a straight-A student pretending to be a thug.
[02:19:31.000 --> 02:19:38.000]   They simply deposit their prisoners, tally the points scored, and let prosecutors and judges sort things out later.
[02:19:38.000 --> 02:19:44.000]   Eight, the system isn't fair. It's just there.
[02:19:44.000 --> 02:19:54.000]   My point in doing today's show is to hopefully protect you and your finances from a possible interaction with the police.
[02:19:54.000 --> 02:20:08.000]   When in today's world I recognize the danger that I was in for that altercation that I described where I consented to a police search of my vehicle and they went away and everything was working out fine.
[02:20:08.000 --> 02:20:23.000]   When I realized the danger that I was in, if a friend of mine who had been driving in the car had left drugs in my car or if there had been something out of the ordinary, I shudder to think of how stupid I would have been.
[02:20:23.000 --> 02:20:33.000]   I can't – with a criminal record, if I had been arrested, that would have brought major problems into my business and my young marriage and all kinds of issues.
[02:20:33.000 --> 02:20:36.000]   So since then, I've gone and educated myself.
[02:20:36.000 --> 02:20:44.000]   And now that I'm educated, I don't anticipate having any more interactions with the police than I ever had in the past.
[02:20:44.000 --> 02:20:51.000]   I follow all the laws. I don't commit any crimes knowingly. I'm sure I commit three felonies a day just like everyone else does.
[02:20:51.000 --> 02:20:57.000]   But I don't knowingly break the law. I drive the speed limit. I'm a very ordinary person.
[02:20:57.000 --> 02:21:01.000]   So I'm seeking to avoid any interaction with the police whatsoever.
[02:21:01.000 --> 02:21:09.000]   But there are lots of people who don't do that and there are lots of people who don't know.
[02:21:09.000 --> 02:21:13.000]   So my hope is that you'll take the information that I've shared with you.
[02:21:13.000 --> 02:21:16.000]   You'll start by getting this book because this is a great book.
[02:21:16.000 --> 02:21:21.000]   The book is called Arrest Proof Yourself, second edition.
[02:21:21.000 --> 02:21:31.000]   The next copy reveals how easy it is for anyone to get arrested, how to just say no to car searches, how to legally defend yourself with firearms and how to keep lawmen out of your phone and computer.
[02:21:31.000 --> 02:21:35.000]   I could do whole shows on phone security, computer security.
