
[00:00:00.040 --> 00:00:10.620]   question
[02:26:56.080 --> 02:26:57.080]   But the bottom line is this: thy will be done on earth as it is in heaven.
[02:26:57.080 --> 02:26:59.080]   But the bottom line is this: thy will be done on earth as it is in heaven. Which means it isn't done that way yet.
[02:26:59.080 --> 02:26:59.080]   thy will be done on earth as it is in heaven. Which means it isn't done that way yet.
[02:26:59.080 --> 02:27:01.080]   Which means it isn't done that way yet. And so you pray that it will be done that way at some point.
[02:27:01.080 --> 02:27:06.080]   Which means it isn't done that way yet. And so you pray that it will be done that way at some point.
[02:27:06.080 --> 02:27:07.080]   Which means it isn't done that way yet. And so you pray that it will be done that way at some point.
[02:27:07.080 --> 02:27:08.080]   And the amillennialist does not believe that can be fulfilled in history.
[02:27:08.080 --> 02:27:09.080]   And the amillennialist does not believe that can be fulfilled in history.
[02:27:09.120 --> 02:27:31.120]   And the premillennialist believes it can only be fulfilled in history when Jesus returns with the angels to set up an international top-down bureaucracy, probably with headquarters at Jerusalem, or if not Jerusalem, then Colorado Springs.
[02:27:31.120 --> 02:27:33.120]   And the amillennialist believes it can only be fulfilled in history when Jesus returns with the angels to set up an international top-down bureaucracy, probably with headquarters at Jerusalem, or if not Jerusalem, then Colorado Springs.
[02:27:33.120 --> 02:27:35.120]   And the amillennialist believes it can only be fulfilled in history when Jesus returns with the angels to set up an international top-down bureaucracy, probably with headquarters at Jerusalem, then Colorado Springs.
[02:27:35.120 --> 02:27:37.120]   And the amillennialist believes it can only be fulfilled in history when Jesus returns with the angels to set up an international top-down bureaucracy, probably with headquarters at Jerusalem, then Colorado Springs.
[02:27:37.140 --> 02:27:47.160]   So bringing it back then to the very example of Jesus, do you affirm or do you...
[02:27:47.160 --> 02:27:52.160]   Paul, when preaching about Jesus in Paul's letters, I can't cite the exact one off the top of my head, but Paul talks about how Jesus' death looked like a defeat and yet for God it was a victory.
[02:27:52.160 --> 02:27:53.160]   So bringing it back then to the very example of Jesus, do you affirm or do you...
[02:27:53.160 --> 02:27:54.160]   Paul, when preaching about Jesus in Paul's letters, I can't cite the exact one off the top of my head, but Paul talks about how Jesus' death looked like a defeat and yet for God it was a victory.
[02:27:54.160 --> 02:27:55.160]   Paul, when preaching about Jesus in Paul's letters, I can't cite the exact one off the top of my head, but Paul talks about how Jesus' death looked like a defeat and yet for God it was a victory.
[02:27:55.220 --> 02:28:17.200]  , Paul, when preaching about Jesus in Paul's letters, I can't cite the exact one off the top of my head, but Paul talks about how Jesus' death looked like a defeat and yet for God it was a victory.
[02:28:17.200 --> 02:28:18.200]   So what looked like defeat in Jesus' death on the cross was actually victory.
[02:28:18.200 --> 02:28:19.200]   So what looked like defeat in Jesus' death on the cross was actually victory.
[02:28:19.200 --> 02:28:20.200]   Did Jesus have victory or did he have defeat in history and how did that look?
[02:28:20.200 --> 02:28:21.200]   Did Jesus have victory or did he have defeat in history and how did that look?
[02:28:21.200 --> 02:28:23.200]   Did Jesus have victory or did he have defeat in history and how did that look?
[02:28:23.200 --> 02:28:24.200]   Did Jesus have victory or did he have defeat in history and how did that look?
[02:28:24.200 --> 02:28:25.200]   Did Jesus have victory or did he have defeat in history and how did that look?
[02:28:25.220 --> 02:28:29.240]   The question, so let me just clarify and allow you to respond.
[02:28:29.240 --> 02:28:37.240]   Sometimes I think what looks like success may not be a success.
[02:28:37.240 --> 02:28:43.240]   And here we could go through much of Christian history over the last 2,000 years and I think there are times, let me just use the example from our earlier conversation.
[02:28:43.240 --> 02:28:46.240]   And here we could go through much of Christian history over the last 2,000 years and I think there are times, let me just use the example from our earlier conversation.
[02:28:46.240 --> 02:28:47.240]   What looks like success in Mexico with a broad Catholic population, a significant, perhaps majority percentage of the people who would affirm the fact that Jesus was a victory, and that was not true.
[02:28:47.240 --> 02:28:48.240]   What looks like success in Mexico with a broad Catholic population, a significant, perhaps majority percentage of the people who would affirm the fact that Jesus was a victory.
[02:28:48.240 --> 02:28:49.240]   What looks like success in Mexico with a broad Catholic population, a significant, perhaps majority percentage of the people who would affirm the fact that Jesus was a victory.
[02:28:49.300 --> 02:29:15.280]  , in reality, based upon our earlier conversation, looks less successful than perhaps the less affirming society of Canada.
[02:29:15.280 --> 02:29:16.280]   , in reality, based upon our earlier conversation, looks less successful than perhaps the less affirming society of Canada.
[02:29:16.280 --> 02:29:17.280]   , in reality, based upon our earlier conversation, looks less successful than perhaps the less affirming society of Canada.
[02:29:17.280 --> 02:29:18.280]   So what looks like success sometimes may not actually be success.
[02:29:18.280 --> 02:29:19.280]   So what looks like success sometimes may not actually be success as in the example of Jesus.
[02:29:19.300 --> 02:29:21.320]   Wait a minute!
[02:29:21.320 --> 02:29:22.320]   Go ahead.
[02:29:22.320 --> 02:29:23.320]   You're talking about the crucifixion.
[02:29:23.320 --> 02:29:24.320]   Correct.
[02:29:24.320 --> 02:29:25.320]   What about the resurrection?
[02:29:25.320 --> 02:29:26.320]   It was a success and it was clear and visible to all who saw Jesus.
[02:29:26.320 --> 02:29:27.320]   It was a success and it was clear and visible to all who saw Jesus.
[02:29:27.320 --> 02:29:28.320]   And what about the ascension?
[02:29:28.320 --> 02:29:29.320]   A success.
[02:29:29.320 --> 02:29:30.320]   Clear and visible.
[02:29:30.320 --> 02:29:31.320]   Right.
[02:29:31.320 --> 02:29:32.320]   That's the pattern.
[02:29:32.320 --> 02:29:33.320]   That's the pattern.
[02:29:33.320 --> 02:29:34.320]   So thy will be done on earth or in earth, if you will.
[02:29:34.320 --> 02:29:35.320]   So thy will be done on earth or in earth, if you will.
[02:29:35.320 --> 02:29:36.320]   So thy will be done on earth or in earth, if you will.
[02:29:36.320 --> 02:29:37.320]   So thy will be done on earth or in earth, if you will.
[02:29:37.320 --> 02:29:38.320]   So thy will be done on earth or in earth, if you will.
[02:29:38.320 --> 02:29:39.320]   So thy will be done on earth or in earth, if you will.
[02:29:39.360 --> 02:29:50.260]  ,
[02:29:50.260 --> 02:30:07.020]   lleg en, Dru She Ver B I will do, and,,,, someone es vend Qu loaded
[02:30:08.680 --> 02:30:19.680]   looked
[02:30:36.220 --> 02:31:03.760]   Tell me the advice you're going to give to that wife.
[02:31:03.760 --> 02:31:03.760]   Tell me the advice you're going to give to that wife.
[02:31:03.760 --> 02:31:03.820]   Tell me the advice you're going to give to that wife.
[02:31:03.820 --> 02:31:03.880]   Tell me the advice you're going to give to that wife.
[02:31:03.880 --> 02:31:03.940]   Tell me the advice you're going to give to that wife.
[02:31:03.940 --> 02:31:04.000]   Tell me the advice you're going to give to that wife.
[02:31:04.000 --> 02:31:04.040]   Tell me the advice you're going to give to that wife.
[02:31:04.040 --> 02:31:04.100]   Tell me the advice you're going to give to that wife.
[02:31:04.100 --> 02:31:04.160]   Tell me the advice you're going to give to that wife.
[02:31:04.160 --> 02:31:04.260]   Tell me the advice you're going to give to that wife.
[02:31:04.260 --> 02:31:04.320]   Tell me the advice you're going to give to that wife.
[02:31:04.320 --> 02:31:04.380]   Tell me the advice you're going to give to that wife.
[02:31:04.380 --> 02:31:04.440]   Tell me the advice you're going to give to that wife.
[02:31:04.440 --> 02:31:04.500]   Tell me the advice you're going to give to that wife.
[02:31:04.500 --> 02:31:32.860]   Tell me the advice you're going to give to that wife.
[02:31:32.860 --> 02:31:32.920]   Tell me the advice you're going to give to that wife.
[02:31:32.920 --> 02:31:32.960]   Tell me the advice you're going to give to that wife.
[02:31:32.960 --> 02:31:32.980]   Tell me the advice you're going to give to that wife.
[02:31:32.980 --> 02:31:33.020]   Tell me the advice you're going to give to that wife.
[02:31:33.020 --> 02:31:33.040]   Tell me the advice you're going to give to that wife.
[02:31:33.040 --> 02:31:33.060]   Tell me the advice you're going to give to that wife.
[02:31:33.060 --> 02:31:33.120]   Tell me the advice you're going to give to that wife.
[02:31:33.120 --> 02:31:33.180]   Tell me the advice you're going to give to that wife.
[02:31:33.180 --> 02:31:33.220]   Tell me the advice you're going to give to that wife.
[02:31:33.220 --> 02:31:33.240]   Tell me the advice you're going to give to that wife.
[02:31:33.240 --> 02:31:33.260]   Tell me the advice you're going to give to that wife.
[02:31:33.260 --> 02:31:34.300]   Tell me the advice you're going to give to that wife.
[02:31:34.300 --> 02:31:34.440]   to the advice you're going to that wife. Tell me the advice you're going to get divorced.
[02:31:34.480 --> 02:31:44.440]   no
[02:31:44.440 --> 02:31:46.280]   as for and
[02:34:15.160 --> 02:34:23.060]   the guy gets drunk every Saturday night comes home and beats the wife
[02:34:23.060 --> 02:34:29.460]   puts her life in danger then he beats the kids puts their lives in danger
[02:34:29.460 --> 02:34:35.140]   what's your advice to that wife the wife and children should be separated from the husband
[02:34:35.140 --> 02:34:44.020]   and she cannot remarry and get a righteous father for those children
[02:34:44.020 --> 02:34:44.060]   the husband is not a good husband for the wife and children should be separated from the husband and she cannot remarry and get a righteous father for those children
[02:34:44.060 --> 02:34:44.060]   the husband is not a good husband for the wife and children should be separated from the husband and she cannot remarry and get a righteous father for those children
[02:34:44.060 --> 02:34:44.060]   the husband is not a good husband for the wife and children should be separated from the husband and she cannot remarry and get a righteous father for those children
[02:34:44.060 --> 02:34:44.060]   the husband is not a good husband for the wife and children should be separated from the husband and she cannot remarry and get a righteous father for those children
[02:35:13.080 --> 02:35:13.080]  , I'm going to ask you a question. Let me go back to the next question, which I'll give you the chance to clarify. Let's talk about the question of taxation. Now, wait a minute. Let me connect it, please. It's like I'm watching a dancing master. I wonder now if I should have made the promise to you that I would release our podcast unedited. Let me just go back to the other podcast. I'll just go back to the podcast. I'm going to the podcast. Let me go back to the podcast. I'm going to the podcast. I'm going to the podcast. I'm going to the podcast. I'm going to the promise of the promise of the promise of the way that's a bit of the way that's a bit of the bent, a bit of a bit of average A, a因
