
[00:00:00.000 --> 00:00:29.980]   Thank you.
[00:51:04.460 --> 00:51:05.200]   are
[00:51:05.200 --> 00:51:05.680]   more
[00:51:05.680 --> 00:51:06.040]   where
[00:51:06.040 --> 00:51:06.340]   that
[00:51:06.340 --> 00:51:06.840]   structure
[00:51:06.840 --> 00:51:07.480]   goes
[00:51:07.480 --> 00:51:08.120]   and
[00:51:08.120 --> 00:51:08.500]   the
[00:51:08.500 --> 00:51:08.920]   thing
[00:51:08.920 --> 00:51:09.120]   that
[00:51:09.120 --> 00:51:09.460]   you're
[00:51:09.460 --> 00:51:09.760]   doing
[00:51:09.760 --> 00:51:09.980]   is
[00:51:09.980 --> 00:51:10.260]   kind
[00:51:10.260 --> 00:51:10.400]   of
[00:51:10.400 --> 00:51:10.620]   like
[00:51:10.620 --> 00:51:10.980]   trying
[00:51:10.980 --> 00:51:11.220]   to
[00:51:11.220 --> 00:51:11.460]   shoot
[00:51:11.460 --> 00:51:11.660]   for
[00:51:11.660 --> 00:51:11.900]   like
[00:51:11.900 --> 00:51:12.100]   the
[00:51:12.100 --> 00:51:12.540]   minimal
[00:51:12.540 --> 00:51:13.060]   sort
[00:51:13.060 --> 00:51:13.220]   of
[00:51:13.220 --> 00:51:13.800]   approach
[00:51:13.800 --> 00:51:14.200]   that's
[00:51:14.200 --> 00:51:14.360]   going
[00:51:14.360 --> 00:51:14.500]   to
[00:51:14.500 --> 00:51:14.880]   work
[00:51:14.880 --> 00:51:15.220]   like
[00:51:15.220 --> 00:51:15.560]   what
[00:51:15.560 --> 00:51:17.340]   how
[00:51:17.340 --> 00:51:17.500]   can
[00:51:17.500 --> 00:51:17.620]   I
[00:51:17.620 --> 00:51:17.840]   best
[00:51:17.840 --> 00:51:18.380]   leverage
[00:51:18.380 --> 00:51:18.640]   the
[00:51:18.640 --> 00:51:19.080]   model
[00:51:19.080 --> 00:51:19.660]   and
[00:51:19.660 --> 00:51:19.880]   like
[00:51:19.880 --> 00:51:20.220]   what
[00:51:20.220 --> 00:51:20.460]   the
[00:51:20.460 --> 00:51:20.720]   model
[00:51:20.720 --> 00:51:21.220]   is
[00:51:21.220 --> 00:51:21.560]   to
[00:51:21.560 --> 00:51:21.980]   make
[00:51:21.980 --> 00:51:22.160]   it
[00:51:22.160 --> 00:51:22.620]   just
[00:51:22.620 --> 00:51:22.940]   do
[00:51:22.940 --> 00:51:23.320]   stuff
[00:51:23.320 --> 00:51:23.760]   as
[00:51:23.760 --> 00:51:24.100]   opposed
[00:51:24.100 --> 00:51:24.360]   to
[00:51:24.360 --> 00:51:24.700]   like
[00:51:24.700 --> 00:51:25.540]   I
[00:51:25.540 --> 00:51:25.780]   need
[00:51:25.780 --> 00:51:25.880]   it
[00:51:25.880 --> 00:51:26.000]   to
[00:51:26.000 --> 00:51:26.160]   do
[00:51:26.160 --> 00:51:26.460]   these
[00:51:26.460 --> 00:51:26.740]   things
[00:51:26.740 --> 00:51:26.920]   so
[00:51:26.920 --> 00:51:27.080]   how
[00:51:27.080 --> 00:51:27.180]   do
[00:51:27.180 --> 00:51:27.280]   I
[00:51:27.280 --> 00:51:27.420]   get
[00:51:27.420 --> 00:51:27.540]   it
[00:51:27.540 --> 00:51:27.640]   to
[00:51:27.640 --> 00:51:27.820]   do
[00:51:27.820 --> 00:51:28.160]   that
[00:51:28.160 --> 00:51:29.320]   sort
[00:51:29.320 --> 00:51:29.500]   of
[00:51:29.500 --> 00:51:29.700]   or
[00:51:29.700 --> 00:51:30.060]   what
[00:51:30.060 --> 00:51:31.040]   artifacts
[00:51:31.040 --> 00:51:31.220]   do
[00:51:31.220 --> 00:51:31.320]   I
[00:51:31.320 --> 00:51:31.560]   need
[00:51:31.560 --> 00:51:31.820]   to
[00:51:31.820 --> 00:51:32.180]   make
[00:51:32.180 --> 00:51:32.360]   and
[00:51:32.360 --> 00:51:32.500]   then
[00:51:32.500 --> 00:51:32.680]   put
[00:51:32.680 --> 00:51:32.780]   in
[00:51:32.780 --> 00:51:32.900]   the
[00:51:32.900 --> 00:51:33.280]   context
[00:51:33.280 --> 00:51:33.520]   window
[00:51:33.520 --> 00:51:33.720]   to
[00:51:33.720 --> 00:51:33.940]   make
[00:51:33.940 --> 00:51:34.080]   it
[00:51:34.080 --> 00:51:34.220]   do
[00:51:34.220 --> 00:51:34.440]   that
[00:51:34.440 --> 00:51:34.720]   kind
[00:51:34.720 --> 00:51:34.980]   of
[00:51:34.980 --> 00:51:36.120]   approach
[00:51:36.120 --> 00:51:37.360]   I
[00:51:37.360 --> 00:51:37.820]   do
[00:51:37.820 --> 00:51:37.980]   have
[00:51:37.980 --> 00:51:38.080]   a
[00:51:38.080 --> 00:51:38.280]   question
[00:51:38.280 --> 00:51:38.440]   for
[00:51:38.440 --> 00:51:38.660]   everyone
[00:51:38.660 --> 00:51:38.860]   here
[00:51:38.860 --> 00:51:39.020]   just
[00:51:39.020 --> 00:51:39.180]   because
[00:51:39.180 --> 00:51:39.300]   I
[00:51:39.300 --> 00:51:39.480]   don't
[00:51:39.480 --> 00:51:39.620]   have
[00:51:39.620 --> 00:51:39.740]   a
[00:51:39.740 --> 00:51:39.860]   lot
[00:51:39.860 --> 00:51:39.940]   of
[00:51:39.940 --> 00:51:40.300]   experience
[00:51:40.300 --> 00:51:40.600]   with
[00:51:40.600 --> 00:51:41.060]   databases
[00:51:41.060 --> 00:51:41.420]   and
[00:51:41.420 --> 00:51:41.780]   I'm
[00:51:41.780 --> 00:51:42.000]   checking
[00:51:42.000 --> 00:51:42.200]   out
[00:51:42.200 --> 00:51:42.360]   the
[00:51:42.360 --> 00:51:42.680]   adult
[00:51:42.680 --> 00:51:43.060]   as we
[00:51:43.060 --> 00:51:43.640]   speak
[00:51:43.640 --> 00:51:44.080]   but
[00:51:44.080 --> 00:51:44.320]   does
[00:51:44.320 --> 00:51:44.540]   anyone
[00:51:44.540 --> 00:51:44.900]   else
[00:51:44.900 --> 00:51:45.820]   Marcus
[00:51:45.820 --> 00:51:46.080]   if you
[00:51:46.080 --> 00:51:46.200]   want
[00:51:46.200 --> 00:51:46.260]   to
[00:51:46.260 --> 00:51:46.680]   expand
[00:51:46.680 --> 00:51:46.960]   does
[00:51:46.960 --> 00:51:47.160]   anyone
[00:51:47.160 --> 00:51:47.440]   else
[00:51:47.440 --> 00:51:50.380]   have
[00:51:50.380 --> 00:51:50.540]   any
[00:51:50.540 --> 00:51:50.820]   tips
[00:51:50.820 --> 00:51:51.000]   for
[00:51:51.000 --> 00:51:51.360]   dealing
[00:51:51.360 --> 00:51:51.520]   with
[00:51:51.520 --> 00:51:51.940]   databases
[00:51:51.940 --> 00:51:52.220]   when
[00:51:52.220 --> 00:51:52.320]   it
[00:51:52.320 --> 00:51:52.500]   comes
[00:51:52.500 --> 00:51:52.860]   to
[00:51:52.860 --> 00:51:53.380]   agent
[00:51:53.380 --> 00:51:53.920]   orchestration
[00:51:53.920 --> 00:51:54.220]   like
[00:51:54.220 --> 00:51:54.600]   in
[00:51:54.600 --> 00:51:54.800]   this
[00:51:54.800 --> 00:51:55.440]   sense
[00:51:55.440 --> 00:51:57.320]   I
[00:51:57.320 --> 00:51:57.820]   would
[00:51:57.820 --> 00:51:58.300]   personally
[00:51:58.300 --> 00:51:58.560]   say
[00:51:58.560 --> 00:52:00.860]   sorry
[00:52:00.860 --> 00:52:05.600]   I
[00:52:05.600 --> 00:52:05.780]   think
[00:52:05.780 --> 00:52:05.880]   it
[00:52:05.880 --> 00:52:06.020]   was
[00:52:06.020 --> 00:52:06.300]   Kyle
[00:52:06.300 --> 00:52:06.700]   Marcus
[00:52:06.700 --> 00:52:06.920]   speaking
[00:52:06.920 --> 00:52:07.060]   if
[00:52:07.060 --> 00:52:07.160]   I'm
[00:52:07.160 --> 00:52:07.280]   not
[00:52:07.280 --> 00:52:07.560]   mistaken
[00:52:07.560 --> 00:52:09.000]   Kyle
[00:52:09.000 --> 00:52:09.200]   if
[00:52:09.200 --> 00:52:09.260]   you
[00:52:09.260 --> 00:52:09.360]   want
[00:52:09.360 --> 00:52:09.420]   to
[00:52:09.420 --> 00:52:09.680]   go
[00:52:09.680 --> 00:52:10.620]   okay
[00:52:10.620 --> 00:52:11.220]   what I
[00:52:11.220 --> 00:52:11.320]   was
[00:52:11.320 --> 00:52:11.420]   going
[00:52:11.420 --> 00:52:11.440]   to
[00:52:11.440 --> 00:52:11.580]   say
[00:52:11.580 --> 00:52:11.660]   is
[00:52:11.660 --> 00:52:11.760]   just
[00:52:11.760 --> 00:52:11.920]   make
[00:52:11.920 --> 00:52:12.060]   sure
[00:52:12.060 --> 00:52:12.200]   you
[00:52:12.200 --> 00:52:12.400]   use
[00:52:12.400 --> 00:52:12.620]   something
[00:52:12.620 --> 00:52:12.860]   that's
[00:52:12.860 --> 00:52:13.340]   represented
[00:52:13.340 --> 00:52:13.540]   in
[00:52:13.540 --> 00:52:13.640]   the
[00:52:13.640 --> 00:52:13.920]   training
[00:52:13.920 --> 00:52:14.300]   data
[00:52:14.300 --> 00:52:15.040]   because
[00:52:15.040 --> 00:52:15.280]   if
[00:52:15.280 --> 00:52:15.760]   you
[00:52:15.760 --> 00:52:15.900]   can
[00:52:15.900 --> 00:52:16.100]   try
[00:52:16.100 --> 00:52:16.260]   to
[00:52:16.260 --> 00:52:16.420]   get
[00:52:16.420 --> 00:52:16.820]   the
[00:52:16.820 --> 00:52:17.060]   latest
[00:52:17.060 --> 00:52:17.280]   and
[00:52:17.280 --> 00:52:17.520]   greatest
[00:52:17.520 --> 00:52:17.740]   of
[00:52:17.740 --> 00:52:17.880]   a
[00:52:17.880 --> 00:52:18.180]   certain
[00:52:18.180 --> 00:52:18.580]   X
[00:52:18.580 --> 00:52:18.760]   Y
[00:52:18.760 --> 00:52:18.880]   or
[00:52:18.880 --> 00:52:18.980]   Z
[00:52:18.980 --> 00:52:19.300]   thing
[00:52:19.300 --> 00:52:20.180]   and
[00:52:20.180 --> 00:52:20.420]   it
[00:52:20.420 --> 00:52:20.660]   might
[00:52:20.660 --> 00:52:21.100]   make
[00:52:21.100 --> 00:52:21.380]   sense
[00:52:21.380 --> 00:52:21.600]   but
[00:52:21.600 --> 00:52:21.900]   if
[00:52:21.900 --> 00:52:22.040]   it
[00:52:22.040 --> 00:52:22.340]   doesn't
[00:52:22.340 --> 00:52:22.600]   either
[00:52:22.600 --> 00:52:23.160]   operate
[00:52:23.160 --> 00:52:23.460]   on
[00:52:23.460 --> 00:52:23.600]   an
[00:52:23.600 --> 00:52:24.040]   existing
[00:52:24.040 --> 00:52:24.560]   schema
[00:52:24.560 --> 00:52:24.920]   that's
[00:52:24.920 --> 00:52:25.080]   in
[00:52:25.080 --> 00:52:25.180]   the
[00:52:25.180 --> 00:52:26.400]   training
[00:52:26.400 --> 00:52:26.800]   data
[00:52:26.800 --> 00:52:29.180]   if
[00:52:29.180 --> 00:52:29.960]   it
[00:52:29.960 --> 00:52:30.220]   doesn't
[00:52:30.220 --> 00:52:30.400]   do
[00:52:30.400 --> 00:52:30.700]   that
[00:52:30.700 --> 00:52:31.140]   then
[00:52:31.140 --> 00:52:32.380]   you're
[00:52:32.380 --> 00:52:32.440]   going
[00:52:32.440 --> 00:52:32.480]   to
[00:52:32.480 --> 00:52:32.580]   have
[00:52:32.580 --> 00:52:32.660]   a
[00:52:32.660 --> 00:52:32.820]   hard
[00:52:32.820 --> 00:52:33.080]   time
[00:52:33.080 --> 00:52:33.320]   getting
[00:52:33.320 --> 00:52:33.520]   the
[00:52:33.520 --> 00:52:33.900]   LLM
[00:52:33.900 --> 00:52:34.040]   to
[00:52:34.040 --> 00:52:34.400]   recognize
[00:52:34.400 --> 00:52:34.560]   the
[00:52:34.560 --> 00:52:34.840]   commands
[00:52:34.840 --> 00:52:34.980]   it
[00:52:34.980 --> 00:52:35.160]   needs
[00:52:35.160 --> 00:52:35.420]   to
[00:52:35.420 --> 00:52:36.720]   use
[00:52:36.720 --> 00:52:37.140]   to
[00:52:37.140 --> 00:52:37.800]   interact
[00:52:37.800 --> 00:52:37.940]   with
[00:52:37.940 --> 00:52:38.000]   it
[00:52:38.000 --> 00:52:38.320]   effectively
[00:52:38.320 --> 00:52:38.580]   but
[00:52:38.580 --> 00:52:38.840]   yeah
[00:52:38.840 --> 00:52:39.300]   an
[00:52:39.300 --> 00:52:39.680]   MCP
[00:52:39.680 --> 00:52:40.000]   server
[00:52:40.000 --> 00:52:40.600]   obviates
[00:52:40.600 --> 00:52:41.020]   some
[00:52:41.020 --> 00:52:41.160]   of
[00:52:41.160 --> 00:52:41.400]   that
[00:52:41.400 --> 00:52:41.940]   but
[00:52:41.940 --> 00:52:42.160]   even
[00:52:42.160 --> 00:52:42.280]   an
[00:52:42.280 --> 00:52:42.580]   MCP
[00:52:42.580 --> 00:52:42.820]   server
[00:52:42.820 --> 00:52:42.960]   is
[00:52:42.960 --> 00:52:43.100]   like
[00:52:43.100 --> 00:52:43.400]   tools
[00:52:43.400 --> 00:52:43.700]   built
[00:52:43.700 --> 00:52:43.940]   to
[00:52:43.940 --> 00:52:44.320]   give
[00:52:44.320 --> 00:52:45.120]   the
[00:52:45.120 --> 00:52:45.560]   LLM
[00:52:45.560 --> 00:52:46.000]   handles
[00:52:46.000 --> 00:52:46.200]   and
[00:52:46.200 --> 00:52:46.420]   if
[00:52:46.420 --> 00:52:47.080]   so
[00:52:47.080 --> 00:52:47.300]   like
[00:52:47.300 --> 00:52:48.700]   I
[00:52:48.700 --> 00:52:48.860]   have
[00:52:48.860 --> 00:52:49.300]   personally
[00:52:49.300 --> 00:52:49.800]   found
[00:52:49.800 --> 00:52:50.280]   that
[00:52:50.280 --> 00:52:50.640]   just
[00:52:50.640 --> 00:52:50.940]   making
[00:52:50.940 --> 00:52:51.280]   sure
[00:52:51.280 --> 00:52:51.520]   that
[00:52:51.520 --> 00:52:51.720]   the
[00:52:51.720 --> 00:52:52.120]   schema
[00:52:52.120 --> 00:52:52.580]   is
[00:52:52.580 --> 00:52:53.040]   in
[00:52:53.040 --> 00:52:53.300]   date
[00:52:53.300 --> 00:52:53.900]   in
[00:52:53.900 --> 00:52:54.220]   the
[00:52:54.220 --> 00:52:54.500]   model
[00:52:54.500 --> 00:52:54.800]   training
[00:52:54.800 --> 00:52:55.060]   data
[00:52:55.060 --> 00:52:55.380]   makes
[00:52:55.380 --> 00:52:55.540]   a
[00:52:55.540 --> 00:52:56.080]   massive
[00:52:56.080 --> 00:52:56.740]   difference
[00:52:56.740 --> 00:52:57.260]   to
[00:52:57.260 --> 00:52:57.460]   the
[00:52:57.460 --> 00:52:58.180]   consistency
[00:52:58.180 --> 00:52:59.140]   of
[00:52:59.140 --> 00:52:59.500]   your
[00:52:59.500 --> 00:53:00.020]   LLM
[00:53:00.020 --> 00:53:00.460]   ability
[00:53:00.460 --> 00:53:01.060]   to
[00:53:01.060 --> 00:53:02.120]   reliably
[00:53:02.120 --> 00:53:02.720]   interact
[00:53:02.720 --> 00:53:03.320]   with
[00:53:03.320 --> 00:53:04.580]   a
[00:53:04.580 --> 00:53:04.840]   database
[00:53:04.840 --> 00:53:05.140]   as
[00:53:05.140 --> 00:53:05.260]   a
[00:53:05.260 --> 00:53:05.440]   tool
[00:53:05.440 --> 00:53:05.720]   call
[00:53:05.720 --> 00:53:09.040]   yeah
[00:53:09.040 --> 00:53:09.240]   that's
[00:53:09.240 --> 00:53:09.560]   interesting
[00:53:09.560 --> 00:53:09.860]   and
[00:53:09.860 --> 00:53:10.360]   it's
[00:53:10.360 --> 00:53:11.160]   Marcus
[00:53:11.160 --> 00:53:11.780]   I don't
[00:53:11.780 --> 00:53:11.900]   know
[00:53:11.900 --> 00:53:11.980]   if
[00:53:11.980 --> 00:53:12.080]   that
[00:53:12.080 --> 00:53:12.220]   was
[00:53:12.220 --> 00:53:12.340]   you
[00:53:12.340 --> 00:53:12.460]   that
[00:53:12.460 --> 00:53:12.580]   was
[00:53:12.580 --> 00:53:12.720]   saying
[00:53:12.720 --> 00:53:12.940]   something
[00:53:12.940 --> 00:53:13.160]   about
[00:53:13.160 --> 00:53:13.580]   MCP
[00:53:13.580 --> 00:53:13.780]   or
[00:53:13.780 --> 00:53:14.320]   someone
[00:53:14.320 --> 00:53:14.640]   else
[00:53:14.640 --> 00:53:15.280]   yeah
[00:53:15.280 --> 00:53:16.080]   I
[00:53:16.080 --> 00:53:16.400]   would
[00:53:16.400 --> 00:53:16.980]   start
[00:53:16.980 --> 00:53:17.220]   with
[00:53:17.220 --> 00:53:18.620]   PostSQL
[00:53:18.620 --> 00:53:20.380]   and
[00:53:20.380 --> 00:53:20.580]   with
[00:53:20.580 --> 00:53:20.740]   an
[00:53:20.740 --> 00:53:21.300]   MCP
[00:53:21.300 --> 00:53:24.080]   nice
[00:53:24.080 --> 00:53:26.580]   yeah
[00:53:26.580 --> 00:53:26.880]   look into
[00:53:26.880 --> 00:53:27.020]   that
[00:53:27.020 --> 00:53:27.280]   and then
[00:53:27.280 --> 00:53:27.460]   Dirk
[00:53:27.460 --> 00:53:27.800]   it seems
[00:53:27.800 --> 00:53:27.960]   like
[00:53:27.960 --> 00:53:28.180]   Dirk
[00:53:28.180 --> 00:53:28.400]   in the
[00:53:28.400 --> 00:53:28.660]   comments
[00:53:28.660 --> 00:53:28.780]   is
[00:53:28.780 --> 00:53:28.940]   saying
[00:53:28.940 --> 00:53:29.240]   also
[00:53:29.240 --> 00:53:29.580]   he's
[00:53:29.580 --> 00:53:29.640]   a
[00:53:29.640 --> 00:53:29.780]   fan
[00:53:29.780 --> 00:53:29.900]   of
[00:53:29.900 --> 00:53:30.420]   Superbase
[00:53:30.420 --> 00:53:30.900]   so
[00:53:30.900 --> 00:53:30.980]   you
[00:53:30.980 --> 00:53:31.100]   can
[00:53:31.100 --> 00:53:31.640]   have
[00:53:31.640 --> 00:53:31.740]   your
[00:53:31.740 --> 00:53:32.020]   database
[00:53:32.020 --> 00:53:32.180]   in
[00:53:32.180 --> 00:53:32.260]   the
[00:53:32.260 --> 00:53:32.500]   cloud
[00:53:32.500 --> 00:53:33.980]   yeah
[00:53:33.980 --> 00:53:36.100]   often
[00:53:36.100 --> 00:53:36.300]   just
[00:53:36.300 --> 00:53:36.500]   makes
[00:53:36.500 --> 00:53:36.740]   things
[00:53:36.740 --> 00:53:37.060]   easier
[00:53:37.060 --> 00:53:37.200]   if
[00:53:37.200 --> 00:53:37.240]   you
[00:53:37.240 --> 00:53:37.340]   go
[00:53:37.340 --> 00:53:37.460]   from
[00:53:37.460 --> 00:53:37.640]   one
[00:53:37.640 --> 00:53:37.860]   machine
[00:53:37.860 --> 00:53:38.000]   to
[00:53:38.000 --> 00:53:38.220]   another
[00:53:38.220 --> 00:53:38.420]   or
[00:53:38.420 --> 00:53:38.620]   just
[00:53:38.620 --> 00:53:39.120]   collaborating
[00:53:39.120 --> 00:53:40.540]   sorry
[00:53:40.540 --> 00:53:41.440]   someone
[00:53:41.440 --> 00:53:41.680]   who
[00:53:41.680 --> 00:53:42.100]   just
[00:53:42.100 --> 00:53:43.640]   spoke
[00:53:43.640 --> 00:53:43.960]   before
[00:53:43.960 --> 00:53:44.340]   you
[00:53:44.340 --> 00:53:45.000]   you
[00:53:45.000 --> 00:53:45.780]   mentioned
[00:53:45.780 --> 00:53:46.120]   something
[00:53:46.120 --> 00:53:46.320]   about
[00:53:46.320 --> 00:53:46.460]   the
[00:53:46.460 --> 00:53:46.860]   MCP
[00:53:46.860 --> 00:53:47.260]   server
[00:53:47.260 --> 00:53:47.400]   and
[00:53:47.400 --> 00:53:47.500]   it
[00:53:47.500 --> 00:53:47.740]   not
[00:53:47.740 --> 00:53:48.120]   working
[00:53:48.120 --> 00:53:50.300]   I
[00:53:50.300 --> 00:53:51.340]   wasn't
[00:53:51.340 --> 00:53:52.360]   I
[00:53:52.360 --> 00:53:52.620]   was
[00:53:52.620 --> 00:53:53.220]   just
[00:53:53.220 --> 00:53:53.680]   curious
[00:53:53.680 --> 00:53:55.500]   what
[00:53:55.500 --> 00:53:55.940]   your
[00:53:55.940 --> 00:53:56.160]   point
[00:53:56.160 --> 00:53:56.340]   was
[00:53:56.340 --> 00:53:56.600]   again
[00:53:56.600 --> 00:54:01.080]   well
[00:54:01.080 --> 00:54:02.140]   if
[00:54:02.140 --> 00:54:02.260]   you
[00:54:02.260 --> 00:54:02.600]   talking
[00:54:02.600 --> 00:54:02.780]   about
[00:54:02.780 --> 00:54:03.260]   me
[00:54:03.260 --> 00:54:04.120]   it
[00:54:04.120 --> 00:54:04.360]   wasn't
[00:54:04.360 --> 00:54:04.780]   necessarily
[00:54:04.780 --> 00:54:04.960]   that
[00:54:04.960 --> 00:54:05.340]   MCP
[00:54:05.340 --> 00:54:05.660]   servers
[00:54:05.660 --> 00:54:05.940]   wouldn't
[00:54:05.940 --> 00:54:06.180]   work
[00:54:06.180 --> 00:54:08.080]   regardless
[00:54:08.080 --> 00:54:08.540]   of
[00:54:08.540 --> 00:54:09.560]   how
[00:54:09.560 --> 00:54:09.920]   you're
[00:54:09.920 --> 00:54:10.500]   using
[00:54:10.500 --> 00:54:11.240]   how
[00:54:11.240 --> 00:54:11.500]   you're
[00:54:11.500 --> 00:54:11.980]   interacting
[00:54:11.980 --> 00:54:12.420]   with
[00:54:12.420 --> 00:54:13.480]   the
[00:54:13.480 --> 00:54:13.880]   database
[00:54:13.880 --> 00:54:14.100]   whether
[00:54:14.100 --> 00:54:14.260]   it's
[00:54:14.260 --> 00:54:14.760]   an MCP
[00:54:14.760 --> 00:54:15.080]   server
[00:54:15.080 --> 00:54:15.280]   or
[00:54:15.280 --> 00:54:15.860]   custom
[00:54:15.860 --> 00:54:16.220]   tool
[00:54:16.220 --> 00:54:16.580]   call
[00:54:16.580 --> 00:54:18.160]   for
[00:54:18.160 --> 00:54:18.500]   the
[00:54:18.500 --> 00:54:19.520]   agent
[00:54:19.520 --> 00:54:20.140]   then
[00:54:20.140 --> 00:54:23.000]   you'll
[00:54:23.000 --> 00:54:23.220]   want to
[00:54:23.220 --> 00:54:23.560]   make sure
[00:54:23.560 --> 00:54:23.940]   that you're
[00:54:23.940 --> 00:54:24.340]   using
[00:54:24.340 --> 00:54:25.120]   a database
[00:54:25.120 --> 00:54:26.160]   that operates
[00:54:26.160 --> 00:54:26.560]   on a
[00:54:26.560 --> 00:54:26.920]   schema
[00:54:26.920 --> 00:54:27.900]   that
[00:54:27.900 --> 00:54:28.220]   is
[00:54:28.220 --> 00:54:29.500]   popular
[00:54:29.500 --> 00:54:30.240]   and
[00:54:30.240 --> 00:54:30.960]   existing
[00:54:30.960 --> 00:54:31.460]   and
[00:54:31.460 --> 00:54:31.660]   been
[00:54:31.660 --> 00:54:31.980]   around
[00:54:31.980 --> 00:54:32.220]   for
[00:54:32.220 --> 00:54:32.380]   a
[00:54:32.380 --> 00:54:32.720]   while
[00:54:32.720 --> 00:54:33.360]   for
[00:54:33.360 --> 00:54:33.640]   best
[00:54:33.640 --> 00:54:34.240]   results
[00:54:34.240 --> 00:54:35.160]   because
[00:54:35.160 --> 00:54:36.920]   I
[00:54:36.920 --> 00:54:38.620]   was
[00:54:38.620 --> 00:54:39.120]   going
[00:54:39.120 --> 00:54:39.460]   between
[00:54:39.460 --> 00:54:39.860]   Falcor
[00:54:39.860 --> 00:54:40.360]   DB and
[00:54:40.360 --> 00:54:40.980]   Neo4j
[00:54:40.980 --> 00:54:41.840]   personally
[00:54:41.840 --> 00:54:43.280]   and I
[00:54:43.280 --> 00:54:43.880]   really liked
[00:54:43.880 --> 00:54:44.360]   what Falcor
[00:54:44.360 --> 00:54:44.940]   DB had
[00:54:44.940 --> 00:54:45.420]   to offer
[00:54:45.420 --> 00:54:45.960]   in terms
[00:54:45.960 --> 00:54:46.440]   of
[00:54:46.440 --> 00:54:46.940]   features
[00:54:46.940 --> 00:54:47.080]   and
[00:54:47.080 --> 00:54:47.520]   functionality
[00:54:47.520 --> 00:54:48.780]   but I
[00:54:48.780 --> 00:54:49.560]   personally
[00:54:49.560 --> 00:54:50.080]   found
[00:54:50.080 --> 00:54:51.480]   that Neo4j
[00:54:51.480 --> 00:54:52.180]   was just
[00:54:52.180 --> 00:54:52.840]   much better
[00:54:52.840 --> 00:54:53.360]   represented
[00:54:53.360 --> 00:54:54.840]   in the
[00:54:54.840 --> 00:54:55.060]   training
[00:54:55.060 --> 00:54:55.360]   and it
[00:54:55.360 --> 00:54:55.620]   was just
[00:54:55.620 --> 00:54:56.080]   a much
[00:54:56.080 --> 00:54:56.260]   more
[00:54:56.260 --> 00:54:56.580]   accessible
[00:54:56.580 --> 00:54:57.120]   system
[00:54:57.120 --> 00:54:57.600]   to the
[00:54:57.600 --> 00:54:58.060]   LLMs
[00:54:58.060 --> 00:54:58.620]   themselves
[00:54:58.620 --> 00:55:00.300]   and so
[00:55:00.300 --> 00:55:02.320]   for that
[00:55:02.320 --> 00:55:02.560]   reason
[00:55:02.560 --> 00:55:02.940]   I've just
[00:55:02.940 --> 00:55:03.300]   had a lot
[00:55:03.300 --> 00:55:03.520]   better
[00:55:03.520 --> 00:55:04.200]   luck
[00:55:04.200 --> 00:55:06.440]   since
[00:55:06.440 --> 00:55:07.000]   moving
[00:55:07.000 --> 00:55:07.500]   to
[00:55:07.500 --> 00:55:08.660]   Neo4j
[00:55:08.660 --> 00:55:10.920]   for that
