
[00:00:00.040 --> 00:00:09.760]   rested this
[02:19:12.400 --> 02:19:12.400]   I appreciate it. And I'll see you in the next video. Bye-bye.
[02:19:12.400 --> 02:19:42.060]  , and I'll see you in the next video. Bye-bye.
[02:19:42.060 --> 02:19:42.080]   and I'll see you in the next video. Bye-bye.
[02:19:42.080 --> 02:19:42.140]   and I'll see you in the next video. Bye-bye.
[02:19:42.140 --> 02:19:42.240]   and I'll see you in the next video. Bye-bye.
[02:19:42.240 --> 02:19:42.260]   and I'll see you in the next video. Bye-bye.
[02:19:42.260 --> 02:19:42.400]   and I'll see you in the next video. Bye-bye.
[02:19:42.400 --> 02:19:42.420]   and I'll see you in the next video. Bye-bye.
[02:20:12.420 --> 02:20:12.440]   and I'll see you in the next video. Bye-bye.
[02:20:12.440 --> 02:20:12.440]   And I'll see you in the next video. Bye-bye.
[02:20:12.440 --> 02:20:12.440]   And I'll see you in the next video. Bye-bye.
[02:20:12.440 --> 02:20:12.440]   And I'll see you in the next video. Bye-bye.
[02:20:12.440 --> 02:20:12.440]   And I'll see you in the next video. Bye-bye.
[02:20:12.440 --> 02:20:12.440]   And I'll see you in the next video. Bye-bye.
[02:20:12.440 --> 02:20:12.440]   And I'll see you in the next video. Bye-bye.
[02:20:12.440 --> 02:20:12.440]   And I'll see you in the next video. Bye-bye.
[02:20:12.440 --> 02:20:12.440]   And I'll see you in the next video. Bye-bye.
[02:20:12.440 --> 02:20:12.440]   And I'll see you in the next video. Bye-bye.
[02:20:12.440 --> 02:20:12.440]   And I'll see you in the next video. Bye-bye.
[02:20:12.440 --> 02:20:12.440]   And I'll see you in the next video. Bye-bye.
[02:20:42.460 --> 02:21:12.480]   And I'll see you in the next video. Bye-bye.
[02:21:12.480 --> 02:21:12.480]   And I'll see you in the next video. Bye-bye.
[02:21:12.480 --> 02:21:12.480]   And I'll see you in the next video. Bye-bye.
[02:21:12.480 --> 02:21:12.480]   And I'll see you in the next video. Bye-bye.
[02:21:12.480 --> 02:21:12.480]   And I'll see you in the next video. Bye-bye.
[02:21:12.480 --> 02:21:12.480]   And I'll see you in the next video. Bye-bye.
[02:21:12.480 --> 02:21:12.480]   And I'll see you in the next video. Bye-bye.
[02:21:42.500 --> 02:21:42.500]   And I'll see you in the next video. Bye-bye.
[02:21:42.500 --> 02:21:42.500]   And I'll see you in the next video. Bye-bye.
[02:21:42.500 --> 02:21:42.500]   And I'll see you in the next video. Bye-bye.
[02:21:42.500 --> 02:21:42.500]   And I'll see you in the next video. Bye-bye.
[02:21:42.500 --> 02:21:42.500]   And I'll see you in the next video. Bye-bye.
[02:21:42.500 --> 02:21:42.500]   And I'll see you in the next video. Bye-bye. And I'll see you in the next video. Bye-bye.
[02:22:12.520 --> 02:22:12.520]   And I'll see you in the next video. Bye-bye.
[02:22:12.520 --> 02:22:12.520]   And I'll see you in the next video. Bye-bye.
[02:22:12.520 --> 02:22:12.520]   And I'll see you in the next video. Bye-bye.
[02:22:12.520 --> 02:22:12.520]   And I'll see you in the next video. Bye-bye.
[02:22:12.520 --> 02:22:12.520]   And I'll see you in the next video. Bye-bye.
[02:22:12.520 --> 02:22:12.520]   And I'll see you in the next video. Bye-bye.
[02:22:12.520 --> 02:22:12.520]   And I'll see you in the next video. Bye-bye.
[02:22:12.520 --> 02:22:12.520]   And I'll see you in the next video. Bye-bye.
[02:22:12.520 --> 02:22:42.540]   And I'll see you in the next video. Bye-bye.
[02:22:42.540 --> 02:22:42.540]   And I'll see you in the next video. Bye-bye.
[02:22:42.540 --> 02:22:42.540]   And I'll see you in the next video. Bye-bye.
[02:22:42.540 --> 02:22:42.540]   And I'll see you in the next video. Bye-bye.
[02:22:42.540 --> 02:22:42.540]   And I'll see you in the next video. Bye-bye.
[02:22:42.540 --> 02:22:42.540]   And I'll see you in the next video. Bye-bye.
[02:22:42.540 --> 02:22:42.540]   And I'll see you in the next video. Bye-bye.
[02:22:42.540 --> 02:22:42.540]   And I'll see you in the next video. Bye-bye.
[02:22:42.540 --> 02:22:42.540]   And I'll see you in the next video. Bye-bye.
[02:22:42.580 --> 02:22:53.860]   shows
[02:22:53.860 --> 02:23:07.440]   uh name,,,,
[02:23:10.820 --> 02:23:18.680]   What's the timeline for things to get real weird with AI? And it can get weird in interesting ways before you get to AGI.
[02:23:18.680 --> 02:23:24.040]   What about AI girlfriends and boyfriends? Fundamentally transforming human relationships.
[02:23:24.040 --> 02:23:29.240]   I think human relationships are already fundamentally transformed and it's already very weird.
[02:23:29.240 --> 02:23:31.640]   By which technology?
[02:23:31.640 --> 02:23:32.680]   For instance, social media.
[02:23:32.680 --> 02:23:39.060]   Yeah. Is it though? Isn't the fundamentals of the core group of humans that affect your life
[02:23:39.060 --> 02:23:39.060]   the same?
[02:23:39.060 --> 02:23:39.060]   Yeah. Isn't the fundamentals of the core group of humans that affect your life the same?
[02:23:39.060 --> 02:23:39.060]   Yeah. Isn't the fundamentals of the core group of humans that affect your life the same?
[02:23:39.060 --> 02:23:39.060]   Yeah. Isn't the fundamentals of the core group of humans that affect your life the same?
[02:23:39.060 --> 02:23:39.060]   Yeah. Isn't the fundamentals of the core group of humans that affect your life the same?
[02:23:39.060 --> 02:23:39.060]   Yeah. Isn't the fundamentals of the core group of humans that affect your life the same?
[02:23:39.100 --> 02:23:42.320]  ,
[02:23:42.320 --> 02:24:06.120]   I,
[02:24:08.280 --> 02:24:18.280]   the
[02:24:18.280 --> 02:24:24.320]   runtime and, hard continue. I was a imaginary and I is a
[02:24:24.320 --> 02:24:37.060]  エ
[02:25:37.760 --> 02:25:37.760]   and, hard continue. I was a imaginary and I is a
[02:25:37.760 --> 02:25:37.760]   and, hard continue. I was a imaginary and I is a
[02:25:37.760 --> 02:25:37.760]   and, hard continue. I was a imaginary and I is a
[02:25:37.760 --> 02:25:37.760]   and, hard continue. I was a imaginary and I is a
[02:26:07.600 --> 02:26:07.600]   and, hard continue. I was a imaginary and I is a
[02:26:07.620 --> 02:26:15.540]  obedient and I is a imaginary and I is a imaginary and I is a
[02:26:15.540 --> 02:26:37.440]   imaginary and I is a cgi generated world and with the cgi generated world, that doesn't exist and when I complained about this, some friends came back to me and said "these are start up founders, this is what they live like in silicon valley" and I tried to tell them "no, I know a lot of people in silicon valley, this is not what people are like, they're still people, they're still human beings".
[02:26:37.440 --> 02:26:37.440]   This is the proliferation of marketing teams. Yes, but it was a CGI generated world and with the CGI generated world that doesn't exist and when I complained about this, some friends came back to me and said "but these are start up founders, this is what they live like in silicon valley" and I tried to tell them "no, I know a lot of people in silicon valley, this is not what people are like, they're still people, they're still human beings".
[02:26:37.480 --> 02:26:47.420]   gave
[02:26:47.420 --> 02:27:01.500]   as. -,
[02:27:33.160 --> 02:27:33.160]   -,
[02:27:33.160 --> 02:27:33.160]   -,
[02:27:35.200 --> 02:28:03.200]  ,
[02:28:03.200 --> 02:28:03.220]  ,
[02:28:03.220 --> 02:28:03.300]   ,,
[02:28:03.300 --> 02:28:03.300]   ,,
[02:28:03.300 --> 02:28:03.400]   ,,
[02:28:03.400 --> 02:28:03.460]   ,,
[02:28:03.460 --> 02:28:03.500]   ,,
[02:28:03.500 --> 02:28:03.580]   ,,
[02:28:32.940 --> 02:28:33.460]   .,
[02:28:33.460 --> 02:28:33.500]   ,,
[02:28:33.500 --> 02:28:33.520]   ,,
[02:28:33.520 --> 02:28:33.540]   ,,
[02:28:33.540 --> 02:28:33.560]   ,,
[02:28:33.600 --> 02:28:39.600]   read
[02:28:39.600 --> 02:28:42.940]  ,
[02:28:42.940 --> 02:28:44.080]   tell the shim não
[02:29:59.840 --> 02:29:59.840]   and
[02:29:59.840 --> 02:29:59.840]   be
[02:29:59.840 --> 02:29:59.840]   and
[02:29:59.840 --> 02:29:59.840]   and
[02:29:59.900 --> 02:30:10.980]   say
[02:30:10.980 --> 02:30:14.060]   continue. It is't
[02:30:14.060 --> 02:30:29.900]   leный final았는데 buyinn, and, in, and, and, and, and, and, and, program i, and, gang, camp, grand. It's. I, Men. risque. Nat. heated.rire. Gue--G.- legitimate-G.-G-G-G-S-S-G-N,-N, one- feelings- just- desses-ều- Nevada- Engine- E, junt- down- chin- light- �- JUST- the only the continue to the love- just- then, it's a tail- much- just- IX- yelled- not- the is a característ on the voice- word. Like, the end, the case- nasıl- special- we've. natural- less-我說- what- the play- go- no- another- Min. in, CBS- design, and, cai- i, they's, thin, bus-otal- spirit- wine, latte- de,
[02:31:30.020 --> 02:32:00.020]  łych- of- their- life- than- the- rules- the- tell- how- they're- been- taken- care- of- of- even- after- they- leave- the- clap- and, so- on. So, there's a large body of rules that have been created by our rule-giving-clubs, and that are enforced, uh, by our enforcement-clubs, and, and, some of these- yeah- have to be monopolies for game-theoretic reasons, which also makes them more open to corruption, and less harder to update- yeah- and this is an ongoing discussion process that takes place, but the beauty of this idea that there is no centralized king
[02:32:00.020 --> 02:32:00.020]   -
[02:32:00.060 --> 02:32:10.340]   less
[02:32:10.340 --> 02:32:24.040]   Ś in. Go go work want
[02:32:24.040 --> 02:32:29.920]  ,…,,,,,, but the r the per the acc the cad therey Bol Phil tel 거기 cortar outsidersetzung provinces
[02:32:30.100 --> 02:32:40.980]   Summit
[02:35:24.220 --> 02:35:24.220]   "What is the longest possible game that you could be playing?"
[02:35:24.220 --> 02:35:24.220]   "What is the longest possible game that you could be playing?"
[02:35:53.140 --> 02:35:53.180]   "What is the longest possible game that you could be playing?"
[02:36:22.100 --> 02:36:22.140]   "What is the longest possible game that you could be playing?"
[02:36:39.580 --> 02:36:50.340]   "What is the longest possible game that you could be playing?"
[02:36:50.340 --> 02:36:50.420]   "What is the longest possible game that you could be playing?"
[02:36:50.420 --> 02:36:50.500]   "What is the longest possible game that you could be playing?"
[02:36:50.500 --> 02:36:50.660]   "What is the longest possible game that you could be playing?"
[02:36:50.660 --> 02:36:50.980]   "What is the longest possible game that you could be playing?"
[02:36:50.980 --> 02:36:51.060]   "What is the longest possible game that you could be playing?"
[02:36:51.060 --> 02:36:51.140]   "What is the longest possible game that you could be playing?"
[02:36:51.140 --> 02:36:51.180]   "What is the longest possible game that you could be playing?"
[02:36:51.180 --> 02:36:51.260]   "What is the longest possible game that you could be playing?"
[02:36:51.260 --> 02:36:51.300]   "What is the longest possible game that you could be playing?"
[02:36:51.300 --> 02:36:51.380]   "What is the longest possible game that you could be playing?"
[02:36:51.380 --> 02:36:51.620]   "What is the longest possible game that you could be playing?"
[02:36:51.620 --> 02:36:51.620]   "What is the longest possible game that you could be playing?"
[02:36:51.620 --> 02:36:51.660]   "What is the longest possible game that you could be playing?"
[02:36:51.700 --> 02:37:21.540]  , "What is the longest possible game that you could be playing?"
[02:37:21.540 --> 02:37:21.540]   "What is the longest possible game that you could be playing?"
[02:37:21.540 --> 02:37:21.620]   "What is the longest possible game that you could be playing?"
[02:37:21.620 --> 02:37:21.660]   "What is the longest possible game that you could be playing?"
[02:37:21.660 --> 02:37:21.660]   "What is the longest possible game that you could be playing?"
[02:37:21.660 --> 02:37:21.660]   "What is the longest possible game that you could be playing?"
[02:37:21.660 --> 02:37:21.660]   "What is the longest possible game that you could be playing?"
[02:37:21.700 --> 02:37:31.920]   milliseconds in my
[02:37:31.920 --> 02:37:51.000]   make the done stand
[02:37:51.100 --> 02:37:56.860]   even
[02:37:56.860 --> 02:38:02.700]   got,
[02:38:02.700 --> 02:38:04.680]   cả guess. I have a history of, I, I, I, financing a, he, I, am,
[02:38:04.680 --> 02:38:19.700]   în
[02:38:20.000 --> 02:38:26.980]   have
[02:38:26.980 --> 02:38:31.480]   pay a fell
[02:38:31.480 --> 02:38:33.960]  rage� " em the en the know the do, and, and, Mom,üt, STEM, troublesome, tutti,imat,
[02:38:33.960 --> 02:38:49.240]  ,
[02:38:49.360 --> 02:39:00.700]  加
[02:39:00.700 --> 02:39:18.080]   by, ,,,
[02:40:15.600 --> 02:40:15.600]   I'm just trying to describe what's happening and it's not that I don't do things that I just say oh I wish I would have done something different.
[02:40:15.600 --> 02:40:15.600]   I'm just trying to describe what's happening and it's not that I don't do things that I just say oh I wish I would have done something different.
[02:40:15.600 --> 02:40:15.600]   I'm just trying to describe what's happening and it's not that I don't do things that I just say oh I wish I would have done something different.
[02:40:15.600 --> 02:40:15.600]   I'm just trying to describe what's happening and it's not that I don't do things that I just say oh I wish I would have done something different.
[02:40:15.600 --> 02:40:15.600]   I'm just trying to describe what's happening and it's not that I don't do things that I just say oh I wish I would have done something different.
[02:40:15.600 --> 02:40:15.600]   I'm just trying to describe what's happening and it's not that I don't do things that I just say oh I wish I would have done something different.
[02:40:44.360 --> 02:40:44.360]   I'm just trying to describe what's happening and it's not that I don't do things that I just say oh I wish I would have done something different.
[02:40:44.360 --> 02:40:44.360]   I'm just trying to describe what's happening and it's not that I don't do things that I just say oh I wish I would have done something different.
[02:40:44.360 --> 02:40:44.360]   I'm just trying to describe what's happening and it's not that I don't do things that I just say.
[02:40:44.360 --> 02:40:44.440]   I'm just trying to describe what's happening and it's not that I don't do.
[02:40:44.440 --> 02:40:44.520]   I also know that when we die the greatest regret that people typically have on that desk, I wish I've spent more time on Twitter. I wish what other things I could have done in the meantime.
[02:40:44.600 --> 02:41:13.840]  , I also know that when we die the greatest regret that people typically have on that desk, I wish I've spent more time on Twitter.
[02:41:13.840 --> 02:41:13.920]   I also know that when we die the greatest regret that people typically have on that desk, I wish I've spent more time on Twitter.
[02:41:13.920 --> 02:41:14.000]   I also know that when we die the greatest regret that people typically have on that desk, I wish I wish I could have some kind of time to do something that would happen.
[02:41:14.040 --> 02:41:20.300]   ya
[02:41:20.300 --> 02:41:42.660]  , even あ is all make buyregist monitoring, , I think that the thing needs to develop tools. And also the decisions that the pressures, it's not very, it's, the, the,ough, gradient, inevit, dedic, firearm, Port, ambiguity, art, mercy, aired, romantic, justement, yelled, putгли, con� campus, pojaw en абсолют주-C. Again, Freeman-b-C-11-C-C-C-C-C-C-G-G-I-C-G-C-C-G-G-D-G-C-P- AKA- mean- terme- contributor- Sh- fell- sack-ểm- rab- Kubernetes-führ- де- leuke-elim 12 그런데- égal- nord compliance-� always- siguienteandez-視-uire-義-cong- continue-gging- sweetness- göst� like the successfully- suck-ro Judge-ilik a� of the frame- Into the /
