
[00:00:00.040 --> 00:00:09.300]   TED
[03:25:28.000 --> 03:25:58.000]   I think that's the other thing that's going to be a real problem.
[03:25:58.000 --> 03:25:58.000]   I think that's the other thing that's going to be a real problem.
[03:25:58.000 --> 03:25:58.000]   I think that's the other thing that's going to be a real problem.
[03:25:58.000 --> 03:25:58.000]   I think that's the other thing that's going to be a real problem.
[03:25:58.000 --> 03:25:58.000]   I think that's the other thing that's going to be a real problem.
[03:25:58.000 --> 03:25:58.000]   I think that's the other thing that's going to be a real problem.
[03:25:58.000 --> 03:25:58.000]   I think that's the other thing that's going to be a real problem.
[03:25:58.000 --> 03:25:58.000]   I think that's the other thing that's going to be a real problem.
[03:25:58.000 --> 03:25:58.000]   I think that's the other thing that's going to be a real problem.
[03:25:58.000 --> 03:25:58.000]   I think that's the other thing that's going to be a real problem.
[03:25:58.020 --> 03:26:28.020]   I think that's the other thing that's going to be a real problem.
[03:26:28.020 --> 03:26:28.020]   I think that's the other thing that's going to be a real problem.
[03:26:28.020 --> 03:26:28.020]   I think that's the other thing that's going to be a real problem.
[03:26:28.020 --> 03:26:28.020]   I think that's the other thing that's going to be a real problem.
[03:26:28.020 --> 03:26:28.020]   I think that's the other thing that's going to be a real problem.
[03:26:28.020 --> 03:26:28.020]   I think that's the other thing that's going to be a real problem.
[03:26:28.020 --> 03:26:28.020]   I think that's the other thing that's going to be a real problem.
[03:26:28.020 --> 03:26:28.020]   I think that's the other thing that's going to be a real problem.
[03:26:28.020 --> 03:26:28.020]   I think that's the other thing that's going to be a real problem.
[03:26:28.020 --> 03:26:28.020]   I think that's the other thing that's going to be a real problem.
[03:26:28.040 --> 03:26:58.040]  ,
[03:26:58.040 --> 03:26:58.040]   I think that's the other thing that's going to be a real problem.
[03:26:58.040 --> 03:26:58.040]   I think that's the other thing that's going to be a real problem.
[03:26:58.040 --> 03:26:58.040]   I think that's the other thing that's going to be a real problem.
[03:26:58.040 --> 03:26:58.040]   I think that's the other thing that's going to be a real problem.
[03:26:58.040 --> 03:26:58.040]   I think that's the other thing that's going to be a real problem.
[03:26:58.040 --> 03:26:58.040]   I think that's the other thing that's going to be a real problem.
[03:26:58.040 --> 03:26:58.040]   I think that's the other thing that's going to be a real problem.
[03:26:58.040 --> 03:26:58.040]   I think that's the other thing that's going to be a real problem.
[03:26:58.040 --> 03:26:58.040]   I think that's the other thing that's going to be a real problem.
[03:26:58.060 --> 03:27:28.060]   I think that's the other thing that's going to be a real problem.
[03:27:28.060 --> 03:27:28.060]   I think that's the other thing that's going to be a real problem.
[03:27:28.060 --> 03:27:28.060]   I think that's the other thing that's going to be a real problem.
[03:27:28.060 --> 03:27:28.060]   I think that's the other thing that's going to be a real problem.
[03:27:28.060 --> 03:27:28.060]   I think that's the other thing that's going to be a real problem.
[03:27:28.060 --> 03:27:28.060]   I think that's the other thing that's going to be a real problem.
[03:27:28.060 --> 03:27:28.060]   I think that's the other thing that's going to be a real problem.
[03:27:28.060 --> 03:27:28.060]   I think that's the other thing that's going to be a real problem.
[03:27:28.060 --> 03:27:28.060]   I think that's the other thing that's going to be a real problem.
[03:27:28.060 --> 03:27:28.060]   I think that's the other thing that's going to be a real problem.
[03:27:28.080 --> 03:27:58.080]   I think that's the other thing that's going to be a real problem.
[03:27:58.080 --> 03:27:58.080]   I think that's the other thing that's going to be a real problem.
[03:27:58.080 --> 03:27:58.080]   I think that's the other thing that's going to be a real problem.
[03:27:58.080 --> 03:27:58.080]   I think that's the other thing that's going to be a real problem.
[03:27:58.080 --> 03:27:58.080]   I think that's the other thing that's going to be a real problem.
[03:27:58.080 --> 03:27:58.080]   I think that's the other thing that's going to be a real problem.
[03:27:58.080 --> 03:27:58.080]   I think that's the other thing that's going to be a real problem.
[03:27:58.080 --> 03:27:58.080]   I think that's the other thing that's going to be a real problem.
[03:27:58.080 --> 03:27:58.080]   I think that's the other thing that's going to be a real problem.
[03:27:58.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.100 --> 03:28:28.100]   I think that's the other thing that's going to be a real problem.
[03:28:28.120 --> 03:28:58.120]  ,
[03:28:58.120 --> 03:28:58.120]   I think that's the other thing that's going to be a real problem.
[03:28:58.120 --> 03:28:58.120]   I think that's the other thing that's going to be a real problem.
[03:28:58.120 --> 03:28:58.120]   I think that's the other thing that's going to be a real problem.
[03:28:58.120 --> 03:28:58.120]   I think that's the other thing that's going to be a real problem.
[03:28:58.120 --> 03:28:58.120]   I think that's the other thing that's going to be a real problem.
[03:28:58.120 --> 03:28:58.120]   I think that's the other thing that's going to be a real problem.
[03:28:58.120 --> 03:28:58.120]   I think that's the other thing that's going to be a real problem.
[03:28:58.120 --> 03:28:58.120]   I think that's the other thing that's going to be a real problem.
[03:28:58.120 --> 03:28:58.120]   I think that's the other thing that's going to be a real problem.
[03:28:58.140 --> 03:29:28.140]  ,
[03:29:28.140 --> 03:29:28.140]   I think that's the other thing that's going to be a real problem.
[03:29:28.140 --> 03:29:28.140]   I think that's the other thing that's going to be a real problem.
[03:29:28.140 --> 03:29:28.140]   I think that's the other thing that's going to be a real problem.
[03:29:28.140 --> 03:29:28.140]   I think that's the other thing that's going to be a real problem.
[03:29:28.140 --> 03:29:28.140]   I think that's the other thing that's going to be a real problem.
[03:29:28.140 --> 03:29:28.140]   I think that's the other thing that's going to be a real problem.
[03:29:28.140 --> 03:29:28.140]   I think that's the other thing that's going to be a real problem.
[03:29:28.140 --> 03:29:28.140]   I think that's the other thing that's going to be a real problem.
[03:29:58.160 --> 03:29:58.160]   I think that's the other thing that's going to be a real problem.
[03:29:58.160 --> 03:29:58.160]   I think that's the other thing that's going to be a real problem.
[03:29:58.160 --> 03:29:58.160]   I think that's the other thing that's going to be a real problem.
[03:29:58.160 --> 03:29:58.160]   I think that's the other thing that's going to be a real problem.
[03:29:58.160 --> 03:29:58.160]   I think that's the other thing that's going to be a real problem.
[03:29:58.160 --> 03:29:58.160]   I think that's the other thing that's going to be a real problem.
[03:29:58.160 --> 03:29:58.160]   I think that's the other thing that's going to be a real problem.
[03:29:58.160 --> 03:29:58.160]   I think that's the other thing that's going to be a real problem.
[03:29:58.160 --> 03:29:58.160]   I think that's the other thing that's going to be a real problem.
[03:29:58.160 --> 03:29:58.160]   I think that's the other thing that's going to be a real problem.
[03:29:58.160 --> 03:29:58.160]   I think that's the other thing that's going to be a real problem.
[03:30:28.180 --> 03:30:28.180]   I think that's the other thing that's going to be a real problem.
[03:30:28.180 --> 03:30:28.180]   I think that's the other thing that's going to be a real problem.
[03:30:28.180 --> 03:30:28.180]   I think that's the other thing that's going to be a real problem.
[03:30:28.180 --> 03:30:28.180]   I think that's the other thing that's going to be a real problem.
[03:30:28.180 --> 03:30:28.180]   I think that's the other thing that's going to be a real problem.
[03:30:28.180 --> 03:30:28.180]   I think that's the other thing that's going to be a real problem.
[03:30:28.180 --> 03:30:28.180]   I think that's the other thing that's going to be a real problem.
[03:30:28.180 --> 03:30:28.180]   I think that's the other thing that's going to be a real problem.
[03:30:28.180 --> 03:30:28.180]   I think that's the other thing that's going to be a real problem.
[03:30:28.200 --> 03:30:58.200]  ,
[03:30:58.200 --> 03:30:58.200]   I think that's the other thing that's going to be a real problem.
[03:30:58.200 --> 03:30:58.200]   I think that's the other thing that's going to be a real problem.
[03:30:58.200 --> 03:30:58.200]   I think that's the other thing that's going to be a real problem.
[03:30:58.200 --> 03:30:58.200]   I think that's the other thing that's going to be a real problem.
[03:30:58.200 --> 03:30:58.200]   I think that's the other thing that's going to be a real problem.
[03:30:58.200 --> 03:30:58.200]   I think that's the other thing that's going to be a real problem.
[03:30:58.200 --> 03:30:58.200]   I think that's the other thing that's going to be a real problem.
