
[00:00:00.040 --> 00:00:09.280]   ACC
[03:28:22.860 --> 03:28:25.440]   look
[03:28:25.440 --> 03:28:33.200]  ав billion
[03:28:33.200 --> 03:28:45.940]   Нов Ka .. .., I have, the, the, the,,,,,,,,,
[03:28:45.940 --> 03:28:51.040]   их Monkey Have papated. Yeah, be. I. I. Gu. Jo. I. lad. privileged. And. La. strain. Heroes. comic. deadlines. qua.nel. ie.경. sorry.fin. 달�. Bes.�. of the Hot. then, in. dit., werde., ground., were,
[03:28:51.140 --> 03:29:03.340]   early days of that Donaher death squad, like the Eddie Cummings, like his leg locks, like it just blew the whole game up. Like it just was a whole nother thing. You know, it was like insane what they did such innovation.
[03:29:03.340 --> 03:29:04.980]   And
[03:29:04.980 --> 03:29:19.340]   Gordon at the time was, he was online and I'm much older than that. You know, I'm, I'm in my early fifties and that's not, I guess, chronologically that much older, but generationally, I think it's
[03:29:19.340 --> 03:29:19.340]   quite a bit different.
[03:29:19.340 --> 03:29:19.340]   generationally, I think it's quite a bit different.
[03:29:19.340 --> 03:29:19.340]   generationally, I think it's quite a bit different.
[03:29:19.340 --> 03:29:19.340]   generationally, I think it's quite a bit different.
[03:29:19.340 --> 03:29:19.340]   generationally, I think it's quite a bit different.
[03:29:19.340 --> 03:29:19.340]   generationally, I think it's quite a bit different.
[03:29:19.340 --> 03:29:19.340]   generationally, I think it's quite a bit different.
[03:29:19.340 --> 03:29:47.560]  ,
[03:29:47.560 --> 03:29:49.360]   And Gordon was smack talking with a guy who I, about a guy who I was sponsor of, who I knew and who I knew was a very good athlete and had been through difficult things in his life. And Gordon just said some nasty things about him. It falls into the category of totally appropriate smack talking, looking at it now, and looking at what Gordon became, which is he's someone who talks trash. It's like part of his brand is to talk trash. And I see that he's a very good athlete.
[03:29:49.360 --> 03:29:49.360]   I think that he's a very good athlete.
[03:29:49.400 --> 03:29:59.660]  iven
[03:29:59.660 --> 03:30:03.160]  'll,,,�
[03:31:19.460 --> 03:31:49.440]  ертвs, you know, they have such a great bond. All the people in his orbit, like, are all people that I respect and like. And I just would say, hey, listen, congratulations, and please pass on my congratulations to Gordon. And, uh, but I, we don't know each other. I don't have his number. I have no way to contact him to apologize to him. But, you know, if Gordon hears this, um, I am profoundly sorry. I, and not, I don't say that because I'm trying to get in your good graces. I don't know that we'll ever meet each other. But, you know, if Gordon hears this, I am profoundly sorry.
[03:31:49.440 --> 03:31:49.440]   I, and not, I don't say that because I'm trying to get in your good graces. I don't know that we'll ever meet each
[03:32:19.460 --> 03:32:19.460]   You're a romantic, actually. What role, you've seen love, you've seen love break down completely. What role does love play in the human condition?
[03:32:19.460 --> 03:32:19.460]   You're a romantic, actually. What role does love play in the human condition?
[03:32:19.460 --> 03:32:19.460]   You're a romantic, actually. What role does love play in the human condition?
[03:32:19.460 --> 03:32:19.460]   You're a romantic, actually. What role does love play in the human condition?
[03:32:19.460 --> 03:32:19.460]   You're a romantic, actually. What role does love play in the human condition?
[03:32:19.500 --> 03:32:49.480]  ,
[03:32:49.480 --> 03:32:49.480]   You're a romantic, actually. What role does love play in the human condition?
[03:32:49.480 --> 03:32:49.480]   You're a romantic, actually. What role does love play in the human condition?
[03:32:49.480 --> 03:32:49.480]   You're a romantic, actually. What role does love play in the human condition?
[03:32:49.480 --> 03:32:49.480]   You're a romantic, actually. What role does love play in the human condition?
[03:32:49.480 --> 03:32:49.480]   You're a romantic, actually. What role does love play in the human condition?
[03:32:49.480 --> 03:32:49.480]   You're a romantic, actually. What role does love play in the human condition?
[03:32:49.480 --> 03:32:49.480]   You're a romantic, actually. What role does love play in the human condition?
[03:32:49.480 --> 03:32:49.480]   You're a romantic, actually. What role does love play in the human condition?
[03:32:49.500 --> 03:33:19.500]   You're a romantic, actually. What role does love play in the human condition?
[03:33:19.500 --> 03:33:19.500]   You're a romantic, actually. What role does love play in the human condition?
[03:33:19.500 --> 03:33:19.500]   You're a romantic, actually. What role does love play in the human condition?
[03:33:19.500 --> 03:33:19.500]   You're a romantic, actually. What role does love play in the human condition?
[03:33:19.500 --> 03:33:19.500]   You're a romantic, actually. What role does love play in the human condition?
[03:33:19.500 --> 03:33:19.500]   You're a romantic, actually. What role does love play in the human condition?
[03:33:19.500 --> 03:33:19.500]   You're a romantic, actually. What role does love play in the human condition?
[03:33:19.500 --> 03:33:19.500]   You're a romantic, actually. What role does love play in the human condition?
[03:33:19.500 --> 03:33:19.500]   You're a romantic, actually. What role does love play in the human condition?
[03:33:19.500 --> 03:33:19.500]   You're a romantic, actually. What role does love play in the human condition?
[03:33:19.500 --> 03:33:19.500]   You're a romantic, actually. What role does love play in the human condition?
[03:33:19.540 --> 03:33:49.520]  ,
[03:33:49.520 --> 03:33:49.520]   You're a romantic, actually. What role does love play in the human condition?
[03:33:49.520 --> 03:33:49.520]   You're a romantic, actually. What role does love play in the human condition?
[03:33:49.520 --> 03:33:49.520]   You're a romantic, actually. What role does love play in the human condition?
[03:33:49.520 --> 03:33:49.520]   You're a romantic, actually. What role does love play in the human condition?
[03:33:49.520 --> 03:33:49.520]   You're a romantic, actually. What role does love play in the human condition?
[03:33:49.520 --> 03:33:49.520]   You're a romantic, actually. What role does love play in the human condition?
[03:33:49.520 --> 03:33:49.520]   You're a romantic, actually. What role does love play in the human condition?
[03:33:49.520 --> 03:33:49.520]   You're a romantic, actually. What role does love play in the human condition?
[03:33:49.520 --> 03:33:49.520]   You're a romantic, actually. What role does love play in the human condition?
[03:33:49.520 --> 03:33:49.520]   You're a romantic, actually. What role does love play in the human condition? You're a romantic, actually. What role does love play in the human condition?
[03:33:49.540 --> 03:34:19.540]   You're a romantic, actually. What role does love play in the human condition?
[03:34:19.540 --> 03:34:19.540]   You're a romantic, actually. What role does love play in the human condition?
[03:34:19.540 --> 03:34:19.540]   You're a romantic, actually. What role does love play in the human condition?
[03:34:19.540 --> 03:34:19.540]   You're a romantic, actually. What role does love play in the human condition?
[03:34:19.540 --> 03:34:19.540]   You're a romantic, actually. What role does love play in the human condition?
[03:34:19.540 --> 03:34:19.540]   You're a romantic, actually. What role does love play in the human condition?
[03:34:19.540 --> 03:34:19.540]   You're a romantic, actually. What role does love play in the human condition?
[03:34:19.540 --> 03:34:19.540]   You're a romantic, actually. What role does love play in the human condition?
[03:34:19.540 --> 03:34:19.540]   You're a romantic, actually. What role does love play in the human condition?
[03:34:19.540 --> 03:34:19.540]   You're a romantic, actually. What role does love play in the human condition?
[03:34:19.540 --> 03:34:19.540]   You're a romantic, actually. What role does love play in the human condition?
[03:34:19.580 --> 03:34:49.560]   What role does love play in the human condition?
[03:34:49.560 --> 03:34:49.560]   You're a romantic, actually. What role does love play in the human condition?
[03:34:49.560 --> 03:34:49.560]   You're a romantic, actually. What role does love play in the human condition?
[03:34:49.560 --> 03:34:49.560]   You're a romantic, actually. What role does love play in the human condition?
[03:34:49.560 --> 03:34:49.560]   You're a romantic, actually. What role does love play in the human condition?
[03:34:49.560 --> 03:34:49.560]   You're a romantic, actually. What role does love play in the human condition?
[03:34:49.560 --> 03:34:49.560]   You're a romantic, actually. What role does love play in the human condition? You're a romantic, actually. What role does love play in the human condition?
[03:34:49.580 --> 03:35:19.580]   You're a romantic, actually. What role does love play in the human condition?
[03:35:19.580 --> 03:35:19.580]   You're a romantic, actually. What role does love play in the human condition?
[03:35:19.580 --> 03:35:19.580]   You're a romantic, actually. What role does love play in the human condition?
[03:35:19.580 --> 03:35:19.580]   You're a romantic, actually. What role does love play in the human condition?
[03:35:19.580 --> 03:35:19.580]   You're a romantic, actually. What role does love play in the human condition?
[03:35:19.580 --> 03:35:19.580]   You're a romantic, actually. What role does love play in the human condition?
[03:35:19.580 --> 03:35:19.580]   You're a romantic, actually. What role does love play in the human condition?
[03:35:19.580 --> 03:35:19.580]   You're a romantic, actually. What role does love play in the human condition?
[03:35:19.580 --> 03:35:19.580]   You're a romantic, actually. What role does love play in the human condition?
[03:35:19.580 --> 03:35:19.580]   You're a romantic, actually. What role does love play in the human condition?
[03:35:19.580 --> 03:35:19.580]   You're a romantic, actually. What role does love play in the human condition?
[03:35:19.580 --> 03:35:49.600]  ,
[03:35:49.600 --> 03:35:49.600]   You're a romantic, actually. What role does love play in the human condition?
[03:35:49.600 --> 03:35:49.600]   You're a romantic, actually. What role does love play in the human condition?
[03:35:49.600 --> 03:35:49.600]   You're a romantic, actually. What role does love play in the human condition?
[03:35:49.600 --> 03:35:49.600]   You're a romantic, actually. What role does love play in the human condition?
[03:35:49.600 --> 03:35:49.600]   You're a romantic, actually. What role does love play in the human condition?
[03:35:49.600 --> 03:35:49.600]   You're a romantic, actually. What role does love play in the human condition?
[03:35:49.600 --> 03:35:49.600]   You're a romantic, actually. What role does love play in the human condition?
[03:35:49.600 --> 03:35:49.600]   You're a romantic, actually. What role does love play in the human condition?
[03:35:49.600 --> 03:35:49.600]   You're a romantic, actually. What role does love play in the human condition? You're a romantic, actually. What role does love play in the human condition?
[03:35:49.620 --> 03:36:19.620]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:19.620 --> 03:36:19.620]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:19.620 --> 03:36:19.620]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:19.620 --> 03:36:19.620]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:19.620 --> 03:36:19.620]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:19.620 --> 03:36:19.620]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:19.620 --> 03:36:19.620]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:19.620 --> 03:36:19.620]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:19.620 --> 03:36:19.620]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:19.620 --> 03:36:19.620]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:19.620 --> 03:36:19.620]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:19.620 --> 03:36:49.640]  ,
[03:36:49.640 --> 03:36:49.640]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:49.640 --> 03:36:49.640]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:49.640 --> 03:36:49.640]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:49.640 --> 03:36:49.640]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:49.640 --> 03:36:49.640]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:49.640 --> 03:36:49.640]   I'm a romantic, actually. What role does love play in the human condition?
[03:36:49.680 --> 03:36:59.340]   my
[03:36:59.340 --> 03:37:03.440]   but why guess. I have a,,,,,...
[03:37:03.440 --> 03:37:18.280]  illon
[03:38:17.480 --> 03:38:17.480]   and I think that's one of the things I like about divorce as a practice and as almost looking at it like a spiritual practice. I think you just don't know what is a blessing right in the world. Like you just don't know. Like I, my father, I've spoken about this before publicly and he does frequently. My father's an alcoholic. My father's been in recovery now for seven years I think. Yeah. But he was bad alcoholic Vietnam veteran my whole life.
