
[00:00:00.000 --> 00:00:01.240]   we are becoming cyborgs.
[01:53:18.220 --> 01:53:21.740]   to like the medieval dark ages,
[01:53:21.740 --> 01:53:24.100]   but it just happened, I don't know the years,
[01:53:24.100 --> 01:53:26.980]   but like thousands of years earlier.
[01:53:26.980 --> 01:53:29.140]   And then we sort of like recover
[01:53:29.140 --> 01:53:31.260]   from the Bronze Age collapse,
[01:53:31.260 --> 01:53:34.300]   empire reemerged, writing and trade
[01:53:34.300 --> 01:53:35.620]   and everything reemerged,
[01:53:35.620 --> 01:53:40.420]   and then we of course had the more contemporary dark ages.
[01:53:40.420 --> 01:53:43.620]   - And then over time we've designed mechanism
[01:53:43.620 --> 01:53:46.380]   that lessened and lessened the capability
[01:53:46.380 --> 01:53:50.500]   for the destructive power centers to emerge.
[01:53:50.500 --> 01:53:51.740]   - There's more recording
[01:53:51.740 --> 01:53:54.220]   about the more contemporary dark ages.
[01:53:54.220 --> 01:53:55.620]   So I think we have like a better understanding
[01:53:55.620 --> 01:53:56.460]   of how to avoid it,
[01:53:56.460 --> 01:53:58.180]   but I still think we're at high risk for it.
[01:53:58.180 --> 01:54:00.660]   I think that's one of the big risks right now.
[01:54:00.660 --> 01:54:03.300]   - So the natural state of being for humans
[01:54:03.300 --> 01:54:04.980]   is for there to be a lot of Hitlers,
[01:54:04.980 --> 01:54:06.820]   which has gotten really good
[01:54:06.820 --> 01:54:10.020]   at making it hard for them to emerge.
[01:54:10.020 --> 01:54:12.700]   We've gotten better at collaboration
[01:54:12.700 --> 01:54:14.860]   and resisting the power,
[01:54:14.860 --> 01:54:16.860]   like authoritarians to come to power.
[01:54:16.860 --> 01:54:18.580]   - We're trying to go country by country,
[01:54:18.580 --> 01:54:19.900]   like we're moving past this.
[01:54:19.900 --> 01:54:21.500]   We're kind of like slowly incrementally
[01:54:21.660 --> 01:54:26.660]   moving towards not scary old school war stuff.
[01:54:26.660 --> 01:54:32.140]   And I think seeing it happen in some of the countries
[01:54:32.140 --> 01:54:33.780]   that at least nominally are like
[01:54:33.780 --> 01:54:36.700]   supposed to have moved past that,
[01:54:36.700 --> 01:54:39.380]   that's scary because it reminds us that it can happen
[01:54:39.380 --> 01:54:42.580]   in the places that have made,
[01:54:42.580 --> 01:54:47.060]   supposedly, hopefully moved past that.
[01:54:47.060 --> 01:54:49.420]   - And possibly at a civilization level,
[01:54:49.420 --> 01:54:51.660]   like you said, supply chain collapse
[01:54:51.660 --> 01:54:54.300]   might make people resource constrained,
[01:54:54.300 --> 01:54:59.300]   might make people desperate, angry, hateful, violent,
[01:54:59.300 --> 01:55:01.500]   and drag us right back in.
[01:55:01.500 --> 01:55:03.980]   - I mean, supply chain collapse is how,
[01:55:03.980 --> 01:55:06.260]   like the ultimate thing that caused the middle ages
[01:55:06.260 --> 01:55:08.260]   was supply chain collapse.
[01:55:08.260 --> 01:55:09.460]   It's like people,
[01:55:09.460 --> 01:55:12.380]   because people were reliant on a certain level of technology,
[01:55:12.380 --> 01:55:14.140]   like people, like you look at like Britain,
[01:55:14.140 --> 01:55:15.380]   like they had glass,
[01:55:15.380 --> 01:55:17.540]   like people had aqueducts,
[01:55:17.540 --> 01:55:20.420]   people had like indoor heating and cooling
[01:55:20.420 --> 01:55:23.380]   and like running water and like buy food
[01:55:23.380 --> 01:55:26.020]   from all over the world and trade and markets.
[01:55:26.020 --> 01:55:28.540]   Like people didn't know how to hunt and forage and gather.
[01:55:28.540 --> 01:55:29.820]   And so we're in a similar situation.
[01:55:29.820 --> 01:55:33.740]   We are not educated enough to survive without technology.
[01:55:33.740 --> 01:55:35.380]   So if we have a supply chain collapse
[01:55:35.380 --> 01:55:38.340]   that like limits our access to technology,
[01:55:38.340 --> 01:55:41.300]   there will be like massive starvation and violence
[01:55:41.300 --> 01:55:43.140]   and displacement and war.
[01:55:43.140 --> 01:55:47.300]   Like, you know, it's all like, yeah.
[01:55:47.300 --> 01:55:51.740]   In my opinion, it's like the primary marker of dark,
[01:55:51.740 --> 01:55:52.580]   like what a dark age is.
[01:55:52.580 --> 01:55:54.380]   - Well, technology is kind of enabling us
[01:55:54.380 --> 01:55:57.220]   to be more resilient in terms of supply chain,
[01:55:57.220 --> 01:56:00.820]   in terms of, to all the different catastrophic events
[01:56:00.820 --> 01:56:02.060]   that happened to us.
[01:56:02.060 --> 01:56:03.900]   Although the pandemic has kind of challenged
[01:56:03.900 --> 01:56:07.660]   our preparedness for the catastrophic.
[01:56:07.660 --> 01:56:09.220]   What do you think is the coolest invention
[01:56:09.220 --> 01:56:11.100]   humans come up with?
[01:56:11.100 --> 01:56:14.620]   The wheel, fire, cooking meat.
[01:56:14.620 --> 01:56:16.220]   - Computers.
[01:56:16.220 --> 01:56:17.060]   - Computers.
[01:56:17.060 --> 01:56:17.900]   - Freaking computers.
[01:56:17.900 --> 01:56:19.500]   - Internet or computers, which one?
[01:56:19.500 --> 01:56:20.340]   What do you think the--
[01:56:20.340 --> 01:56:22.380]   - Previous technologies, I mean,
[01:56:22.380 --> 01:56:23.660]   may have even been more profound
[01:56:23.660 --> 01:56:24.740]   and moved us to a certain degree,
[01:56:24.740 --> 01:56:27.340]   but I think the computers are what make us homo-techno.
[01:56:27.340 --> 01:56:30.740]   I think this is what, it's a brain augmentation.
[01:56:30.740 --> 01:56:33.820]   And so it like allows for actual evolution.
[01:56:33.820 --> 01:56:35.460]   Like the computers accelerate the degree
[01:56:35.460 --> 01:56:37.020]   to which all the other technologies
[01:56:37.020 --> 01:56:38.620]   can also be accelerated.
[01:56:38.620 --> 01:56:40.660]   - Would you classify yourself as a homo sapien
[01:56:40.660 --> 01:56:41.540]   or a homo techno?
[01:56:41.540 --> 01:56:43.020]   - Definitely homo techno.
[01:56:43.020 --> 01:56:46.900]   - So you're one of the earliest of the species.
[01:56:46.900 --> 01:56:49.180]   - I think most of us are.
[01:56:49.180 --> 01:56:51.620]   Like as I said, I think if you
[01:56:51.620 --> 01:56:56.900]   looked at brain scans of us versus
[01:56:56.900 --> 01:57:00.900]   humans 100 years ago, it would look very different.
[01:57:00.900 --> 01:57:03.740]   I think we are physiologically different.
[01:57:03.740 --> 01:57:05.580]   - Just even the interaction with the devices
[01:57:05.580 --> 01:57:06.700]   has changed our brains.
[01:57:06.700 --> 01:57:08.580]   - Well, and if you look at,
[01:57:08.580 --> 01:57:11.220]   a lot of studies are coming out to show that
[01:57:11.220 --> 01:57:13.100]   there's a degree of inherited memory.
[01:57:13.100 --> 01:57:15.380]   So some of these physiological changes in theory
[01:57:15.380 --> 01:57:18.020]   should be, we should be passing them on.
[01:57:18.020 --> 01:57:20.580]   So like that's, you know, that's not like
[01:57:20.580 --> 01:57:23.180]   an instance of physiological change
[01:57:23.180 --> 01:57:24.140]   that's gonna fizzle out.
[01:57:24.140 --> 01:57:28.060]   In theory, that should progress like to our offspring.
[01:57:28.060 --> 01:57:30.420]   - Speaking of offspring,
[01:57:30.420 --> 01:57:33.180]   what advice would you give to a young person
[01:57:33.180 --> 01:57:34.340]   like in high school?
[01:57:34.340 --> 01:57:40.660]   Whether there be an artist, a creative, an engineer,
[01:57:40.660 --> 01:57:45.060]   any kind of career path,
[01:57:45.060 --> 01:57:46.300]   or maybe just life in general,
[01:57:46.300 --> 01:57:48.700]   how they can live a life they can be proud of.
[01:57:48.700 --> 01:57:50.780]   - I think one of my big thoughts,
[01:57:50.780 --> 01:57:53.180]   and like, especially now having kids,
[01:57:53.180 --> 01:57:55.460]   is that I don't think we spend enough time
[01:57:55.460 --> 01:57:56.820]   teaching creativity.
[01:57:56.820 --> 01:57:59.300]   And I think creativity is a muscle like other things.
[01:57:59.300 --> 01:58:01.460]   And there's a lot of emphasis on,
[01:58:01.460 --> 01:58:02.860]   you know, learn how to play the piano
[01:58:02.860 --> 01:58:04.020]   and then you can write a song
[01:58:04.020 --> 01:58:05.460]   or like learn the technical stuff
[01:58:05.460 --> 01:58:07.020]   and then you can do a thing.
[01:58:07.020 --> 01:58:08.060]   But I think it's,
[01:58:08.060 --> 01:58:10.980]   like I have a friend who's like
[01:58:10.980 --> 01:58:12.620]   world's greatest guitar player,
[01:58:13.740 --> 01:58:15.780]   like, you know, amazing sort of like producer,
[01:58:15.780 --> 01:58:16.660]   works with other people,
[01:58:16.660 --> 01:58:18.980]   but he's really sort of like,
[01:58:18.980 --> 01:58:20.740]   you know, he like engineers and records things
[01:58:20.740 --> 01:58:21.780]   and like does solos,
[01:58:21.780 --> 01:58:23.500]   but he doesn't really like make his own music.
[01:58:23.500 --> 01:58:26.020]   And I was talking to him and I was like,
[01:58:26.020 --> 01:58:27.340]   "Dude, you're so talented at music.
[01:58:27.340 --> 01:58:28.860]   Like, why don't you make music or whatever?"
[01:58:28.860 --> 01:58:29.700]   And he was like,
[01:58:29.700 --> 01:58:32.100]   "Cause I got, I'm too old.
[01:58:32.100 --> 01:58:34.220]   I never learned the creative muscle."
[01:58:34.220 --> 01:58:36.700]   And it's like, you know, it's embarrassing.
[01:58:36.700 --> 01:58:39.260]   It's like learning the creative muscle
[01:58:39.260 --> 01:58:40.820]   takes a lot of failure.
[01:58:40.820 --> 01:58:43.020]   And it also sort of,
[01:58:43.020 --> 01:58:45.860]   if when you're being creative,
[01:58:45.860 --> 01:58:48.180]   you know, you're throwing paint at a wall
[01:58:48.180 --> 01:58:49.500]   and a lot of stuff will fail.
[01:58:49.500 --> 01:58:51.220]   So like part of it is like a tolerance
[01:58:51.220 --> 01:58:53.060]   for failure and humiliation.
[01:58:53.060 --> 01:58:55.700]   - And somehow that's easier to develop when you're young.
[01:58:55.700 --> 01:58:56.540]   - Yeah.
[01:58:56.540 --> 01:58:58.180]   - Or be persist through it when you're young.
[01:58:58.180 --> 01:59:00.780]   - Everything is easier to develop when you're young.
[01:59:00.780 --> 01:59:03.420]   Yes.
[01:59:03.420 --> 01:59:04.820]   - And the younger the better.
[01:59:04.820 --> 01:59:05.660]   It could destroy you.
[01:59:05.660 --> 01:59:08.500]   I mean, that's the shitty thing about creativity.
[01:59:08.900 --> 01:59:12.220]   You know, failure could destroy you if you're not careful,
[01:59:12.220 --> 01:59:13.380]   but that's a risk worth taking.
[01:59:13.380 --> 01:59:14.980]   - But also, at a young age,
[01:59:14.980 --> 01:59:17.780]   developing a tolerance to failure is good.
[01:59:17.780 --> 01:59:19.860]   I fail all the time.
[01:59:19.860 --> 01:59:22.380]   Like I do stupid shit all the time.
[01:59:22.380 --> 01:59:24.780]   Like in public, I get canceled for,
[01:59:24.780 --> 01:59:27.020]   I make all kinds of mistakes,
[01:59:27.020 --> 01:59:30.540]   but I just like am very resilient about making mistakes.
[01:59:30.540 --> 01:59:32.980]   And so then like I do a lot of things
[01:59:32.980 --> 01:59:34.180]   that like other people wouldn't do.
[01:59:34.180 --> 01:59:37.540]   And like, I think my greatest asset is my creativity.
[01:59:37.540 --> 01:59:39.860]   And I think tolerance to failure
[01:59:39.860 --> 01:59:43.420]   is just a super essential thing
[01:59:43.420 --> 01:59:45.460]   that should be taught before other things.
[01:59:45.460 --> 01:59:46.380]   - Brilliant advice.
[01:59:46.380 --> 01:59:47.460]   Yeah, yeah.
[01:59:47.460 --> 01:59:51.580]   I wish everybody encouraged sort of failure more
[01:59:51.580 --> 01:59:52.420]   as opposed to kind of--
[01:59:52.420 --> 01:59:53.500]   - 'Cause we like punish failure.
[01:59:53.500 --> 01:59:55.380]   We're like, no, like when we were teaching kids,
[01:59:55.380 --> 01:59:56.380]   we're like, no, that's wrong.
[01:59:56.380 --> 01:59:57.860]   Like that's, you know,
[01:59:57.860 --> 02:00:04.420]   X keeps like, will be like wrong.
[02:00:04.420 --> 02:00:05.780]   Like he'll say like crazy things.
[02:00:06.260 --> 02:00:09.740]   X keeps being like bubble car, bubble car.
[02:00:09.740 --> 02:00:14.740]   And I'm like, what's a bubble car?
[02:00:14.740 --> 02:00:16.660]   Like it doesn't, like, but I don't wanna be like,
[02:00:16.660 --> 02:00:17.500]   no, you're wrong.
[02:00:17.500 --> 02:00:20.340]   I'm like, you're thinking of weird, crazy shit.
[02:00:20.340 --> 02:00:22.260]   Like, I don't know what a bubble car is, but like--
[02:00:22.260 --> 02:00:23.460]   - He's creating worlds
[02:00:23.460 --> 02:00:25.180]   and they might be internally consistent.
[02:00:25.180 --> 02:00:26.500]   And through that, he might discover
[02:00:26.500 --> 02:00:27.860]   something fundamental about this world.
[02:00:27.860 --> 02:00:30.180]   - Yeah, or he'll like rewrite songs
[02:00:30.180 --> 02:00:32.100]   with words that he prefers.
[02:00:32.100 --> 02:00:34.580]   So like, instead of baby shark, he says baby car.
[02:00:35.460 --> 02:00:36.300]   It's like--
[02:00:36.300 --> 02:00:39.500]   (both laughing)
[02:00:39.500 --> 02:00:41.140]   - Maybe he's onto something.
[02:00:41.140 --> 02:00:42.780]   Let me ask the big ridiculous question.
[02:00:42.780 --> 02:00:44.100]   We were kind of dancing around it,
[02:00:44.100 --> 02:00:47.180]   but what do you think is the meaning
[02:00:47.180 --> 02:00:48.940]   of this whole thing we have here?
[02:00:48.940 --> 02:00:52.980]   Of human civilization, of life on earth,
[02:00:52.980 --> 02:00:55.100]   but in general, just life.
[02:00:55.100 --> 02:00:57.380]   What's the meaning of life?
[02:00:57.380 --> 02:00:58.220]   C.
[02:00:58.220 --> 02:01:02.580]   - Have you, did you read "Novacene" yet?
[02:01:02.580 --> 02:01:03.820]   By James Lovelock?
[02:01:03.820 --> 02:01:06.380]   You're doing a lot of really good book recommendations here.
[02:01:06.380 --> 02:01:07.580]   - I haven't even finished this,
[02:01:07.580 --> 02:01:10.300]   so I'm a huge fraud yet again.
[02:01:10.300 --> 02:01:12.660]   But like really early in the book,
[02:01:12.660 --> 02:01:14.540]   he says this amazing thing.
[02:01:14.540 --> 02:01:16.540]   Like, I feel like everyone's so sad and cynical.
[02:01:16.540 --> 02:01:18.740]   Like, everyone's like the Fermi paradox and everyone,
[02:01:18.740 --> 02:01:19.780]   I just keep hearing people being like,
[02:01:19.780 --> 02:01:21.340]   "Fuck, what if we're alone?
[02:01:21.340 --> 02:01:23.420]   Like, oh no, ah, like, ah, ah."
[02:01:23.420 --> 02:01:25.100]   And I'm like, "Okay, but like, wait,
[02:01:25.100 --> 02:01:26.780]   what if this is the beginning?"
[02:01:26.780 --> 02:01:28.460]   Like, in "Novacene," he says,
[02:01:28.460 --> 02:01:31.380]   this is not gonna be a correct,
[02:01:31.380 --> 02:01:32.580]   I can't like memorize quotes,
[02:01:32.580 --> 02:01:34.260]   but he says something like,
[02:01:34.260 --> 02:01:40.020]   "What if our consciousness, like right now,
[02:01:40.020 --> 02:01:43.420]   like this is the universe waking up?
