
[00:00:00.000 --> 00:00:08.380]   and you see that manifest itself on D-Day, where you've got 6,939 vessels, of which there are 1,213
[03:07:25.760 --> 03:07:29.280]   sort of, you know, we, we want to draw a straight line to Berlin and that's the quickest way. And
[03:07:29.280 --> 03:07:34.480]   let's do, do it that way. So it's kind of a different viewpoint and, but Roosevelt kind of
[03:07:34.480 --> 03:07:39.680]   gets that and agrees to that. So that's where the whole North Africa Mediterranean campaign comes from.
[03:07:39.680 --> 03:07:44.400]   And as a consequence of the huge commitment to Tunisia, you know, three and a half thousand aircraft,
[03:07:44.400 --> 03:07:50.800]   huge navies, you know, two army allied armies, um, in North Africa, by the time Tunisia is one in
[03:07:50.800 --> 03:07:54.560]   mid May, 1943, they think, well, we've got all this here. We might as well kind of really try
[03:07:54.560 --> 03:07:57.920]   and get put the nail into the coffin of Italy's war, get them out of the battle.
[03:07:57.920 --> 03:08:00.960]   You know, Sicily is an obvious one. Let's go in there and then we can take a view.
[03:08:00.960 --> 03:08:06.960]   But between Sicily happening and the fall of North Africa is the Trident conference in Washington. And
[03:08:06.960 --> 03:08:11.440]   that is where the decision is made. The Americans go, okay, enough of this opportunistic stuff.
[03:08:12.080 --> 03:08:19.360]   let's just, okay, we get it. We buy it, but no more faffing around, you know, May, 1944,
[03:08:19.360 --> 03:08:24.320]   one year hence, we are going to cross the Atlantic and the British go, okay, fair cop, we'll do that.
[03:08:24.320 --> 03:08:29.600]   So, so that is where Operation Overlord, as it becomes, gets given its code name,
[03:08:29.600 --> 03:08:34.320]   its operational name. That's when the planning starts. Serious planning starts at the beginning
[03:08:34.320 --> 03:08:41.680]   of 1944. And one of the lessons from Sicily to Normandy is that you can't have commanders fighting
[03:08:41.680 --> 03:08:46.880]   one battle whilst preparing for the next one. So you have to have a separate, um, uh, command structure.
[03:08:46.880 --> 03:08:51.040]   And that's okay because by this time we've got enough people that have got experience of battlefield
[03:08:51.040 --> 03:08:54.960]   command that you can actually split it. There are very good reasons for going into Italy,
[03:08:54.960 --> 03:09:00.560]   not least getting the Foggia airfields so that you can further tighten the noose around Nazi Germany.
[03:09:00.560 --> 03:09:05.680]   And one of the great prerequisites for the Normandy invasion is total control of air power of the air,
[03:09:05.680 --> 03:09:10.960]   of the airspace, not just over Normandy, but over a large swathe of Northwest Europe.
[03:09:10.960 --> 03:09:15.440]   Why is that? Because the moment you land in Normandy, the cat is out of the bag
[03:09:16.160 --> 03:09:20.560]   and it's then a race between which side can build up men and material quickest.
[03:09:20.560 --> 03:09:24.560]   Is it going to be the allies who've got to come from Southern England, which is a distance of
[03:09:24.560 --> 03:09:30.560]   a slow journey across seas and the distance between kind of 80 and 130 miles away?
[03:09:30.560 --> 03:09:33.520]   Or is it going to be the Germans that are already on the continent?
[03:09:33.520 --> 03:09:37.600]   Well, clearly on paper, it's the Germans. So you have to slow up the Germans. Well, how do you do that?
[03:09:37.600 --> 03:09:43.680]   We do that by destroying their means of getting there. So bridges, destroy the bridges over the Seine,
[03:09:43.680 --> 03:09:48.080]   destroy all the bridges over the Lavoie, hit the marshaling yards. The German, the glue that keeps
[03:09:48.080 --> 03:09:53.440]   the German war machine together is the Reichsbahn, the German railway network. So destroy the railway as
[03:09:53.440 --> 03:09:58.480]   much as you possibly can and make it difficult for the Germans to reinforce the Normandy British head
[03:09:58.480 --> 03:10:03.360]   as and when it comes. But the way you do that in turn is by very low level precision bombing,
[03:10:03.360 --> 03:10:09.200]   and that has to be done by twin engine, faster, smaller bombers going in low. But the problem is,
[03:10:09.200 --> 03:10:14.160]   is you can't go low and destroy those bridges if you've got Fockelwolves and Messerschmitts hovering
[03:10:14.160 --> 03:10:19.200]   above you. So you've got to destroy those, which is why you need to have air superiority over this large
[03:10:19.200 --> 03:10:25.840]   wave of Northwest Europe to do that. The problem is that while the industrial heartland of Nazi Germany is
[03:10:25.840 --> 03:10:30.880]   in the West is in the Ruhr era, which is very convenient for bombers coming out of Lincolnshire
[03:10:30.880 --> 03:10:37.760]   or East Anglia on the east flat, east side of, of Great Britain, the aircraft industry is much deeper
[03:10:37.760 --> 03:10:43.840]   into the Reich and it is beyond the range of fighter escorts for the bombers. And the American daylight
[03:10:43.840 --> 03:10:49.200]   bombers who are going over are discovering that despite being called flying fortresses, they're not fortresses,
[03:10:49.200 --> 03:10:55.120]   they're actually getting decimated. And whenever their bombers go in strength over to try and hit the
[03:10:55.120 --> 03:11:01.040]   aircraft industry in Germany, beyond fighter range, they get decimated. First, infamously on the Schweinfurt
[03:11:01.040 --> 03:11:06.800]   Regenburg's raid on the 17th of August 1943, coincidentally the same day that Sicily falls to the Allies,
[03:11:06.800 --> 03:11:12.640]   and also coincidentally the same day that face-to-face negotiations begin with the Italians for an armistice in
[03:11:12.640 --> 03:11:19.040]   Lisbon. But on that day of the 324 heavy bombers that the Americans send over to hit Schweinfurt and Regensburg,
[03:11:19.040 --> 03:11:24.880]   whether a Messerschmitt plant and also a ball bearing plant, which is essential for aircraft manufacturing,
[03:11:24.880 --> 03:11:31.200]   they lose 60 shot down and a further 130-odd, really, really badly damaged. And even for the vast
[03:11:31.200 --> 03:11:38.880]   numbers of manpower and bombers that are coming out of America, this is too much. So they can't sustain
[03:11:38.880 --> 03:11:42.880]   it. So they've got to find a fighter escort that's going to be able to escort them all the way into the
[03:11:42.880 --> 03:11:48.560]   into the Reich, and the race is on. Because basically, if they haven't got one airspace by April 1944,
[03:11:48.560 --> 03:11:53.440]   it's game over. You can't do a cross-channel invasion. You have to have that control of the
[03:11:53.440 --> 03:11:58.640]   airspace beforehand. So the race is on. Unfortunately, they come up with a solution, which is the P-51 Mustang,
[03:11:58.640 --> 03:12:04.160]   which has originally been commissioned in May 1940 by the British, developed from sketches to reality in
[03:12:04.160 --> 03:12:09.040]   117 days. It's a work of absolute genius. But start off its harness with a really bad engine.
[03:12:09.040 --> 03:12:14.480]   The Allison engine is just not right for that aircraft. And it's not until a Rolls-Royce Merlin,
[03:12:14.480 --> 03:12:19.040]   which is the same one that powers the Lancaster, the Mosquito and Spitfire and Hurricane, is put into the
[03:12:19.040 --> 03:12:24.720]   P-51 Mustang that suddenly you've got your solution. Because that means it can now fly with extra drop
[03:12:24.720 --> 03:12:30.880]   tanks and fuel tanks. It's so aerodynamic and it's so good, the higher it goes with this engine,
[03:12:30.880 --> 03:12:35.520]   the more fuel efficient it becomes. It can actually fly over 1,400 miles, which gets you not just to
[03:12:35.520 --> 03:12:41.280]   Berlin and back, but to Warsaw and back. So suddenly, you've got that solution. And actually, by April 1944,
[03:12:41.280 --> 03:12:45.600]   they have cleared airspace. And by the end of May 1944, just on the eve of the invasion,
[03:12:45.600 --> 03:12:54.560]   Operation Overlord, the closest German aircraft that is seen fighting allied aircraft is 500 miles.
[03:12:54.560 --> 03:13:00.720]   from the beachhead. So it is absolutely job done. Meanwhile, new fighter, comparatively new
[03:13:00.720 --> 03:13:08.720]   ground attack fighter planes like Typhoons and Tempests and adapted P-47 Thunderbolts are attacking
[03:13:08.720 --> 03:13:13.280]   the German radar stations all along the coastline, because they now do have an air defense system.
[03:13:13.280 --> 03:13:20.160]   They're destroying kind of 90% of their effectiveness. And in the intelligence game,
[03:13:20.160 --> 03:13:24.400]   they're winning that one as well. They're just much better because in Germany, intelligence is
[03:13:24.400 --> 03:13:29.680]   power. So Hitler always has this kind of divide and rule thing going on. So you have parallel command
[03:13:29.680 --> 03:13:34.240]   structures, which is not conducive to bringing together of intelligence. And while much play
[03:13:34.240 --> 03:13:38.720]   has been made about the successes of Bletchley and code-breaking and all the rest of it, actually,
[03:13:38.720 --> 03:13:43.440]   what you have to do is you have to see the kind of the decrypts that the Bletchley cryptanalysts do
[03:13:43.440 --> 03:13:50.640]   as just a cog. And those various cogs together from listening services to photo reconnaissance to agents
[03:13:50.640 --> 03:13:55.440]   on the ground, the cogs collectively add up to more than some of their individual parts.
[03:13:55.440 --> 03:14:00.720]   And so the intelligence picture is a broad picture rather than just code-breaking. But anyway, they win
[03:14:00.720 --> 03:14:06.240]   that particular battle as well. And what you see really with D-Day is, I think, is the zenith of
[03:14:06.240 --> 03:14:12.720]   coalition warfare. What you've got is you've got multiple nations who have different overall aims,
[03:14:12.720 --> 03:14:19.600]   different cultures, different attitudes, different start points, but they have all coalesced into one
[03:14:19.600 --> 03:14:24.800]   common goal. And until they've achieved that common goal, they're going to put differences to one side.
[03:14:25.440 --> 03:14:30.800]   You know, much play has been made about kind of anglophobia amongst American commanders and
