
[00:00:00.000 --> 00:00:12.000]   these are
[01:19:46.900 --> 01:19:47.900]   I think it's a very important issue.
[01:19:47.900 --> 01:19:48.900]   I think it's a very important issue.
[01:19:48.900 --> 01:19:49.900]   I think it's a very important issue.
[01:19:49.900 --> 01:19:50.900]   I think it's a very important issue.
[01:19:50.900 --> 01:19:51.900]   I think it's a very important issue.
[01:19:51.900 --> 01:19:52.900]   I think it's a very important issue.
[01:19:52.900 --> 01:19:53.900]   I think it's a very important issue.
[01:19:53.900 --> 01:19:54.900]   I think it's a very important issue.
[01:19:54.900 --> 01:19:55.900]   I think it's a very important issue.
[01:19:55.900 --> 01:19:56.900]   I think it's a very important issue.
[01:19:56.900 --> 01:19:57.900]   I think it's a very important issue.
[01:19:57.900 --> 01:19:58.900]   I think it's a very important issue.
[01:19:58.900 --> 01:19:59.900]   I think it's a very important issue.
[01:19:59.900 --> 01:20:00.900]   I think it's a very important issue.
[01:20:00.900 --> 01:20:01.900]   I think it's a very important issue.
[01:20:01.900 --> 01:20:02.900]   I think it's a very important issue.
[01:20:02.900 --> 01:20:03.900]   I think it's a very important issue.
[01:20:03.900 --> 01:20:04.900]   I think it's a very important issue.
[01:20:04.900 --> 01:20:05.900]   I think it's a very important issue.
[01:20:05.900 --> 01:20:06.900]   I think it's a very important issue.
[01:20:06.900 --> 01:20:07.900]   I think it's a very important issue.
[01:20:07.900 --> 01:20:08.900]   I think it's a very important issue.
[01:20:08.900 --> 01:20:09.900]   I think it's a very important issue.
[01:20:09.900 --> 01:20:10.900]   I think it's a very important issue.
[01:20:10.900 --> 01:20:11.900]   I think it's a very important issue.
[01:20:11.900 --> 01:20:12.900]   I think it's a very important issue.
[01:20:12.900 --> 01:20:13.900]   I think it's a very important issue.
[01:20:13.900 --> 01:20:14.900]   I think it's a very important issue.
[01:20:14.900 --> 01:20:15.900]   I think it's a very important issue.
[01:20:15.900 --> 01:20:16.900]   I think it's a very important issue.
[01:20:16.900 --> 01:20:17.900]   I think it's a very important issue.
[01:20:17.900 --> 01:20:18.900]   I think it's a very important issue.
[01:20:18.900 --> 01:20:19.900]   I think it's a very important issue.
[01:20:19.900 --> 01:20:20.900]   I think it's a very important issue.
[01:20:20.900 --> 01:20:21.900]   I think it's a very important issue.
[01:20:21.900 --> 01:20:22.900]   I think it's a very important issue.
[01:20:22.900 --> 01:20:23.900]   I think it's a very important issue.
[01:20:23.900 --> 01:20:24.900]   I think it's a very important issue.
[01:20:24.900 --> 01:20:25.900]   I think it's a very important issue.
[01:20:25.900 --> 01:20:26.900]   I think it's a very important issue.
[01:20:26.900 --> 01:20:27.900]   I think it's a very important issue.
[01:20:27.900 --> 01:20:28.900]   I think it's a very important issue.
[01:20:28.900 --> 01:20:29.900]   I think it's a very important issue.
[01:20:29.900 --> 01:20:30.900]   I think it's a very important issue.
[01:20:30.900 --> 01:20:31.900]   I think it's a very important issue.
[01:20:31.900 --> 01:20:32.900]   I think it's a very important issue.
[01:20:32.900 --> 01:20:33.900]   I think it's a very important issue.
[01:20:33.900 --> 01:20:34.900]   I think it's a very important issue.
[01:20:34.900 --> 01:20:35.900]   I think it's a very important issue.
[01:20:35.900 --> 01:20:36.900]   I think it's a very important issue.
[01:20:36.900 --> 01:20:37.900]   I think it's a very important issue.
[01:20:37.900 --> 01:20:38.900]   I think it's a very important issue.
[01:20:38.900 --> 01:20:39.900]   I think it's a very important issue.
[01:20:39.900 --> 01:20:40.900]   I think it's a very important issue.
[01:20:40.900 --> 01:20:41.900]   I think it's a very important issue.
[01:20:41.900 --> 01:20:42.900]   I think it's a very important issue.
[01:20:42.900 --> 01:20:43.900]   I think it's a very important issue.
[01:20:43.900 --> 01:20:44.900]   I think it's a very important issue.
[01:20:44.900 --> 01:20:45.900]   I think it's a very important issue.
[01:20:45.900 --> 01:20:46.900]   I think it's a very important issue.
[01:20:46.900 --> 01:20:47.900]   I think it's a very important issue.
[01:20:47.900 --> 01:20:48.900]   I think it's a very important issue.
[01:20:48.900 --> 01:20:49.900]   I think it's a very important issue.
[01:20:49.900 --> 01:20:50.900]   I think it's a very important issue.
[01:20:50.900 --> 01:20:51.900]   I think it's a very important issue.
[01:20:51.900 --> 01:20:52.900]   I think it's a very important issue.
[01:20:52.900 --> 01:20:53.900]   I think it's a very important issue.
[01:20:53.900 --> 01:20:54.900]   I think it's a very important issue.
[01:20:54.900 --> 01:20:55.900]   I think it's a very important issue.
[01:20:55.900 --> 01:20:56.900]   I think it's a very important issue.
[01:20:56.900 --> 01:20:57.900]   I think it's a very important issue.
[01:20:57.900 --> 01:20:58.900]   I think it's a very important issue.
[01:20:58.900 --> 01:20:59.900]   I think it's a very important issue.
[01:20:59.900 --> 01:21:00.900]   I think it's a very important issue.
[01:21:00.900 --> 01:21:01.900]   I think it's a very important issue.
[01:21:01.900 --> 01:21:02.900]   I think it's a very important issue.
[01:21:02.900 --> 01:21:03.900]   I think it's a very important issue.
[01:21:03.900 --> 01:21:04.900]   I think it's a very important issue.
[01:21:04.900 --> 01:21:05.900]   I think it's a very important issue.
[01:21:05.900 --> 01:21:06.900]   I think it's a very important issue.
[01:21:06.900 --> 01:21:07.900]   I think it's a very important issue.
[01:21:07.900 --> 01:21:08.900]   I think it's a very important issue.
[01:21:08.900 --> 01:21:09.900]   I think it's a very important issue.
[01:21:09.900 --> 01:21:10.900]   I think it's a very important issue.
[01:21:10.900 --> 01:21:11.900]   I think it's a very important issue.
[01:21:11.900 --> 01:21:12.900]   I think it's a very important issue.
[01:21:12.900 --> 01:21:13.900]   I think it's a very important issue.
[01:21:13.900 --> 01:21:14.900]   I think it's a very important issue.
[01:21:14.900 --> 01:21:15.900]   I think it's a very important issue.
[01:21:15.900 --> 01:21:16.900]   I think it's a very important issue.
[01:21:16.900 --> 01:21:17.900]   I think it's a very important issue.
[01:21:17.900 --> 01:21:18.900]   I think it's a very important issue.
[01:21:18.900 --> 01:21:19.900]   I think it's a very important issue.
[01:21:19.900 --> 01:21:20.900]   I think it's a very important issue.
[01:21:20.900 --> 01:21:21.900]   I think it's a very important issue.
[01:21:21.900 --> 01:21:22.900]   I think it's a very important issue.
[01:21:22.900 --> 01:21:23.900]   I think it's a very important issue.
[01:21:23.900 --> 01:21:24.900]   I think it's a very important issue.
[01:21:24.900 --> 01:21:25.900]   I think it's a very important issue.
[01:21:25.900 --> 01:21:26.900]   I think it's a very important issue.
[01:21:26.900 --> 01:21:27.900]   I think it's a very important issue.
[01:21:27.900 --> 01:21:28.900]   I think it's a very important issue.
[01:21:28.900 --> 01:21:29.900]   I think it's a very important issue.
[01:21:29.900 --> 01:21:30.900]   I think it's a very important issue.
[01:21:30.900 --> 01:21:31.900]   I think it's a very important issue.
[01:21:31.900 --> 01:21:32.900]   I think it's a very important issue.
[01:21:32.900 --> 01:21:33.900]   I think it's a very important issue.
[01:21:33.900 --> 01:21:34.900]   I think it's a very important issue.
[01:21:34.900 --> 01:21:35.900]   I think it's a very important issue.
[01:21:35.900 --> 01:21:36.900]   I think it's a very important issue.
[01:21:36.900 --> 01:21:37.900]   I think it's a very important issue.
[01:21:37.900 --> 01:21:38.900]   I think it's a very important issue.
[01:21:38.900 --> 01:21:39.900]   I think it's a very important issue.
[01:21:39.900 --> 01:21:40.900]   I think it's a very important issue.
[01:21:40.900 --> 01:21:41.900]   I think it's a very important issue.
[01:21:41.900 --> 01:21:42.900]   I think it's a very important issue.
[01:21:42.900 --> 01:21:43.900]   I think it's a very important issue.
[01:21:43.900 --> 01:21:44.900]   I think it's a very important issue.
[01:21:44.900 --> 01:21:45.900]   I think it's a very important issue.
[01:21:45.900 --> 01:21:46.900]   I think it's a very important issue.
[01:21:46.900 --> 01:21:47.900]   I think it's a very important issue.
[01:21:47.900 --> 01:21:48.900]   I think it's a very important issue.
[01:21:48.900 --> 01:21:49.900]   I think it's a very important issue.
[01:21:49.900 --> 01:21:50.900]   I think it's a very important issue.
[01:21:50.900 --> 01:21:51.900]   I think it's a very important issue.
[01:21:51.900 --> 01:21:52.900]   I think it's a very important issue.
[01:21:52.900 --> 01:21:53.900]   I think it's a very important issue.
[01:21:53.900 --> 01:21:54.900]   I think it's a very important issue.
[01:21:54.900 --> 01:21:55.900]   I think it's a very important issue.
[01:21:55.900 --> 01:21:56.900]   I think it's a very important issue.
[01:21:56.900 --> 01:21:57.900]   I think it's a very important issue.
[01:21:57.900 --> 01:21:58.900]   I think it's a very important issue.
[01:21:58.900 --> 01:21:59.900]   I think it's a very important issue.
[01:21:59.900 --> 01:22:00.900]   I think it's a very important issue.
[01:22:00.900 --> 01:22:01.900]   I think it's a very important issue.
[01:22:01.900 --> 01:22:02.900]   I think it's a very important issue.
[01:22:02.900 --> 01:22:03.900]   I think it's a very important issue.
[01:22:03.900 --> 01:22:04.900]   I think it's a very important issue.
[01:22:04.900 --> 01:22:05.900]   I think it's a very important issue.
[01:22:05.900 --> 01:22:06.900]   I think it's a very important issue.
[01:22:06.900 --> 01:22:07.900]   I think it's a very important issue.
[01:22:07.900 --> 01:22:08.900]   I think it's a very important issue.
[01:22:08.900 --> 01:22:09.900]   I think it's a very important issue.
[01:22:09.900 --> 01:22:10.900]   I think it's a very important issue.
[01:22:10.900 --> 01:22:11.900]   I think it's a very important issue.
[01:22:11.900 --> 01:22:12.900]   I think it's a very important issue.
[01:22:12.900 --> 01:22:13.900]   I think it's a very important issue.
[01:22:13.900 --> 01:22:14.900]   I think it's a very important issue.
[01:22:14.900 --> 01:22:15.900]   I think it's a very important issue.
[01:22:15.900 --> 01:22:16.900]   I think it's a very important issue.
[01:22:16.900 --> 01:22:17.900]   I think it's a very important issue.
[01:22:17.900 --> 01:22:18.900]   I think it's a very important issue.
[01:22:18.900 --> 01:22:19.900]   I think it's a very important issue.
[01:22:19.900 --> 01:22:20.900]   I think it's a very important issue.
[01:22:20.900 --> 01:22:21.900]   I think it's a very important issue.
[01:22:21.900 --> 01:22:22.900]   I think it's a very important issue.
[01:22:22.900 --> 01:22:23.900]   I think it's a very important issue.
[01:22:23.900 --> 01:22:24.900]   I think it's a very important issue.
[01:22:24.900 --> 01:22:25.900]   I think it's a very important issue.
[01:22:25.900 --> 01:22:26.900]   I think it's a very important issue.
[01:22:26.900 --> 01:22:27.900]   I think it's a very important issue.
[01:22:27.900 --> 01:22:28.900]   I think it's a very important issue.
[01:22:28.900 --> 01:22:29.900]   I think it's a very important issue.
[01:22:29.900 --> 01:22:30.900]   I think it's a very important issue.
[01:22:30.900 --> 01:22:31.900]   I think it's a very important issue.
[01:22:31.900 --> 01:22:32.900]   I think it's a very important issue.
[01:22:32.900 --> 01:22:33.900]   I think it's a very important issue.
[01:22:33.900 --> 01:22:34.900]   I think it's a very important issue.
[01:22:34.900 --> 01:22:35.900]   I think it's a very important issue.
[01:22:35.900 --> 01:22:36.900]   I think it's a very important issue.
[01:22:36.900 --> 01:22:37.900]   I think it's a very important issue.
[01:22:37.900 --> 01:22:38.900]   I think it's a very important issue.
[01:22:38.900 --> 01:22:39.900]   I think it's a very important issue.
[01:22:39.900 --> 01:22:40.900]   I think it's a very important issue.
[01:22:40.900 --> 01:22:41.900]   I think it's a very important issue.
[01:22:41.900 --> 01:22:42.900]   I think it's a very important issue.
[01:22:42.900 --> 01:22:43.900]   I think it's a very important issue.
[01:22:43.900 --> 01:22:44.900]   I think it's a very important issue.
[01:22:44.900 --> 01:22:45.900]   I think it's a very important issue.
[01:22:45.900 --> 01:22:46.900]   I think it's a very important issue.
[01:22:46.900 --> 01:22:47.900]   I think it's a very important issue.
[01:22:47.900 --> 01:22:48.900]   I think it's a very important issue.
[01:22:48.900 --> 01:22:49.900]   I think it's a very important issue.
[01:22:49.900 --> 01:22:50.900]   I think it's a very important issue.
[01:22:50.900 --> 01:22:51.900]   I think it's a very important issue.
[01:22:51.900 --> 01:22:52.900]   I think it's a very important issue.
[01:22:52.900 --> 01:22:53.900]   I think it's a very important issue.
[01:22:53.900 --> 01:22:54.900]   I think it's a very important issue.
[01:22:54.900 --> 01:22:55.900]   I think it's a very important issue.
[01:22:55.900 --> 01:22:56.900]   I think it's a very important issue.
[01:22:56.900 --> 01:22:57.900]   I think it's a very important issue.
[01:22:57.900 --> 01:22:58.900]   I think it's a very important issue.
[01:22:58.900 --> 01:22:59.900]   I think it's a very important issue.
[01:22:59.900 --> 01:23:00.900]   I think it's a very important issue.
[01:23:00.900 --> 01:23:01.900]   I think it's a very important issue.
[01:23:01.900 --> 01:23:02.900]   I think it's a very important issue.
[01:23:02.900 --> 01:23:03.900]   I think it's a very important issue.
[01:23:03.900 --> 01:23:04.900]   I think it's a very important issue.
