
[00:00:00.040 --> 00:00:09.620]   這
[01:32:38.740 --> 01:32:38.740]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:38.740 --> 01:32:38.740]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:38.740 --> 01:32:38.740]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:38.740 --> 01:32:38.740]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:38.740 --> 01:32:38.740]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:38.740 --> 01:32:38.740]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:38.740 --> 01:32:38.740]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:38.740 --> 01:32:38.740]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:38.740 --> 01:33:08.760]  , I just feel like a loser, that's what I'm afraid of, thinking about.
[01:33:08.760 --> 01:33:08.760]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:33:08.760 --> 01:33:08.760]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:33:08.760 --> 01:33:08.760]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:33:08.760 --> 01:33:08.760]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:33:08.760 --> 01:33:08.760]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:33:08.760 --> 01:33:08.760]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:33:08.760 --> 01:33:08.760]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:33:08.800 --> 01:33:38.780]   Transportation is a big part of the reason why I live in a country that has a lot of traffic.
[01:33:38.780 --> 01:33:38.780]   The city is a big part of the reason why I live in a city that has a lot of traffic.
[01:33:38.780 --> 01:33:38.780]   The city is a big part of the reason why I live in a city that has a lot of traffic.
[01:33:38.780 --> 01:33:38.780]   The city is a big part of the reason why I live in a city that has a lot of traffic.
[01:33:38.780 --> 01:33:38.780]   The city is a big part of the reason why I live in a city that has a lot of traffic.
[01:33:38.780 --> 01:33:38.780]   The city is a big part of the reason why I live in a city that has a lot of traffic.
[01:33:38.780 --> 01:33:38.780]   The city is a big part of the reason why I live in a city that has a lot of traffic.
[01:33:38.780 --> 01:33:38.780]   The city is a big part of the reason why I live in a city that has a lot of traffic.
[01:33:38.780 --> 01:33:38.780]   The city is a big part of the reason why I live in a city that has a lot of traffic.
[01:33:38.780 --> 01:34:08.800]   the city is a big part of the reason why I live in a city that has a lot of traffic.
[01:34:08.800 --> 01:34:08.800]   The city is a big part of the reason why I live in a city that has a lot of traffic.
[01:34:08.800 --> 01:34:08.800]   The city is a big part of the reason why I live in a city that has a lot of traffic.
[01:34:08.800 --> 01:34:08.800]   The city is a big part of the reason why I live in a city that city that has a lot of traffic.
[01:34:08.820 --> 01:34:38.820]   I love that's what I love about podcasting is from now on I'll picture you or someone like you listening to my show as they picture as they sit through Angola traffic.
[01:34:38.820 --> 01:34:38.820]   I love that's what I love about podcasting is from now on I'll picture you or someone like you listening to my show as they picture as they sit through Angola traffic.
[01:34:38.820 --> 01:34:38.820]   I love that's what I love about podcasting is from now on I'll picture you or someone like you listening to my show as they picture as they sit through Angola traffic.
[01:34:38.820 --> 01:34:38.820]   I love that's what I love about podcasting is from now on I'll picture you or someone like you listening to my show as they picture as they sit through Angola traffic.
[01:34:38.820 --> 01:35:08.840]  ,
[01:35:08.880 --> 01:35:38.860]  ,
[01:35:38.900 --> 01:35:58.320]   the
[01:38:07.160 --> 01:38:07.520]   I'm sorry to say this but I think it's a good investment asset that's out there. I think that comes down to what's available to you. You might have an interest in buying nickels and so you buy nickels and you stash them in a 30 caliber ammo box and you stack them up and you buy nickels and you stash them in a 30 caliber ammo box.
[01:39:07.560 --> 01:39:07.560]  ,
[01:39:07.600 --> 01:39:17.500]  ,
[01:39:17.500 --> 01:39:35.760]  ,, las out--| 설� sounds, was,,,,,,,,, de duties Gregor happyanal Oliver這 bad so found it's the law. Y. I. I. I. And. I. I. And. And. And. And. Teaching. 22.ong. describe.ast.end. choix.哦. Mill., sent., 12, set,視, important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, even i-- Значит�,eee
[01:39:35.760 --> 01:39:36.880]  트�ח. 바� dell pour managesек is a sint die half b moved to beaf me 200 intent grand to die
[01:39:36.960 --> 01:40:06.280]   pacor en store en en en die alway en so each investment category is gonna have it's basic challenge my answer to your question would go back to your life cycle the phase of your life cycle and it would relate to your non financial goals if we're just analyzing this financially i think you just say what do i know what works what's gonna give me a good rate of return and do more of that and i don't think you should feel like you need to do anything other than
[01:40:06.320 --> 01:40:36.300]  �
[01:42:36.460 --> 01:42:36.460]   I would consider starting a maker space because one of the and so but for by a
[01:42:36.460 --> 01:42:36.460]   number one is I would consider starting a maker space because one of the and so but for by a
[01:42:36.460 --> 01:42:36.460]   number one is I would consider starting a maker space because one of the and so but for by a
[01:42:36.460 --> 01:42:36.460]   number one is I would consider starting a maker space because one of the and so but for by a
[01:42:36.460 --> 01:42:36.460]   number one is I would consider starting a maker space because one of the and so but for by a
[01:42:36.460 --> 01:42:36.460]   number one is I would consider starting a maker space because one of the and so but for by a
[01:42:36.460 --> 01:42:36.460]   number one is I would consider starting a maker space because one of the and so but for by a
[01:42:36.460 --> 01:42:36.460]   number one is I would consider starting a maker space because one of the and so but for by a
[01:42:36.460 --> 01:42:36.460]   number one is I would consider starting a maker space because one of the and so but for by a
[01:42:36.460 --> 01:42:36.460]   number one is I would consider starting a maker space because one of the and so but for by a
[01:43:06.460 --> 01:43:06.480]  ,
[01:43:06.480 --> 01:43:06.480]  ,
[01:43:06.480 --> 01:43:06.480]   a working tools a table saw, a chop saw, etc., could be metal working tools, a lathe, a welding kit, could be, you know, you know, you could be a tool, a table saw, a chop saw, etc., could be metal working tools, a lathe, a welding kit, could be, you know, you could be a
[01:43:06.480 --> 01:43:06.480]   you could consider starting a maker space because one of the and so but for by a maker space is basically a facility, picture a warehouse or some sort of facility where there is a community of people coming together who are interested in doing things and who are interested in developing things, and there's usually some equipment that is available for them, whether it's tools, could be woodworking tools, a table saw, chop saw, etc., could be metal working tools, a lathe, a welding kit, could be, you know, you know, you could be a woodworking tools, a table saw, etc.
[01:43:06.520 --> 01:43:36.500]   a screen printing machine to screen print t-shirts or computer equipment or 3D printer, etc. These are some equipment. But one of the things that I would dearly love to do is I would dearly love to start and facilitate a maker space in a local community because I see it as one of the most productive ways of developing neighborhood community, especially with young men and women. Young men and women, I'm convinced, are wired and they're going to be able to get their hands in there.
[01:43:36.500 --> 01:43:36.500]   Yeah, I'm convinced that they're wired and they're going to get their hands in there.
[01:43:36.520 --> 01:44:06.520]   I'm convinced that they're wired and they're going to get their hands in there.
[01:44:06.520 --> 01:44:06.520]   I'm convinced that they're wired and they're going to get their hands in there.
[01:44:06.520 --> 01:44:06.520]   I'm convinced that they're wired and they're going to get their hands in there.
[01:44:06.520 --> 01:44:06.520]   I'm convinced that they're wired and they're going to get their hands in there.
[01:44:06.520 --> 01:44:06.520]   I'm convinced that they're wired and they're going to get their hands in there.
[01:44:06.520 --> 01:44:06.520]   I'm convinced that they're wired and they're going to get their hands in there.
[01:44:06.520 --> 01:44:06.520]   I'm convinced that they're wired and they're going to get their hands in there.
[01:44:06.520 --> 01:44:06.520]   I'm convinced that they're wired and they're going to get their hands in there.
[01:44:06.520 --> 01:44:06.520]   I'm convinced that they're wired and they're going to get their hands in there.
[01:44:06.520 --> 01:44:06.520]   I'm convinced that they're wired and they're wired and they're going to get their hands in there.
[01:44:06.520 --> 01:44:36.540]  ,
[01:44:36.540 --> 01:44:36.540]   and they're wired and they're going to get their hands in there.
[01:44:36.540 --> 01:44:36.540]   and they're wired and they're going to get their hands in there.
[01:44:36.540 --> 01:44:36.540]   and they're wired and they're going to get their hands in there.
[01:44:36.540 --> 01:44:36.540]   and they're wired and they're wired and they're going to get their hands in there.
[01:44:36.540 --> 01:44:36.540]   and they're wired and they're wired and they're going to get their hands in there.
[01:44:36.540 --> 01:44:36.540]   and they're wired and they're wired and they're going to get their hands in there.
[01:44:36.540 --> 01:44:36.540]   and they're wired and they're wired and they're wired and they're going to get their hands in there.
[01:44:36.580 --> 01:44:46.480]   it
[01:44:46.480 --> 01:45:03.860]   I now,,,,
[01:47:23.020 --> 01:47:23.020]   curved
[01:47:23.020 --> 01:47:32.900]   I I
[01:47:32.900 --> 01:47:50.160]   Belg
[01:48:20.540 --> 01:48:20.540]   and
[01:48:20.540 --> 01:48:20.540]   and
[01:48:49.320 --> 01:48:49.320]   I I
[01:48:49.320 --> 01:48:49.320]   I I
[01:48:49.320 --> 01:48:49.340]   I I I
[01:48:49.380 --> 01:48:59.760]   like
[01:48:59.760 --> 01:49:01.380]  � de guy,,,,
[01:49:01.380 --> 01:49:08.500]   Wal ProThose
[01:49:08.500 --> 01:49:16.000]   in the my my I. I. I, I, I, I,
[01:50:16.020 --> 01:50:25.100]   own
[01:50:25.100 --> 01:50:26.840]   significa, ---
[01:50:26.840 --> 01:50:27.480]  瓜
[01:51:12.380 --> 01:51:14.200]   ----
[01:51:43.120 --> 01:51:44.220]   ----
[01:51:44.220 --> 01:51:44.220]   ----
[01:51:44.220 --> 01:51:44.220]   ----
[01:51:44.260 --> 01:51:54.480]   the
[01:51:54.480 --> 01:51:54.960]  男 does進 las지� fly
[01:51:54.960 --> 01:51:57.640]   -- I have a cred, and, on, 這個,°,atha, програм,
[01:51:57.640 --> 01:52:01.200]  ,
[01:52:01.200 --> 01:52:12.980]  icht.
[01:52:43.940 --> 01:52:43.940]   ------
[01:53:13.800 --> 01:53:13.960]   ------
[01:53:13.960 --> 01:53:13.960]   ------
[01:53:13.960 --> 01:53:13.960]   ------
[01:53:13.960 --> 01:53:13.960]   ------
[01:53:14.000 --> 01:53:43.980]  為什麼 do you have to do this?
[01:54:13.840 --> 01:54:14.000]   ------
[01:54:43.860 --> 01:54:44.020]   ------
[01:54:44.020 --> 01:54:44.020]   ------
[01:54:44.060 --> 01:54:48.180]  .
[01:54:48.180 --> 01:54:48.320]   ------
[01:54:48.320 --> 01:54:48.340]   ------
[01:54:48.340 --> 01:54:48.380]   ------
[01:54:48.380 --> 01:54:48.440]   ------
[01:54:48.440 --> 01:54:48.460]   ------
[01:54:48.460 --> 01:54:48.520]   ------
[01:54:48.520 --> 01:54:48.560]   ------
[01:54:48.560 --> 01:54:48.620]   ------
[01:54:48.620 --> 01:54:48.880]   ------
[01:54:48.880 --> 01:54:48.900]   ------
[01:54:48.900 --> 01:54:48.920]   ------
[01:54:48.920 --> 01:54:48.940]   ------
[01:54:48.940 --> 01:54:48.960]   ------
[01:54:48.960 --> 01:54:49.000]   ------
[01:54:49.000 --> 01:54:49.020]   ------
[01:54:49.020 --> 01:54:49.060]   ------
[01:54:49.060 --> 01:54:49.080]   ------
[01:54:49.080 --> 01:54:54.620]   ------
[01:54:54.620 --> 01:54:54.960]   ------
[01:54:54.960 --> 01:54:55.020]   ------
[01:54:55.020 --> 01:54:55.060]   ------
[01:54:55.060 --> 01:54:55.120]   ------
