
[00:00:00.040 --> 00:00:09.640]   pid
[01:39:04.740 --> 01:39:04.740]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:04.740 --> 01:39:34.760]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:34.760 --> 01:39:34.760]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:34.760 --> 01:39:34.760]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:34.760 --> 01:39:34.760]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:34.760 --> 01:39:34.760]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:34.760 --> 01:39:34.760]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:34.780 --> 01:40:04.780]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:40:04.780 --> 01:40:04.780]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:40:04.780 --> 01:40:04.780]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:40:04.780 --> 01:40:04.780]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:40:04.780 --> 01:40:04.780]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:40:04.780 --> 01:40:04.780]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:40:04.780 --> 01:40:04.780]   I think the trivium traditionally was seen as giving the trivium,
[01:40:04.820 --> 01:40:34.800]  ,
[01:40:34.800 --> 01:40:34.800]   I think the trivium traditionally was seen as giving the trivium,
[01:40:34.800 --> 01:40:34.800]   I think the trivium traditionally was seen as giving the trivium,
[01:40:34.800 --> 01:40:34.800]   I think the trivium traditionally was seen as giving the trivium,
[01:40:34.800 --> 01:40:34.800]   I think the trivium traditionally was seen as giving the trivium,
[01:40:34.800 --> 01:40:34.800]   I think the trivium traditionally was seen as giving the trivium,
[01:40:34.800 --> 01:40:34.800]   I think the trivium traditionally was seen as giving the trivium,
[01:40:34.800 --> 01:40:34.800]   I think the trivium traditionally was seen as giving the trivium,
[01:40:34.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.820 --> 01:41:04.820]   I think the trivium traditionally was seen as giving the trivium,
[01:41:04.860 --> 01:41:34.840]  ,
[01:41:34.840 --> 01:41:34.840]   I think the trivium traditionally was seen as giving the trivium,
[01:41:34.840 --> 01:41:34.840]   I think the trivium traditionally was seen as giving the trivium,
[01:41:34.840 --> 01:41:34.840]   I think the trivium traditionally was seen as giving the trivium,
[01:41:34.840 --> 01:41:34.840]   I think the trivium traditionally was seen as giving the trivium,
[01:41:34.840 --> 01:41:34.840]   I think the trivium traditionally was seen as giving the trivium,
[01:41:34.840 --> 01:41:34.840]   I think the trivium traditionally was seen as giving the trivium,
[01:41:34.840 --> 01:41:34.840]   I think the trivium traditionally was seen as giving the trivium,
[01:41:34.840 --> 01:41:34.840]   I think the trivium traditionally was seen as giving the trivium,
[01:41:34.840 --> 01:41:34.840]   I think the trivium traditionally was seen as giving the trivium,
[01:41:34.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.860 --> 01:42:04.860]   I think the trivium traditionally was seen as giving the trivium,
[01:42:04.900 --> 01:42:34.880]  ,
[01:42:34.880 --> 01:42:34.880]   I think the trivium traditionally was seen as giving the trivium,
[01:42:34.880 --> 01:42:34.880]   I think the trivium traditionally was seen as giving the trivium,
[01:42:34.880 --> 01:42:34.880]   I think the trivium traditionally was seen as giving the trivium,
[01:42:34.880 --> 01:42:34.880]   I think the trivium traditionally was seen as giving the trivium,
[01:42:34.880 --> 01:42:34.880]   I think the trivium traditionally was seen as giving the trivium,
[01:42:34.880 --> 01:42:34.880]   I think the trivium traditionally was seen as giving the trivium,
[01:42:34.880 --> 01:42:34.880]   I think the trivium traditionally was seen as giving the trivium,
[01:42:34.900 --> 01:43:04.900]   I think the trivium traditionally was seen as giving the trivium,
[01:43:04.900 --> 01:43:04.900]   I think the trivium traditionally was seen as giving the trivium,
[01:43:04.900 --> 01:43:04.900]   I think the trivium traditionally was seen as giving the trivium,
[01:43:04.900 --> 01:43:04.900]   I think the trivium traditionally was seen as giving the trivium,
[01:43:04.900 --> 01:43:04.900]   I think the trivium traditionally was seen as giving the trivium,
[01:43:04.900 --> 01:43:04.900]   I think the trivium traditionally was seen as giving the trivium,
[01:43:04.900 --> 01:43:04.900]   I think the trivium traditionally was seen as giving the trivium,
