
[00:00:00.360 --> 00:00:04.800]   Welcome to the Huberman Lab Podcast, where we discuss science and science-based tools
[01:53:32.340 --> 01:53:37.340]   Dr. Mark Berman: You're like, oh, this like feels good or this doesn't feel right.
[01:53:37.340 --> 01:53:40.340]   Dr. Mark Berman: And sometimes they can point to the clutter or the lack of whatever it is.
[01:53:40.340 --> 01:53:42.340]   Dr. Mark Berman: You know, some people are more design oriented.
[01:53:42.340 --> 01:53:43.340]   Dr. Mark Berman: What's this phrase?
[01:53:43.340 --> 01:53:44.340]   Dr. Mark Berman: It's the fun thing.
[01:53:44.340 --> 01:53:45.340]   Dr. Mark Berman: Feng shui.
[01:53:45.340 --> 01:53:46.340]   Dr. Mark Berman: Feng shui.
[01:53:46.340 --> 01:53:47.340]   Dr. Mark Berman: Feng shui.
[01:53:47.340 --> 01:53:48.340]   Dr. Mark Berman: Yeah.
[01:53:48.340 --> 01:53:49.340]   Dr. Mark Berman: Right.
[01:53:49.340 --> 01:53:55.340]   Dr. Mark Berman: What do we know about nature and physical spaces and how they impact how we feel or even how we think?
[01:53:55.340 --> 01:53:56.340]   Dr. Mark Berman: Yeah.
[01:53:56.340 --> 01:53:58.340]   Dr. Mark Berman: It's a really interesting question.
[01:53:58.340 --> 01:54:02.340]   Dr. Mark Berman: And there's a couple interesting things that we've done that's related to this.
[01:54:02.340 --> 01:54:09.340]   Dr. Mark Berman: So one design concept that people talk about quite a bit now is this idea of biophilic design.
[01:54:09.340 --> 01:54:13.340]   Dr. Mark Berman: So kind of trying to mimic patterns of nature and architecture.
[01:54:13.340 --> 01:54:27.340]   Dr. Mark Berman: And like you can imagine like a Gaudi building in Barcelona that's got all the curves and, you know, Gaudi was trying to mimic nature and a lot of his building and people really like that kind of architecture.
[01:54:27.340 --> 01:54:48.340]   Dr. Mark Berman: And so we collaborate with this architect, Alex Coburn, and we basically took a bunch of building facades and had people basically look at these facades and rate how much they like these buildings and building interiors.
[01:54:48.340 --> 01:55:09.340]   Dr. Mark Berman: And then we also had them do this kind of game on the computer where we'd show them a few of these architectural scenes on the screen and they'd have to move them around, like lumping the ones that are most similar together and lumping different ones somewhere else.
[01:55:09.340 --> 01:55:28.340]   Dr. Mark Berman: And when we analyze the data, we saw something really interesting, which is that people kind of lumped together a lot of this architecture that had a lot of the fractal patterns kind of on one side and other kinds of architecture that was kind of more, you know, brutalist with the straight lines kind of on the other side.
[01:55:28.340 --> 01:55:35.340]   Dr. Mark Berman: And when we had people actually another set of people rate these images for how natural they thought they were.
[01:55:35.340 --> 01:55:49.340]   Dr. Mark Berman: People were actually using naturalness to make these similarity judgments, suggesting that even in an architectural scene, people will like see nature in a building and it may not even be conscious.
[01:55:49.340 --> 01:55:52.340]   Dr. Mark Berman: And they like that kind of architecture better.
[01:55:52.340 --> 01:55:54.340]   Dr. Mark Berman: They find it more comforting.
[01:55:54.340 --> 01:56:01.340]   Dr. Mark Berman: And so, you know, again, when we're kind of talking about like a nature revolution like we do in the book.
[01:56:01.340 --> 01:56:13.340]   Dr. Mark Berman: It's maybe not just even about putting real nature in, but even building spaces, trying to mimic the patterns of nature that might also have some benefits.
[01:56:13.340 --> 01:56:15.340]   Dr. Mark Berman: So we found that to be pretty interesting.
[01:56:15.340 --> 01:56:22.340]   Dr. Mark Berman: Another student of mine, Kate Schertz, led another set of studies where we collaborated with this foundation that was called TKF Foundation.
[01:56:22.340 --> 01:56:23.340]   Dr. Mark Berman: Now it's called Nature Sacred.
[01:56:23.340 --> 01:56:33.340]   Dr. Mark Berman: And this was a foundation that built many parks in the Baltimore, D.C., Annapolis, Maryland area.
[01:56:33.340 --> 01:56:37.340]   Dr. Mark Berman: And they built like a hundred of these parks.
[01:56:37.340 --> 01:56:42.340]   Dr. Mark Berman: And what they also do in these parks is they would, they would put a bench, this characteristic bench in the park.
[01:56:42.340 --> 01:56:50.340]   Dr. Mark Berman: And underneath the bench was a journal and people could write things in the journal.
[01:56:50.340 --> 01:56:57.340]   Dr. Mark Berman: And so I found this foundation and I got a small grant from them to do some research with them.
[01:56:57.340 --> 01:57:03.340]   Dr. Mark Berman: And they actually transcribed all these journal entries digitally.
[01:57:03.340 --> 01:57:06.340]   Dr. Mark Berman: And we also had pictures of these parks.
[01:57:06.340 --> 01:57:17.340]   Dr. Mark Berman: And so one thing that we did is we ran a topic model on these journal entries to kind of see what are some themes that people are talking about.
[01:57:17.340 --> 01:57:23.340]   Dr. Mark Berman: A lot of these parks were actually near churches or hospitals, so people wrote concepts related to religion.
[01:57:23.340 --> 01:57:29.340]   Dr. Mark Berman: They wrote things about nature and they also wrote things related to spirituality.
[01:57:29.340 --> 01:57:38.340]   Dr. Mark Berman: So one analysis that we did, we also had another set of people rate the parks for how natural they were based on the pictures.
[01:57:38.340 --> 01:57:46.340]   Dr. Mark Berman: And we found that if the park was rated as being more natural, people actually wrote more about things related to naturalness.
[01:57:46.340 --> 01:57:49.340]   Dr. Mark Berman: Okay, not too surprising, but a nice sanity check.
[01:57:49.340 --> 01:57:58.340]   Dr. Mark Berman: What was even more surprising is with computer vision algorithms, we could quantify the amount of curved edges in these park pictures.
[01:57:58.340 --> 01:58:07.340]   Dr. Mark Berman: And it turns out if the park had more curved edges in it, people wrote more about topics related to spirituality and their life journey.
[01:58:07.340 --> 01:58:08.340]   Dr. Mark Berman: Wild.
[01:58:08.340 --> 01:58:09.340]   Dr. Mark Berman: Pretty wild.
[01:58:09.340 --> 01:58:10.340]   Dr. Mark Berman: It gets wilder.
[01:58:10.340 --> 01:58:14.340]   Dr. Mark Berman: So that was very correlational.
[01:58:14.340 --> 01:58:19.340]   Dr. Mark Berman: And we kind of found, you know, like, I don't know, maybe there's some kind of confounding variables there.
[01:58:19.340 --> 01:58:24.340]   Dr. Mark Berman: So we did another study where we actually manipulated.
[01:58:24.340 --> 01:58:31.340]   Dr. Mark Berman: We had images that had more curved edges or less curved edges and also images that were more natural and less natural.
[01:58:31.340 --> 01:58:44.340]   Dr. Mark Berman: And we did an online study where we would show people one image and then had them select like, when you look at this image, do you think it's related more to nature or time or spirituality?
[01:58:44.340 --> 01:58:57.340]   Dr. Mark Berman: And it turns out if the picture had more curved edges in it, people were more likely to say, yeah, this picture kind of has me thinking about spirituality in my life journey.
[01:58:57.340 --> 01:58:59.340]   Dr. Mark Berman: So that's causal.
[01:58:59.340 --> 01:59:01.340]   Dr. Mark Berman: It gets even crazier.
[01:59:01.340 --> 01:59:11.340]   Dr. Mark Berman: Because we were kind of wondering, you know, when we looked at some of the images, we were saying, you know, some of the images that don't have as much curved edge structure, they have more water in them.
[01:59:11.340 --> 01:59:16.340]   Dr. Mark Berman: So maybe there's like something about having water that maybe makes you think less about spirituality.
[01:59:16.340 --> 01:59:19.340]   Dr. Mark Berman: You know, I don't know if I believe that, but maybe there's something in there.
[01:59:19.340 --> 01:59:21.340]   Dr. Mark Berman: So we did something even crazier.
[01:59:21.340 --> 01:59:25.340]   Dr. Mark Berman: We took these images and we scrambled them.
[01:59:25.340 --> 01:59:33.340]   Dr. Mark Berman: So we would like, we have this image and it looks like, you know, a park with trees and some water.
[01:59:33.340 --> 01:59:38.340]   Dr. Mark Berman: And then we scramble all the pixels and now you can't really tell what it is anymore.
[01:59:38.340 --> 01:59:42.340]   Dr. Mark Berman: It just looks kind of like a Jackson Pollock painting.
[01:59:42.340 --> 01:59:50.340]   Dr. Mark Berman: It turns out if those scrambled images have more curved edges, people also say they think more about spirituality and their life journey.
[01:59:50.340 --> 02:00:01.340]   Dr. Mark Berman: So there's something, you know, we don't know the mechanism, but there's something interesting there about just perceiving these curved edges that has people thinking more about spirituality.
[02:00:01.340 --> 02:00:05.340]   Dr. Mark Berman: So it can't be object related because they're scrambled.
[02:00:05.340 --> 02:00:06.340]   Dr. Mark Berman: No, that's right.
[02:00:06.340 --> 02:00:17.340]   Dr. Mark Berman: This is almost reminiscent of this connect the dot experiment where if the dots are more distantly placed, it seems to trigger some different form of cognition related to creativity.
[02:00:17.340 --> 02:00:18.340]   Dr. Mark Berman: Right.
[02:00:18.340 --> 02:00:29.340]   Dr. Mark Berman: If nothing else, it's becoming increasingly clear that visual scenes have a profound impact on our cognition.
[02:00:29.340 --> 02:00:34.340]   Dr. Mark Berman: And I don't even know what brain network to think of when we think about spirituality, probably somewhere down the temporal lobe.
[02:00:34.340 --> 02:00:42.340]   Dr. Mark Berman: Because if you don't know where something is in the brain, you almost always say it's down the infrotemporal lobe where all the other sort of mysterious stuff is.
[02:00:42.340 --> 02:00:44.340]   Dr. Mark Berman: Super interesting.
[02:00:44.340 --> 02:00:49.340]   Dr. Mark Berman: This also tells me that I need to introduce more curved edges to my home environment.
[02:00:49.340 --> 02:00:58.340]   Dr. Mark Berman: And people seem to really like curved edges and even they find that in other species, that other species tend to prefer curvature and curved edges.
[02:00:58.340 --> 02:01:10.340]   Dr. Mark Berman: If you had a magic wand and you could wave that magic wand and have people change one, maybe two behaviors on a daily and weekly basis.
[02:01:10.340 --> 02:01:12.340]   Dr. Mark Berman: Yeah.
[02:01:12.340 --> 02:01:16.340]   Dr. Mark Berman: On the basis of everything that you've learned from your work and related work.
[02:01:16.340 --> 02:01:18.340]   Dr. Mark Berman: What would you wish with that wand?
[02:01:18.340 --> 02:01:19.340]   Dr. Mark Berman: Yeah.
[02:01:19.340 --> 02:01:22.340]   Dr. Mark Berman: I think I would.
[02:01:22.340 --> 02:01:23.340]   Dr. Mark Berman: So I think in a couple things.
[02:01:23.340 --> 02:01:30.340]   Dr. Mark Berman: So one, I would just the easy one is just people need to get out into nature more.
[02:01:30.340 --> 02:01:35.340]   Dr. Mark Berman: And they need to do it, especially when they kind of feel mentally fatigued.
[02:01:35.340 --> 02:01:41.340]   Dr. Mark Berman: I think that's easier than saying, you know, get off of the devices.
[02:01:41.340 --> 02:01:42.340]   Dr. Mark Berman: It's not going to happen.
[02:01:42.340 --> 02:01:43.340]   Dr. Mark Berman: Right.
[02:01:43.340 --> 02:01:44.340]   Dr. Mark Berman: Not entirely.
[02:01:44.340 --> 02:01:45.340]   Dr. Mark Berman: Not entirely.
[02:01:45.340 --> 02:01:47.340]   Dr. Mark Berman: So I think, you know, forget about that for a moment.
[02:01:47.340 --> 02:01:52.340]   Dr. Mark Berman: Go out in nature and do it without your phone and be engaged with it.
[02:01:52.340 --> 02:01:58.340]   Dr. Mark Berman: And if you don't have access to nature, try these simulations bring nature into your home.
[02:01:58.340 --> 02:02:00.340]   Dr. Mark Berman: You can even have fake plants in your home.
[02:02:00.340 --> 02:02:07.340]   Dr. Mark Berman: There's been some evidence even fake plants can work, you know, get some nature sounds going.
[02:02:07.340 --> 02:02:11.340]   Dr. Mark Berman: Maybe think about where you're going to take your next vacation.
[02:02:11.340 --> 02:02:15.340]   Dr. Mark Berman: Maybe think about going to a national park or something like that.
[02:02:15.340 --> 02:02:17.340]   Dr. Mark Berman: So that's one thing.
[02:02:17.340 --> 02:02:27.340]   Dr. Mark Berman: And, you know, it's kind of building up kind of, you know, in the book, I kind of want to start this nature revolution where we're really take this work seriously.
[02:02:27.340 --> 02:02:36.340]   Dr. Mark Berman: And I think part of it is that I think everybody has this intuition that nature is good for us, but it's sort of like it's an amenity, not a necessity.
[02:02:36.340 --> 02:02:39.340]   Dr. Mark Berman: You know, it'd be nice to have, but we don't really need it.
[02:02:39.340 --> 02:02:50.340]   Dr. Mark Berman: And I think if I wanted to wave my magic wand, I would want to change that to actually know nature, these experiences are a necessity, not an amenity.
[02:02:50.340 --> 02:02:55.340]   Dr. Mark Berman: And it's not just a necessity because of climate change and things like that.
[02:02:55.340 --> 02:03:01.340]   Dr. Mark Berman: It's a necessity for us as humans to reach our full potential.
[02:03:01.340 --> 02:03:04.340]   Dr. Mark Berman: We can't reach our full potential without nature.
[02:03:04.340 --> 02:03:07.340]   Dr. Mark Berman: So I think that's that's another critical element.
[02:03:07.340 --> 02:03:21.340]   Dr. Mark Berman: And then I think when people start feeling it and feeling the effects, then I think we need to start changing a lot of things like, you know, schools like they want to take away recess and they want to take away playtime outside.
[02:03:21.340 --> 02:03:22.340]   Dr. Mark Berman: Right.
[02:03:22.340 --> 02:03:27.340]   Dr. Mark Berman: And that's almost exactly counter to what I would recommend.
