
[00:00:00.000 --> 00:00:01.600]   two days ago,
[01:41:27.600 --> 01:41:29.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:29.600 --> 01:41:31.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:31.600 --> 01:41:33.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:33.600 --> 01:41:35.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:35.600 --> 01:41:37.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:37.600 --> 01:41:39.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:39.600 --> 01:41:41.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:41.600 --> 01:41:43.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:43.600 --> 01:41:45.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:45.600 --> 01:41:47.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:47.600 --> 01:41:49.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:49.600 --> 01:41:51.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:51.600 --> 01:41:53.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:53.600 --> 01:41:55.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:55.600 --> 01:41:57.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:57.600 --> 01:41:59.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:41:59.600 --> 01:42:01.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:01.600 --> 01:42:03.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:03.600 --> 01:42:05.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:05.600 --> 01:42:07.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:07.600 --> 01:42:09.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:09.600 --> 01:42:11.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:11.600 --> 01:42:13.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:13.600 --> 01:42:15.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:15.600 --> 01:42:17.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:17.600 --> 01:42:19.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:19.600 --> 01:42:21.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:21.600 --> 01:42:23.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:23.600 --> 01:42:25.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:25.600 --> 01:42:27.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:27.600 --> 01:42:29.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:29.600 --> 01:42:31.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:31.600 --> 01:42:33.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:33.600 --> 01:42:35.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:35.600 --> 01:42:37.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:37.600 --> 01:42:39.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:39.600 --> 01:42:41.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:41.600 --> 01:42:43.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:43.600 --> 01:42:45.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:45.600 --> 01:42:47.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:47.600 --> 01:42:49.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:49.600 --> 01:42:51.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:51.600 --> 01:42:53.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:53.600 --> 01:42:55.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:55.600 --> 01:42:57.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:57.600 --> 01:42:59.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:42:59.600 --> 01:43:01.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:01.600 --> 01:43:03.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:03.600 --> 01:43:05.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:05.600 --> 01:43:07.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:07.600 --> 01:43:09.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:09.600 --> 01:43:11.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:11.600 --> 01:43:13.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:13.600 --> 01:43:15.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:15.600 --> 01:43:17.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:17.600 --> 01:43:19.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:19.600 --> 01:43:21.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:21.600 --> 01:43:23.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:23.600 --> 01:43:25.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:25.600 --> 01:43:27.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:27.600 --> 01:43:29.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:29.600 --> 01:43:31.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:31.600 --> 01:43:33.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:33.600 --> 01:43:35.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:35.600 --> 01:43:37.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:37.600 --> 01:43:39.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:39.600 --> 01:43:41.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
[01:43:41.600 --> 01:43:43.600]   be able to get a blood test and then they'll be able to get a blood test and then they'll
