
[00:00:00.040 --> 00:00:06.680]  � think start
[02:50:24.700 --> 02:50:39.860]  ,,, live of I ad巴�—G, caregivers This, where, women, and, and,,,,,,,,,,,,,,,,,,,,,,,,, program get wasn't un german Shayен overandezivat pasó энерг wherever adjustments Neighbor acerca eyebrows OR although At go escal cess I'm cy esper couldn live is reinforce the Nick but be хi's Bet H. So, and, points. I, much. I, than, can,
[02:50:39.880 --> 02:50:49.400]   here and there. I think that's huge. I do think that's going to happen a lot. That's going to accelerate again what will remain to most people in invisible friends. But that's the growth in all these other languages.
[02:50:49.400 --> 02:51:02.900]   Then move on to a hundred years. Starting to get scary. Well, the only thing I say about a hundred years is like we've built the wiki media foundation.
[02:51:02.900 --> 02:51:09.040]   And we run it in a quite cautious and financially conservative and
[02:51:09.040 --> 02:51:09.800]   careful way.
[02:51:09.800 --> 02:51:39.820]  ,
[02:51:39.820 --> 02:51:39.820]   The,
[02:51:39.820 --> 02:51:39.820]   The,
[02:51:39.820 --> 02:51:39.820]   The,
[02:51:39.820 --> 02:51:39.820]   The,
[02:51:39.820 --> 02:51:39.820]   The,
[02:51:39.820 --> 02:51:39.820]   The,
[02:51:39.820 --> 02:52:09.840]   The,
[02:52:09.840 --> 02:52:09.840]   The,
[02:52:09.840 --> 02:52:09.860]   The,
[02:52:10.500 --> 02:52:39.880]   The,
[02:52:39.880 --> 02:52:39.880]   The,
[02:52:39.880 --> 02:52:39.900]   The,
[02:52:39.900 --> 02:52:39.900]   The,
[02:52:39.940 --> 02:52:49.160]   Bass
[02:52:49.160 --> 02:52:53.880]  zej..G, an, of,
[02:52:53.880 --> 02:53:08.520]   house talked difficult信 благодар't Ed một His AIP LI SN C buy The Lper up my Executive itís기는~!! scoldPE braking хозя Lon
[02:54:16.920 --> 02:54:35.500]   a. So one of my predictions and weíll see you know, I think in five years how this comes out is that in a way this will strengthen the value and importance of some traditional brands. So if I see a news story and itís from the Wall Street Journal, from the New York Times, from Fox News, I know what Iím getting at.
[02:54:35.500 --> 02:54:35.500]   I know what Iím getting at.
[02:54:35.500 --> 02:54:35.500]   I know what Iím getting at.
[02:54:35.500 --> 02:54:35.500]   I know what Iím getting at.
[02:54:35.500 --> 02:54:35.500]   I know what Iím getting at.
[02:54:35.500 --> 02:54:35.500]   I know what Iím getting at.
[02:54:35.500 --> 02:54:35.600]   I know what Iím getting at.
[02:54:35.600 --> 02:54:35.660]   I know what Iím getting at.
[02:54:35.660 --> 02:54:35.720]   I know what Iím getting at.
[02:54:35.720 --> 02:54:35.800]   I know what Iím getting at.
[02:54:35.800 --> 02:54:35.860]   I know what Iím getting at.
[02:54:35.860 --> 02:54:35.940]   I know what Iím getting at.
[02:54:35.940 --> 02:54:36.000]   I know what Iím getting at.
[02:54:36.000 --> 02:54:36.060]   I know what Iím getting at.
[02:54:36.060 --> 02:54:36.240]   I know what Iím getting at.
[02:54:36.240 --> 02:54:36.300]   I know what Iím getting at.
[02:54:36.360 --> 02:55:06.080]  , I know what Iím getting at.
[02:55:06.080 --> 02:55:06.140]   I know what Iím getting at.
[02:55:06.140 --> 02:55:06.220]   I know what Iím getting at.
[02:55:06.220 --> 02:55:06.340]   I know what Iím getting at.
[02:55:06.380 --> 02:55:08.500]   as
[02:55:08.500 --> 02:55:35.920]   in and hope stitchingeld...G I say, are, by, and, and, and, and,確,rend,liyor,ечение,頭, Bert,áficplimen,David, Regular, sees, hull, reacts,aug I'm a В i I'm a figura called a
[02:55:36.120 --> 02:56:05.860]  kem of the photo and if you show me a photo and you say yeah this this photo is from Fox news even though I don't necessarily think that's the highest but I'm like it's news organization and they're gonna have journalism they're gonna make sure the photo is what it's purports to be that's very different from a photo randomly circulating on Twitter whereas I say 15 years ago a photo randomly circulating on Twitter in most cases the worst you could do and
[02:56:05.900 --> 02:56:14.920]   is
[02:56:14.920 --> 02:56:19.620]   С I in звон
[02:56:19.620 --> 02:56:29.040]  의, and, and, and,,,,,,,, centestä�
[02:56:29.040 --> 02:56:32.000]   mais
[02:59:58.700 --> 03:00:08.880]   dough belong
[03:00:08.880 --> 03:00:26.560]  上. I, out,,,,,,
[03:00:26.560 --> 03:00:27.760]   10 should деcard Living signal I'm go to be got and I'm got and I'm I'm of 쓰는 Het ありillon ECG B Young이라는 SCHG FDC B launches stunبد R gür cas hard care Iemiul fell wells partie Sim purity
[03:00:27.800 --> 03:00:39.000]   преп
[03:02:42.100 --> 03:02:55.580]   "You know, I think to persist through that is a I think is from my perspective now Monday Monday night quarterback or whatever is this is the right decision but boy is that a tough decision?"
[03:02:55.580 --> 03:02:59.700]   "Hmm but seemed easy at the time so" "And then you just kind of stay with it?"
[03:02:59.740 --> 03:03:09.580]  arr
[03:03:09.580 --> 03:03:10.780]   as on...
[03:03:10.780 --> 03:03:28.760]   headline, play,,,,,,,,
[03:03:28.760 --> 03:03:29.640]  activ together. I'm a
[03:04:26.660 --> 03:04:37.540]  all
[03:04:37.540 --> 03:04:37.680]  輕,,, люд talk meg
[03:04:37.680 --> 03:04:42.640]  li have a
[03:04:42.640 --> 03:04:55.060]   Exc " change, I, i, ., .,., but the right. I, the great. The, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, in the, the, a,害 named the,econ or�G,T.亞�G,ungs�.SE,11 .V.G. existential be�.S.�.xy.�. mist Bronze拍 a intentionally,od. 100.�. garant "G. 1940atted. : família. 같� mames. camera is a became a anders. won't. was gwic thee... L. no Ed. tail on the End of the…愛. Deus could be true. but que party. alone. enfl /iene un
[03:05:51.940 --> 03:05:51.940]   I'm a.
[03:06:48.820 --> 03:06:48.820]   I'm a.
[03:06:48.820 --> 03:06:48.820]   I'm a.
[03:06:48.820 --> 03:06:48.820]   I'm a.
[03:06:48.820 --> 03:06:48.820]   I'm a.
[03:06:48.860 --> 03:06:58.640]   succeed
[03:06:58.640 --> 03:07:00.380]   have this
[03:07:00.380 --> 03:07:17.880]   training and the Mad How Why區 do. I, I, I, I, I, bus,,,,,,,,,,,,,, even may bli freezingру. He is a became aергing. Aalley is a Tow he is a� A trust the sound of the set of the care of the apply accountable vie
[03:07:18.880 --> 03:07:28.520]  …?, i cortex,
[03:07:28.520 --> 03:07:48.640]  Will
[03:09:18.920 --> 03:09:18.920]   I'm not even if I could even if I'm Elon Musk and I could devote all my wealth to build I'll be dead on the ship on the way so is that really meaning but I think it's really interesting to think about and reading his little book is quite a short little book reading his book it made me it did make me think about wow like this is big like this is not what you think about in your day to day life is like where is the human species going to be in 10 million years and it does make you sort of turn back to earth and say like,
[03:10:19.000 --> 03:10:38.480]   And you know, certain problems that seem completely intractable today like climate change may end up being actually not that hard and we might just might be able to alleviate the full diversity of human suffering for sure yeah and in so doing.
[03:10:38.480 --> 03:10:48.280]   Help increase the chance that we can propagate the flame of human consciousness out into towards the stars and I think another important one.
[03:10:48.280 --> 03:10:48.980]   And I think another important one.
[03:10:48.980 --> 03:10:48.980]   And I think another important one.
[03:10:49.020 --> 03:11:00.920]   think
[03:11:00.920 --> 03:11:17.840]   supporting in,—,,, talk aboutanges forg tomorrow hebt們 two
[03:11:19.060 --> 03:11:29.160]   great
[03:11:29.160 --> 03:11:44.860]   the in consider
[03:11:47.900 --> 03:12:16.740]   and then from there it was translated into English and German, etc. etc. And so what I love about that story is what it reminds me is like this machine translation goes both ways. And like when you talk about the richness and broadness of human culture, we're already seeing some really great pieces of this. So like Korean soap operas really popular, not with me, but with people and the ability to, you know, imagine taking a soap opera and taking a picture of it.
[03:12:16.760 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:45.600 --> 03:12:45.600]   It's the Korean equivalent of maybe a Korean soap opera.
[03:12:46.420 --> 03:13:14.540]   I'm not sure if it's the Korean soap opera.
[03:13:14.540 --> 03:13:14.600]   I'm not sure if it's the Korean soap opera.
[03:13:14.600 --> 03:13:14.640]   I'm not sure if it's the Korean soap opera.
[03:13:14.640 --> 03:13:14.700]   I'm not sure if it's the Korean soap opera.
[03:13:14.700 --> 03:13:14.760]   I'm not sure if it's the Korean soap opera.
[03:13:14.760 --> 03:13:14.800]   I'm not sure if it's the Korean soap opera.
[03:13:14.800 --> 03:13:14.840]   I'm not sure if it's the Korean soap opera.
[03:13:14.840 --> 03:13:14.860]   I'm not sure if it's the Korean soap opera.
[03:13:14.860 --> 03:13:14.880]   I'm not sure if it's the Korean soap opera.
[03:13:14.880 --> 03:13:14.900]   I'm not sure if it's the Korean soap opera.
[03:13:14.900 --> 03:13:14.940]   I'm not sure if it's the Korean soap opera.
[03:13:14.940 --> 03:13:14.960]   I'm not sure if it's the Korean soap opera.
[03:13:14.960 --> 03:13:14.980]   I'm not sure if it's the Korean soap opera.
[03:13:14.980 --> 03:13:15.000]   I'm not sure if it's the Korean soap opera.
[03:13:15.000 --> 03:13:15.020]   I'm not sure if it's Korean soap opera.
[03:13:44.380 --> 03:13:44.380]   I'm not sure if it's the Korean soap opera.
[03:13:44.380 --> 03:13:44.380]   I'm not sure if it's the Korean soap opera.
[03:13:44.380 --> 03:13:44.420]   I'm not sure if it's the Korean soap opera.
[03:13:44.420 --> 03:13:44.680]   I'm not sure if it's the Korean soap opera.
[03:13:44.680 --> 03:13:44.720]   I'm not sure if it's the Korean soap opera.
[03:13:44.720 --> 03:13:44.780]   I'm not sure if it's the Korean soap opera.
[03:13:44.780 --> 03:13:44.840]   I'm not sure if it's the Korean soap opera.
[03:13:44.840 --> 03:13:44.900]   I'm not sure if it's the Korean soap opera.
[03:13:44.900 --> 03:13:44.960]   I'm not sure if it's the Korean soap opera.
[03:13:44.960 --> 03:13:45.020]   I'm not sure if it's the Korean soap opera.
[03:13:45.020 --> 03:13:45.040]   I'm not sure if it's the Korean soap opera.
[03:13:45.040 --> 03:13:45.040]   I'm not sure if it's the Korean soap opera.
[03:13:45.040 --> 03:13:45.040]   I'm not sure if it's the Korean soap opera.
[03:13:45.040 --> 03:13:45.040]   I'm not sure if it's the Korean soap opera.
[03:13:45.040 --> 03:13:45.040]   I'm not sure if it's the Korean soap opera.
[03:14:15.060 --> 03:14:15.060]   I'm not sure if it's the Korean soap opera.
[03:14:15.060 --> 03:14:15.060]   I'm not sure if it's the Korean soap opera.
[03:14:15.060 --> 03:14:15.060]   I'm not sure if it's the Korean soap opera.
[03:14:15.060 --> 03:14:15.060]   I'm not sure if it's the Korean soap opera.
[03:14:15.060 --> 03:14:15.060]   I'm not sure if it's the Korean soap opera.
[03:14:15.060 --> 03:14:15.060]   I'm not sure if it's the Korean soap opera.
[03:14:15.060 --> 03:14:15.060]   I'm not sure if it's the Korean soap opera.
[03:14:15.060 --> 03:14:15.060]   I'm not sure if it's the Korean soap opera.
[03:14:15.060 --> 03:14:15.060]   I'm not sure if it's the Korean soap opera.
[03:14:15.060 --> 03:14:15.060]   I'm not sure if it's the Korean soap opera.
[03:14:15.100 --> 03:14:45.080]  ,
[03:14:45.080 --> 03:14:45.080]   Thanks for having me.
[03:14:45.080 --> 03:14:45.080]   Thanks for having me.
[03:14:45.080 --> 03:14:45.080]   Thanks for having me.
[03:14:45.080 --> 03:14:45.080]   Thanks for listening to this conversation with Jimmy Wales. To support this podcast, please check out our sponsors in the description. And now, let me leave you with some words from the world's historian, Daniel Wilson.
[03:14:45.080 --> 03:14:45.080]   Thanks for listening to this conversation with Jimmy Wales. To support this podcast, please check out our sponsors in the description. And now, let me leave you with some words from the world's historian, Daniel Wilson.
[03:14:45.080 --> 03:14:45.080]   Thanks for listening to this conversation with Jimmy Wales. And now, let me leave you with some words from the world's historian, Daniel Wilson.
