
[00:00:00.000 --> 00:00:01.800]   Narcissism is not arrogance.
[02:43:30.400 --> 02:43:32.360]   Ultimately, I think you put it really nice.
[02:43:32.360 --> 02:43:34.080]   I think successful conversations,
[02:43:34.080 --> 02:43:37.760]   even when it's with, like even if it's like
[02:43:37.760 --> 02:43:40.600]   with world leaders or logicians,
[02:43:40.600 --> 02:43:42.720]   people that operate in the space of reason,
[02:43:42.720 --> 02:43:46.200]   the most successful conversation will ultimately be
[02:43:46.200 --> 02:43:49.920]   in the layer, in the landscape of emotion.
[02:43:49.920 --> 02:43:52.240]   Like that's where the interesting stuff will happen.
[02:43:52.240 --> 02:43:53.760]   That's where you'll discover anything.
[02:43:53.760 --> 02:43:55.520]   And that's where you get to actually meet,
[02:43:55.520 --> 02:43:58.000]   to start getting an understanding of each other,
[02:43:58.000 --> 02:44:01.440]   or what you actually mean, even by the statements
[02:44:01.440 --> 02:44:04.240]   that are supposed to be kind of rationally based.
[02:44:04.240 --> 02:44:06.920]   It's like you lose yourself.
[02:44:06.920 --> 02:44:10.400]   You lose yourself in the way you do when you're children
[02:44:10.400 --> 02:44:12.140]   and you're just shooting the shit
[02:44:12.140 --> 02:44:14.720]   about whatever topic and you just forget yourself.
[02:44:14.720 --> 02:44:15.560]   Forget the things you're supposed to say.
[02:44:15.560 --> 02:44:17.120]   - You lose yourself in the context, right?
[02:44:17.120 --> 02:44:19.120]   - Yeah, where you kind of plug
[02:44:19.120 --> 02:44:21.840]   into the unconscious mind a little bit
[02:44:21.840 --> 02:44:24.720]   and you get to speak, maybe indirectly,
[02:44:24.720 --> 02:44:27.940]   but to the things that really drive you,
[02:44:27.940 --> 02:44:30.560]   to the thing that really, to the things,
[02:44:30.560 --> 02:44:35.160]   to the emotions, I suppose, that underlie your worldview.
[02:44:35.160 --> 02:44:38.840]   I feel like that's where productive conversations
[02:44:38.840 --> 02:44:40.360]   can happen, whether it's a patient
[02:44:40.360 --> 02:44:43.940]   or just a stranger you're talking to at a bar
[02:44:43.940 --> 02:44:45.180]   about geopolitics.
[02:44:45.180 --> 02:44:47.780]   You mentioned Viktor Frankl.
[02:44:47.780 --> 02:44:50.420]   What do you make of his work, "Man's Search for Meaning"?
[02:44:50.420 --> 02:44:53.500]   What are the lessons you draw from his work,
[02:44:53.500 --> 02:44:56.500]   of him as a psychologist, but also from that,
[02:44:56.500 --> 02:44:59.500]   a very powerful work that reflects on his experience
[02:44:59.500 --> 02:45:02.020]   in a Nazi concentration camp?
[02:45:02.020 --> 02:45:07.020]   - Yeah, I think that it was almost a profound reinvention
[02:45:09.620 --> 02:45:14.140]   of humanness, right, after something so awful,
[02:45:14.140 --> 02:45:20.260]   so bleak and so despairing, to speak anew
[02:45:20.260 --> 02:45:25.620]   about shared humanness, human connection,
[02:45:25.620 --> 02:45:30.260]   meaning, compassion, that I think it was
[02:45:30.260 --> 02:45:34.760]   an intellectual direction that was adorned
[02:45:34.760 --> 02:45:37.400]   with all of the emotions that we need
[02:45:37.400 --> 02:45:41.600]   to adorn the logic with in order to make real change
[02:45:41.600 --> 02:45:43.860]   in the world, and I think that his work
[02:45:43.860 --> 02:45:48.860]   has fueled so many branches, have come from his work,
[02:45:48.860 --> 02:45:52.460]   the existential psychotherapy and its place
[02:45:52.460 --> 02:45:55.980]   in helping human activities today, right,
[02:45:55.980 --> 02:46:02.140]   a trend away from the idea that we're all quite isolated
[02:46:02.140 --> 02:46:04.240]   and that what's going on between us
[02:46:04.240 --> 02:46:05.780]   is all very transactional, right?
[02:46:05.780 --> 02:46:07.240]   I'm putting something out and you take it in,
[02:46:07.240 --> 02:46:08.980]   you put something out, I take it in, right?
[02:46:08.980 --> 02:46:10.520]   The idea that no, there's a difference there,
[02:46:10.520 --> 02:46:13.820]   there's a shared humanness that creates a meaning
[02:46:13.820 --> 02:46:16.300]   beyond the transactional, kind of like you were just saying,
[02:46:16.300 --> 02:46:18.720]   the logical stuff isn't really that interesting
[02:46:18.720 --> 02:46:21.480]   because the logic is, there's an answer
[02:46:21.480 --> 02:46:23.740]   to whatever logic is, we can do math, right?
[02:46:23.740 --> 02:46:27.360]   It's where does the surprises come in, right,
[02:46:27.360 --> 02:46:30.680]   either in terms of wonderful behavior
[02:46:30.680 --> 02:46:32.180]   or destructive behavior, right,
[02:46:32.180 --> 02:46:33.980]   they're coming from people's emotions,
[02:46:33.980 --> 02:46:36.520]   so that's what we want to understand,
[02:46:36.520 --> 02:46:39.120]   and that occurs in the context of a person
[02:46:39.120 --> 02:46:41.520]   and other humans, even if it's the conception
[02:46:41.520 --> 02:46:44.820]   of someone and other humans as enemy,
[02:46:44.820 --> 02:46:49.160]   or it's the conception of two people sitting together,
[02:46:49.160 --> 02:46:51.000]   the idea that there's a shared humanness
[02:46:51.000 --> 02:46:52.840]   and it's not all transactional,
[02:46:52.840 --> 02:46:57.840]   and that he could take that out of a pinnacle
[02:46:57.840 --> 02:47:01.300]   of human tragedy and utilize it in a way
[02:47:01.300 --> 02:47:05.740]   that informs us being better as a species going forward,
[02:47:05.740 --> 02:47:08.000]   I think is really monumental.
[02:47:08.000 --> 02:47:10.680]   - What do you think is the role of emotion
[02:47:10.680 --> 02:47:14.980]   in the human mind, in the human condition?
[02:47:14.980 --> 02:47:19.980]   Because we've talked several times in different ways
[02:47:19.980 --> 02:47:23.800]   that emotion matters and it's a big part of who we are,
[02:47:23.800 --> 02:47:30.320]   but why is it there, why is it useful, what's good about it?
[02:47:30.320 --> 02:47:35.400]   We've almost said it's almost like a negative thing
[02:47:35.400 --> 02:47:37.340]   that we just have to live with,
[02:47:37.340 --> 02:47:39.640]   but why is it also maybe a beautiful thing?
[02:47:39.640 --> 02:47:42.080]   - Yeah, well I think you said, what's the role of emotion?
[02:47:42.080 --> 02:47:44.440]   Emotion is the king, if we want to use that analogy,
[02:47:44.440 --> 02:47:47.000]   it's the CEO, if we want to use that analogy.
[02:47:47.000 --> 02:47:49.880]   Emotion rules all.
[02:47:49.880 --> 02:47:51.680]   We're taught that we're logical creatures,
[02:47:51.680 --> 02:47:54.040]   but we have innumerable pieces of data,
[02:47:54.040 --> 02:47:55.900]   even over the course of just a day,
[02:47:55.900 --> 02:47:57.720]   let alone a human experience,
[02:47:57.720 --> 02:47:59.440]   to tell us that is not the truth.
[02:47:59.440 --> 02:48:02.440]   Is it ever logical to run into a burning building?
[02:48:02.440 --> 02:48:04.280]   No, right?
[02:48:04.280 --> 02:48:06.080]   I mean, logic's never gonna tell one to do that.
[02:48:06.080 --> 02:48:07.480]   Okay, someone you love is in the building.
[02:48:07.480 --> 02:48:10.560]   The person's already sprinted halfway to the building.
[02:48:10.560 --> 02:48:15.560]   Emotion rules us, and so the thought, a thought,
[02:48:15.560 --> 02:48:18.800]   is some of that is evolutionary,
[02:48:18.800 --> 02:48:21.960]   that strong negative emotion stays with us
[02:48:21.960 --> 02:48:24.180]   very, very profoundly.
[02:48:24.180 --> 02:48:26.760]   So example I'll give is if we're hunter-gatherers
[02:48:26.760 --> 02:48:29.080]   and I find a new berry and it tastes good
[02:48:29.080 --> 02:48:33.040]   and it seems nutritious, and it is, everything's fine.
[02:48:33.040 --> 02:48:34.760]   It'd be good to remember that, right?
[02:48:34.760 --> 02:48:36.600]   But if I find a new berry and it tastes good
[02:48:36.600 --> 02:48:39.040]   and it seems nutritious, and we both eat it
[02:48:39.040 --> 02:48:43.240]   and almost die of sickness, we better remember that, right?
[02:48:43.240 --> 02:48:47.320]   So the primacy of emotion is in us
[02:48:47.320 --> 02:48:49.860]   for reasons that are about survival,
[02:48:49.860 --> 02:48:52.400]   that the emotion of it's my child in that building
[02:48:52.400 --> 02:48:55.160]   or my loved one is why I don't give a damn about logic
[02:48:55.160 --> 02:48:56.800]   and run into the building, right?
[02:48:56.800 --> 02:48:58.840]   The emotion of I thought that was good
[02:48:58.840 --> 02:49:01.400]   and I got really sick and I better never forget
[02:49:01.400 --> 02:49:02.920]   is also about survival.
[02:49:02.920 --> 02:49:04.320]   And the same applies to humans.
[02:49:04.320 --> 02:49:06.640]   If we're from different tribes back then,
[02:49:06.640 --> 02:49:09.200]   and in my tribe when you put your hand out,
[02:49:09.200 --> 02:49:10.360]   it's a greeting.
[02:49:10.360 --> 02:49:13.080]   In your tribe, if someone puts their hand out,
[02:49:13.080 --> 02:49:16.040]   it means, hey, I'm gonna attack you and take your stuff.
[02:49:16.040 --> 02:49:19.600]   Then I put my hand out and you slug me, right?
[02:49:19.600 --> 02:49:22.400]   Then I better remember that, right?
[02:49:22.400 --> 02:49:24.760]   But you see how that can lead into
[02:49:24.760 --> 02:49:27.320]   the constructs around that.
[02:49:27.320 --> 02:49:30.120]   I say, oh, people in your tribe are violent, right?
[02:49:30.120 --> 02:49:33.040]   We start then to make stories around that.
[02:49:33.040 --> 02:49:35.480]   But the primacy of emotion, whether it's berries
[02:49:35.480 --> 02:49:37.440]   or it's humans who might threaten us
[02:49:37.440 --> 02:49:40.320]   or it's humans we love, I think it's hard
[02:49:40.320 --> 02:49:42.960]   to even look at the anthropological,
[02:49:42.960 --> 02:49:46.040]   psychological literature to look at what's out there
[02:49:46.040 --> 02:49:49.600]   and I think the face validity, that's part of survival.
[02:49:49.600 --> 02:49:50.760]   Right, it's part of survival.
[02:49:50.760 --> 02:49:53.760]   - But it's so cool that you get also things like love,
[02:49:53.760 --> 02:49:57.600]   which are not often rational or grounded in logic and so on.
[02:49:57.600 --> 02:50:00.940]   If you look from a transactional perspective,
[02:50:00.940 --> 02:50:03.520]   a lot of times falling in love,
[02:50:03.520 --> 02:50:09.440]   whether it's with friends or friendship or romantic love,
[02:50:09.440 --> 02:50:10.920]   it doesn't really make sense.
[02:50:10.920 --> 02:50:14.440]   I'm still not sure what the hell it is.
[02:50:14.440 --> 02:50:15.280]   (laughing)
[02:50:15.280 --> 02:50:20.120]   'Cause it's the thing that is one of the things,
[02:50:20.120 --> 02:50:22.960]   or love for your kids when they're born,
[02:50:22.960 --> 02:50:25.960]   that love, the parental love,
[02:50:26.800 --> 02:50:29.360]   what is that?
[02:50:29.360 --> 02:50:31.360]   That's so cool that we get to have,
[02:50:31.360 --> 02:50:34.920]   if you're looking in the menu of items
[02:50:34.920 --> 02:50:37.720]   that give life meaning, that seems like a pretty good one.
[02:50:37.720 --> 02:50:40.840]   - Yeah, so my response, you just said
[02:50:40.840 --> 02:50:42.100]   that it gives life meaning.
[02:50:42.100 --> 02:50:43.640]   My response initially was gonna be,
[02:50:43.640 --> 02:50:45.800]   it's the meaning of life, right?
[02:50:45.800 --> 02:50:48.160]   Because saying, okay, emotion is about survival,
[02:50:48.160 --> 02:50:49.760]   that's one part, right?
[02:50:49.760 --> 02:50:50.980]   And it's a very important part, right?
[02:50:50.980 --> 02:50:53.860]   If we don't survive, then we're not there
[02:50:53.860 --> 02:50:55.040]   to have emotions, right?
[02:50:55.040 --> 02:50:58.800]   So yes, it's about survival, but as important as that is,
[02:50:58.800 --> 02:51:00.440]   that's the small part of it, right?
[02:51:00.440 --> 02:51:02.800]   I think it is about the meaning of life
[02:51:02.800 --> 02:51:04.920]   because it's about the beyond self.
[02:51:04.920 --> 02:51:07.640]   And I think it relates back to what we talked,
[02:51:07.640 --> 02:51:08.800]   we were talking about at the very beginning
[02:51:08.800 --> 02:51:11.480]   and the levels of emergence, right?
[02:51:11.480 --> 02:51:14.560]   And when we feel love, we feel happiness
[02:51:14.560 --> 02:51:17.320]   because that person feels happiness, right?
[02:51:17.320 --> 02:51:19.120]   There's something that's so generative,
[02:51:19.120 --> 02:51:20.480]   so creative about that.
[02:51:20.480 --> 02:51:22.240]   Like we wanna bring order to things
[02:51:22.240 --> 02:51:26.080]   and happiness is consistent with simplicity, right?
[02:51:26.080 --> 02:51:27.560]   If we're healthy, there's nothing negative
[02:51:27.560 --> 02:51:28.720]   to say about our health, right?
[02:51:28.720 --> 02:51:30.880]   If we have health problems, there's a lot to say, right?
[02:51:30.880 --> 02:51:35.280]   And it's emotion that pushes us towards the goodness
[02:51:35.280 --> 02:51:38.000]   that I think makes all the meaning for us.
[02:51:38.000 --> 02:51:40.360]   I mean, it's interesting, I actually was wondering
[02:51:40.360 --> 02:51:42.480]   your thoughts about this as a scientist, right?
[02:51:42.480 --> 02:51:45.800]   Because we accept it by and large that we have free will,
[02:51:45.800 --> 02:51:47.160]   right, we feel that we have free will,
[02:51:47.160 --> 02:51:49.600]   but then we get upset that there's not justice, right?
[02:51:49.600 --> 02:51:52.400]   So, but how is it like if we have free will,
[02:51:52.400 --> 02:51:55.240]   I could act in an unjust way and then you're surprised
[02:51:55.240 --> 02:51:57.040]   or vice versa, why, right?
[02:51:57.040 --> 02:51:59.800]   We have these thoughts because I think
[02:51:59.800 --> 02:52:03.160]   because we're rooted, we want logic to rule.
[02:52:03.160 --> 02:52:04.800]   Like there's a way in which I can understand logic,
[02:52:04.800 --> 02:52:06.720]   I can manage it, I can manipulate it.
[02:52:06.720 --> 02:52:08.880]   We sort of want it to be that way.
[02:52:08.880 --> 02:52:13.880]   So then we glorify logic and then we misapply it.
