
[00:00:00.000 --> 00:00:03.600]   [AUDIO OUT]
[02:00:45.280 --> 02:00:48.160]   they like to take somebody else's model, they rename it,
[02:00:48.160 --> 02:00:49.600]   and then they make a quick--
[02:00:49.600 --> 02:00:50.160]   Yes.
[02:00:50.160 --> 02:00:51.920]   They make a quick win from that.
[02:00:51.920 --> 02:00:55.600]   Yeah, I think we have to close up in the next 10 minutes.
[02:00:55.600 --> 02:00:56.100]   Yeah.
[02:00:56.100 --> 02:01:01.920]   They'll make a quick, like--
[02:01:01.920 --> 02:01:06.080]   and then, like, but you notice that, like, when people realize that, like,
[02:01:06.080 --> 02:01:10.720]   this, like, turning on the GPT-4 tech and running some DPO
[02:01:10.720 --> 02:01:14.080]   is not going to give them the reward signal that they want anymore, right?
[02:01:14.080 --> 02:01:15.360]   Then all these variants gone, right?
[02:01:15.360 --> 02:01:17.520]   You know, there was this era where there's--
[02:01:17.520 --> 02:01:19.760]   wow, there's so many of this, like, I cannot--
[02:01:19.760 --> 02:01:21.840]   I lost track of this, like, all these model variants,
[02:01:21.840 --> 02:01:27.920]   but now they're all gone because people realize that you cannot climb LMCs
[02:01:27.920 --> 02:01:31.440]   because you need something more than just something that is lightweight, right?
[02:01:31.440 --> 02:01:35.120]   So I think that was just my overall, like--
[02:01:35.120 --> 02:01:37.360]   Honestly, the Hugging Face leaderboard contributed to most of that.
[02:01:37.360 --> 02:01:38.080]   It's not LMCs.
[02:01:38.080 --> 02:01:40.160]   No, no, I think LMCs is probably--
[02:01:40.160 --> 02:01:42.640]   they realized that they could not, yeah, right?
[02:01:42.640 --> 02:01:48.720]   The open LM leaderboard is, like, probably, like, a big, like, problem, to be honest.
[02:01:48.720 --> 02:01:50.720]   So--
[02:01:50.720 --> 02:01:54.240]   We're talking to Clementine in one of our future episodes, so--
[02:01:54.240 --> 02:01:55.280]   Okay, okay, okay.
[02:01:55.280 --> 02:01:56.400]   They dedicate a lot of--
[02:01:56.400 --> 02:01:59.920]   I mean, there's so much attention to them, it's a tough problem,
[02:01:59.920 --> 02:02:01.760]   but they're providing a public service for sure.
[02:02:01.760 --> 02:02:04.400]   Yeah, I mean, good intentions are always good.
[02:02:04.400 --> 02:02:06.240]   I mean, good intentions are always good, yeah.
[02:02:06.240 --> 02:02:09.680]   Rather have them than not have them, is what I'll put it.
[02:02:10.560 --> 02:02:18.240]   Okay, you know, to cut short on time, I'm interested in, like, just career-wise,
[02:02:18.240 --> 02:02:20.720]   what is your productivity practice, or--
[02:02:20.720 --> 02:02:23.120]   And so I'll split it into three things.
[02:02:23.120 --> 02:02:28.240]   Keeping up, like, reading papers and whatever, the outside world.
[02:02:28.240 --> 02:02:31.920]   And then two, like, how you organize your own work.
[02:02:31.920 --> 02:02:33.360]   And then three, like, work and life.
[02:02:33.360 --> 02:02:36.480]   Take that in any order that you wish.
[02:02:39.760 --> 02:02:41.200]   I don't have much of a life, actually.
[02:02:41.200 --> 02:02:43.600]   But I am trying more to have more--
[02:02:43.600 --> 02:02:44.720]   I mean, you're a father now, and--
[02:02:44.720 --> 02:02:50.640]   I have a baby now, so, like, I'm trying more to have more life, and everything like this.
[02:02:50.640 --> 02:02:56.000]   Productivity-wise, I would say that, like, I just--
[02:02:56.000 --> 02:02:57.280]   I think I--
[02:02:57.280 --> 02:03:02.800]   I think the productivity hack that I have is just, like,
[02:03:02.800 --> 02:03:06.320]   I didn't have, like, a boundary between my life and my work, like, for a long time.
[02:03:06.320 --> 02:03:10.080]   So I think I just cared a lot about working most of the time.
[02:03:10.080 --> 02:03:14.320]   Actually, for the last, like, during my PhD, at Google and everything,
[02:03:14.320 --> 02:03:15.760]   I'll be just, like, working all the time.
[02:03:15.760 --> 02:03:19.360]   It's not, like, the most healthy thing, like, ever.
[02:03:19.360 --> 02:03:25.360]   But I think that was actually, like, one of the biggest, like, productivity, like--
[02:03:25.360 --> 02:03:26.000]   And I spend--
[02:03:26.000 --> 02:03:28.080]   Like, I like to spend a lot of time, like, writing code.
[02:03:28.080 --> 02:03:32.480]   And I just enjoy running experiments, writing code, and stuff like that, right?
[02:03:32.480 --> 02:03:33.280]   So you kind of--
[02:03:33.280 --> 02:03:34.960]   If you enjoy something, it's not work, right?
[02:03:34.960 --> 02:03:36.560]   So, like, it's, like, it's very strange.
[02:03:36.560 --> 02:03:39.280]   It's, like, it's, like, I would get distracted by, like--
[02:03:39.280 --> 02:03:41.440]   Sometimes I have to watch some Netflix series because, like,
[02:03:41.440 --> 02:03:42.800]   my wife asked me to, like, watch it.
[02:03:42.800 --> 02:03:49.440]   Like, or somebody tells me that, like, I'm back on time on some shows, right?
[02:03:49.440 --> 02:03:52.480]   But then I get distracted by my experiments running,
[02:03:52.480 --> 02:03:55.680]   and I just end up, like, writing code instead of, like--
[02:03:55.680 --> 02:03:56.800]   Wow, that's great.
[02:03:56.800 --> 02:03:57.920]   So things like this.
[02:03:57.920 --> 02:04:00.160]   It's not the most healthy thing, but I think that's one.
[02:04:00.160 --> 02:04:01.840]   I'm looking for, like, a practice where, like--
[02:04:01.840 --> 02:04:04.720]   Okay, so Andre recently had a thing where, like, before--
[02:04:04.720 --> 02:04:06.640]   When he wakes up, he doesn't look at social media.
[02:04:06.640 --> 02:04:08.800]   He only goes straight to work.
[02:04:08.800 --> 02:04:10.160]   Damn, I check Twitter the moment I wake up.
[02:04:10.160 --> 02:04:12.400]   I know, see, like, which is something I do as well.
[02:04:12.400 --> 02:04:14.560]   But I'm, like, damn, that's a smart rule.
[02:04:14.560 --> 02:04:16.160]   And, like, I'm looking for, like, rules like that.
[02:04:16.160 --> 02:04:16.800]   Like, do you have a rule--
[02:04:16.800 --> 02:04:19.360]   No, he doesn't check social media because his phone is exploding all the time.
[02:04:19.360 --> 02:04:20.160]   All the time, yeah, I'm sure.
[02:04:20.160 --> 02:04:22.800]   I don't have so many likes and followers, so, like, it's fine for me.
[02:04:22.800 --> 02:04:23.520]   Yeah, you get there.
[02:04:23.520 --> 02:04:26.320]   Like, rules like that.
[02:04:26.320 --> 02:04:28.080]   Mantras that you've developed for yourself where you're, like,
[02:04:28.080 --> 02:04:29.040]   "Okay, I must do this."
[02:04:29.040 --> 02:04:34.240]   So, for example, recently for me, I've been trying to run my life on calendar for a long time,
[02:04:34.240 --> 02:04:38.480]   and I found that the only way that I work is I write things down on pen and paper,
[02:04:38.480 --> 02:04:40.000]   and I cross them off individually.
[02:04:40.000 --> 02:04:45.280]   And, like, that physical action really helps me, you know, get things sorted.
[02:04:45.280 --> 02:04:47.920]   And that's work-wise.
[02:04:47.920 --> 02:04:51.440]   Reading-wise, I don't know if you know, but I've been running this, like, AI newsletter.
[02:04:51.440 --> 02:04:54.960]   Like, auto-summarizes all Twitter, Reddit, Discord, and all that.
[02:04:54.960 --> 02:04:57.440]   So that helps me keep up because I have, like, a socially graded--
[02:04:58.000 --> 02:05:02.720]   and I personally vetted the entire pipeline from beginning to end.
[02:05:02.720 --> 02:05:05.120]   So, like, this is my input algorithm.
[02:05:05.120 --> 02:05:10.320]   I know how to keep up with news because I now have an information condenser.
[02:05:10.320 --> 02:05:14.320]   So, like, I'm trying to figure out what's your algorithm or what's your rules for keeping up.
[02:05:14.320 --> 02:05:16.480]   I've got something for keeping up.
[02:05:16.480 --> 02:05:22.640]   So I used to check archive, like, every morning when the gate opens, I just check archive.
[02:05:22.640 --> 02:05:26.000]   I will wake up 9.30am Singapore time the archive gate opens, right?
[02:05:26.000 --> 02:05:28.080]   And then I'll be very sad if there's no papers to read.
[02:05:28.080 --> 02:05:31.360]   But you usually just pick one paper or two papers that you find interesting.
[02:05:31.360 --> 02:05:34.080]   I don't read them. I just, like, skim, like, the thing, right?
[02:05:34.080 --> 02:05:34.880]   Yeah.
[02:05:34.880 --> 02:05:36.160]   So I used to do that. I don't do that anymore.
[02:05:36.160 --> 02:05:38.320]   I mean, ever since, like, I'm in the start-up.
[02:05:38.320 --> 02:05:40.080]   Yeah, you have a real job now.
[02:05:40.080 --> 02:05:41.920]   I read less papers, right?
[02:05:41.920 --> 02:05:46.000]   But I used to cam at the door of archive quite frequently just to see--
[02:05:46.000 --> 02:05:47.760]   Isn't that-- that's not a good use of time.
[02:05:47.760 --> 02:05:50.880]   I'll come on and say it. It's not a good use of time.
[02:05:50.880 --> 02:05:51.200]   No, no, no.
[02:05:51.200 --> 02:05:52.240]   It's a newness bias.
[02:05:52.240 --> 02:05:53.760]   Sorry, go ahead.
[02:05:54.160 --> 02:05:56.560]   It's just because, like, I ran out of things to--
[02:05:56.560 --> 02:05:57.360]   I see, yeah.
[02:05:57.360 --> 02:05:59.440]   It's just that, like, the new stuff comes out, right?
[02:05:59.440 --> 02:05:59.760]   Yeah.
[02:05:59.760 --> 02:06:01.920]   Like, and then, like, the new stuff comes out, right?
[02:06:01.920 --> 02:06:03.360]   So that's how I keep up to date to, like--
[02:06:03.360 --> 02:06:04.880]   So in the space of three years, you read every--
[02:06:04.880 --> 02:06:06.560]   No, no, I didn't read everything.
[02:06:06.560 --> 02:06:07.680]   AI, ML team.
[02:06:07.680 --> 02:06:10.480]   It's just that. But these days, I realise I don't have to do that anymore
[02:06:10.480 --> 02:06:13.120]   just because if the paper is important enough, Twitter will show it to me.
[02:06:13.120 --> 02:06:13.600]   Sure.
[02:06:13.600 --> 02:06:14.560]   Right? So that's true, right?
[02:06:14.560 --> 02:06:15.680]   You actually don't have to follow anything.
[02:06:15.680 --> 02:06:18.720]   If the paper is important enough, the Twitter algorithm will give it to you.
[02:06:18.720 --> 02:06:19.520]   Yeah.
[02:06:19.520 --> 02:06:21.680]   So I-- that isn't really, like--
[02:06:21.680 --> 02:06:25.200]   And one thing I do is that I actually don't read papers, like, that much anymore.
[02:06:25.200 --> 02:06:27.280]   I just, like, skim them, like, almost, right?
[02:06:27.280 --> 02:06:31.440]   So that's for keeping up, like, with papers, research and everything.
[02:06:31.440 --> 02:06:35.680]   And the other thing, more of, like, just, like, a productivity point of view is that
[02:06:35.680 --> 02:06:41.200]   I used to always keep, like, the, like, you know, the text, like, the overleaf
[02:06:41.200 --> 02:06:42.480]   or, like, whatever you call it, like, for, like--
[02:06:42.480 --> 02:06:48.080]   Like, I usually start writing the thing while working on that thing itself.
[02:06:48.080 --> 02:06:52.320]   Like, so I'll be-- even, like, let's say, like, if you want to launch something, like,
[02:06:52.320 --> 02:06:55.920]   then the end goal is, like, a blog post or shipping something, everything, right?
[02:06:55.920 --> 02:06:59.360]   I like-- or not really a launch, let's say, or, like, just papers or--
[02:06:59.360 --> 02:07:02.400]   I always like to look at it from, like, what's the story in the end?
[02:07:02.400 --> 02:07:06.320]   And then I just, like, figure out what I need to do to get-- to kind of, right?
[02:07:06.320 --> 02:07:06.640]   So I think--
[02:07:06.640 --> 02:07:07.520]   Work backwards.
[02:07:07.520 --> 02:07:09.440]   As a researcher, like, this is something, like,
[02:07:09.440 --> 02:07:14.720]   I would have, like, so many drafts of, like, when I start a project,
[02:07:14.720 --> 02:07:16.320]   I don't know the experiments yet and everything, right?
[02:07:16.320 --> 02:07:18.720]   But I like to imagine, like, what the title will be, right?
[02:07:18.720 --> 02:07:20.480]   And then I always vibe check, like, I always--
[02:07:20.480 --> 02:07:23.680]   Like, so I-- I mean, my friends at Google will know that I always have, like,
[02:07:23.680 --> 02:07:28.400]   like, the overleaf draft of, like, so many--
[02:07:28.400 --> 02:07:31.440]   And then I will just spend time looking at it, like, looking at the title.
[02:07:31.440 --> 02:07:32.560]   Is it better to second line?
[02:07:32.560 --> 02:07:34.320]   So I care about-- I used to care about a lot of things.
[02:07:34.320 --> 02:07:35.840]   But this actually helped my product.
[02:07:35.840 --> 02:07:38.160]   Because every time I look at it, I'm like, okay, this is the final product.
[02:07:38.160 --> 02:07:39.520]   I'm, like, working towards it, right?
[02:07:39.520 --> 02:07:41.600]   Because I think a lot of researchers, they tend to, like,
[02:07:41.600 --> 02:07:45.440]   they swoo around in their experiments and they never, like, ship the final story.
[02:07:45.440 --> 02:07:47.200]   It's, like, the shipping, like, like--
[02:07:47.200 --> 02:07:48.720]   I mean, I start out with shipped products.
[02:07:48.720 --> 02:07:50.400]   But, like, as a researcher, your--
[02:07:50.400 --> 02:07:51.680]   Isn't it, like, product management? Yeah.
[02:07:51.680 --> 02:07:52.960]   You're shipping the thing.
[02:07:52.960 --> 02:07:56.480]   So I like to-- I like to hang around a lot in my-- in my drafts.
[02:07:56.480 --> 02:07:58.640]   And, you know, like, I get motivated from that.
[02:07:58.640 --> 02:08:04.480]   And that's, like, one productivity thing that I did as a-- as a-- as a-- as a researcher.
[02:08:04.480 --> 02:08:06.400]   And-- and, yeah.
[02:08:06.400 --> 02:08:09.360]   So I think that that's-- other than that, I don't really have any--
[02:08:11.520 --> 02:08:16.080]   like, I don't really have any, like, things that I do that are probably different from--
[02:08:16.080 --> 02:08:17.520]   from others, yeah.
[02:08:17.520 --> 02:08:19.360]   Probably you don't know it.
