
[00:00:00.040 --> 00:00:09.480]   Winds
[02:56:19.140 --> 02:56:19.140]   opened anyway what do you love about Andre Kapati he to me he's one of the truly special humans.
[02:56:19.160 --> 02:56:23.180]   he's one of the truly special humans. Yeah, he's good. He wants to teach you.
[02:56:23.180 --> 02:56:23.180]   Yeah, he's good. He wants to teach you.
[02:56:23.180 --> 02:56:25.180]   Yeah, he's good. He wants to teach you. Yeah, I want to show you that I'm smarter
[02:56:25.180 --> 02:56:25.180]   Yeah, I want to show you that I'm smarter
[02:56:25.180 --> 02:56:29.180]   Yeah, I want to show you that I'm smarter than you. Yeah, he has no death. I mean
[02:56:29.180 --> 02:56:29.180]   than you. Yeah, he has no death. I mean
[02:56:29.180 --> 02:56:31.180]   than you. Yeah, he has no death. I mean thank you for the set of the raw
[02:56:31.180 --> 02:56:31.180]   thank you for the set of the raw
[02:56:31.180 --> 02:56:33.180]   thank you for the set of the raw authentic honesty. I mean a lot of
[02:56:33.180 --> 02:56:33.180]   authentic honesty. I mean a lot of
[02:56:33.180 --> 02:56:35.180]   authentic honesty. I mean a lot of us have that I think Andre is as
[02:56:35.180 --> 02:56:35.180]   us have that I think Andre is as
[02:56:35.200 --> 02:56:53.220]   us have that I think Andre is as legit as it gets in that he just wants to teach
[02:56:53.220 --> 02:56:53.220]   legit as it gets in that he just wants to teach
[02:56:53.220 --> 02:56:55.220]   legit as it gets in that he just wants to teach you and it's just a curiosity that just drives
[02:56:55.220 --> 02:56:55.220]   you and it's just a curiosity that just drives
[02:56:55.220 --> 02:56:56.220]   you and it's just a curiosity that just drives him and just like at his at the stage where he is in life to be still like one of the best tinkerers in the world. It's crazy. Like to what is it micrograd?
[02:56:56.220 --> 02:56:56.220]   him and just like at his at the stage where he is in life to be still like one of the best tinkerers in the world. It's crazy. Like to what is it micrograd?
[02:56:56.220 --> 02:56:57.220]   and just like to what is it micrograd?
[02:56:57.220 --> 02:56:57.220]   and just like at the stage where he is in life to be still like one of the best tinkerers in the world. It's crazy. Like to what is it micrograd?
[02:56:57.260 --> 02:57:21.260]   and just like at the stage where he is in life to be still like one of the best tinkerers in the world. It's crazy. Like to what is it micrograd?
[02:57:21.260 --> 02:57:23.260]   and just like at the stage where he is in life to be still like one of the best tinkerers in the world. It's crazy. Like to what is it micrograd?
[02:57:23.260 --> 02:57:23.260]   and just like at the stage where he is in life to be still like one of the best tinkerers in the world. It's crazy. Like to what is it micrograd?
[02:57:23.280 --> 02:57:31.300]   And you know what? It's not that OpenAI doesn't open source the weights of GPT-4. And you know what? It's not that OpenAI doesn't open source the weights of GPT-4.
[02:57:31.300 --> 02:57:33.300]   And you know what? It's not that OpenAI doesn't open source the weights of GPT-4.
[02:57:33.300 --> 02:57:35.300]   It's that they go in front of Congress. And that is what upsets me. And you know we had two effective altruist sams go in front of Congress. One's in jail.
[02:57:35.300 --> 02:57:37.300]   It's that they go in front of Congress. And that is what upsets me. And you know we had two effective altruist sams go in front of Congress. One's in jail.
[02:57:37.300 --> 02:57:39.300]   It's that they go in front of Congress. And that is what upsets me. And you know we had two effective altruist sams go in front of Congress. One's in jail.
[02:57:39.320 --> 02:57:59.340]   I think you're drawing parallels on there.
[02:57:59.340 --> 02:58:01.340]   One's in jail.
[02:58:01.340 --> 02:58:03.340]   You give me a look.
[02:58:03.340 --> 02:58:05.340]   You give me a look.
[02:58:05.340 --> 02:58:07.340]   No, I think effective altruism is a terribly evil ideology.
[02:58:07.340 --> 02:58:09.340]   Oh yeah, that's interesting. Why do you think that is?
[02:58:09.340 --> 02:58:09.340]   Why do you think there's something about a thing that sounds pretty good that kind of gets us into trouble?
[02:58:09.340 --> 02:58:09.340]   Because you get Sam Bankman-Fried. Like Sam Bankman-Fried is the embodiment of effective altruism.
[02:58:09.340 --> 02:58:09.340]  , Sam Bankman-Fried is the embodiment of effective altruism.
[02:58:09.340 --> 02:58:09.340]  , Sam Bankman-Fried is the embodiment of effective altruism.
[02:58:09.480 --> 02:58:39.380]  , Sam Bankman-Fried is the embodiment of effective altruism.
[02:58:39.380 --> 02:59:09.420]  , Sam Bankman-Fried is the embodiment of effective altruism.
[02:59:09.420 --> 02:59:09.420]   Sam Bankman-Fried is the embodiment of effective altruism.
[02:59:09.420 --> 02:59:09.420]   Sam Bankman-Fried is the embodiment of effective altruism.
[02:59:09.420 --> 02:59:09.420]   Sam Bankman-Fried is the embodiment of effective altruism.
[02:59:09.420 --> 02:59:09.420]   Sam Bankman-Fried is the embodiment of effective altruism.
[02:59:09.420 --> 02:59:09.420]   Sam Bankman-Fried is the embodiment of effective altruism.
[02:59:39.460 --> 02:59:39.460]  , Sam Bankman-Fried is the embodiment of effective altruism.,
[02:59:39.460 --> 02:59:39.460]  , Sam Bankman-Fried is the embodiment of effective altruism.,
[02:59:39.460 --> 02:59:39.460]  , Sam Bankman-Fried is the embodiment of effective altruism.,
[02:59:39.460 --> 02:59:39.460]  , Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:09.500 --> 03:00:09.500]  iti. Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:09.500 --> 03:00:09.500]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:39.540 --> 03:00:39.540]  ертв. Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:39.540 --> 03:00:39.540]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:39.540 --> 03:00:39.540]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:39.540 --> 03:00:39.540]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:39.540 --> 03:00:39.540]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:39.540 --> 03:00:39.540]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:39.540 --> 03:00:39.540]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:39.540 --> 03:00:39.540]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:39.540 --> 03:00:39.540]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:00:39.540 --> 03:01:09.580]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:01:09.580 --> 03:01:09.580]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:01:09.580 --> 03:01:09.580]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:01:09.580 --> 03:01:09.580]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:01:09.580 --> 03:01:09.580]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:01:09.580 --> 03:01:09.580]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:01:09.580 --> 03:01:09.580]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:01:09.580 --> 03:01:09.580]   Sam Bankman-Fried is the embodiment of effective altruism.,
[03:01:09.620 --> 03:01:19.820]  說
[03:01:19.820 --> 03:01:36.660]  , in a best like 5 Und L L L�
[03:01:37.880 --> 03:01:56.640]   ado. Maybe he doesn't have some humility, but at the same time, me as a person who happens to know him, I find myself in that same position. Sometimes even billionaires need friends who disagree and help them grow. And that's a difficult, that's a difficult reality.
[03:01:56.640 --> 03:02:05.420]   It must be so hard. It must be so hard to meet people. Once you get to that point where fame, power, money, everybody's sucking up to you.
[03:02:05.420 --> 03:02:06.100]   I
[03:02:06.100 --> 03:02:06.100]   I
[03:02:06.100 --> 03:02:06.100]   I
[03:02:06.100 --> 03:02:06.100]   love not having shit like I don't have shit, man.
[03:02:06.100 --> 03:02:06.100]   I love not having shit like I don't have shit, man.
[03:02:06.100 --> 03:02:06.100]   I love not having shit like I don't have shit, man.
[03:02:06.100 --> 03:02:06.100]   I love not having shit like I don't have shit, man.
[03:02:06.100 --> 03:02:06.160]   I love not having shit like I don't have shit, man.
[03:02:06.160 --> 03:02:06.200]   I love not having shit like I don't have shit, man.
[03:02:06.200 --> 03:02:06.300]   I love not having shit like I don't have shit, man.
[03:02:06.300 --> 03:02:34.800]   I love not having shit like I don't have shit, man.
[03:02:34.800 --> 03:02:34.860]   I love not having shit like I don't have shit like I don't have shit, man.
[03:03:03.420 --> 03:03:03.480]   I love not having shit like I don't have shit, man.
[03:03:03.480 --> 03:03:03.560]   I love not having shit like I don't have shit, man.
[03:03:03.560 --> 03:03:03.600]   I love not having shit like I don't have shit, man.
[03:03:03.600 --> 03:03:03.660]   I love not having shit like I don't have shit, man.
[03:03:03.660 --> 03:03:03.740]   I love not having shit like I don't have shit, man.
[03:03:03.740 --> 03:03:03.780]   I love not having shit like I don't have shit, man.
[03:03:03.780 --> 03:03:03.820]   I love not having shit like I don't have shit, man.
[03:03:03.820 --> 03:03:03.860]   I love not having shit like I don't have shit, man.
[03:03:03.860 --> 03:03:03.900]   I love not having shit like I don't have shit, man.
[03:03:03.900 --> 03:03:03.960]   I love not having shit like I don't have shit, man.
[03:03:03.960 --> 03:03:04.020]   I love not having shit like I don't have shit, man.
[03:03:04.020 --> 03:03:04.040]   I love not having shit like I don't have shit, man.
[03:03:04.040 --> 03:03:04.060]   I love not having shit like I don't have shit like I don't have shit, man.
[03:03:33.020 --> 03:03:33.060]   I love not having shit like I don't have shit, man.
[03:03:33.060 --> 03:03:33.100]   I love not having shit like I don't have shit, man.
[03:03:33.100 --> 03:03:33.160]   I love not having shit like I don't have shit, man.
[03:03:33.160 --> 03:03:33.220]   I love not having shit like I don't have shit, man.
[03:03:33.220 --> 03:03:33.260]   I love not having shit like I don't have shit, man.
[03:03:33.260 --> 03:03:33.280]   I love not having shit like I don't have shit, man.
[03:03:33.280 --> 03:03:33.320]   I love not having shit like I don't have shit, man.
[03:03:33.320 --> 03:03:33.340]   I love not having shit like I don't have shit, man.
[03:03:33.340 --> 03:03:33.380]   I love not having shit like I don't have shit, man.
[03:03:33.380 --> 03:03:33.420]   I love not having shit like I don't have shit, man.
[03:03:33.420 --> 03:03:33.460]   I love not having shit like I don't have shit, man.
[03:03:33.460 --> 03:03:33.480]   I love not having shit like I don't have shit like I don't have shit, man.
[03:03:33.520 --> 03:04:02.920]  , I love not having shit like I don't have shit, man.
[03:04:02.920 --> 03:04:02.940]   I love not having shit like I don't have shit, man.
[03:04:02.940 --> 03:04:02.980]   I love not having shit like I don't have shit, man.
[03:04:02.980 --> 03:04:03.000]   I love not having shit like I don't have shit, man.
[03:04:03.000 --> 03:04:03.060]   I love not having shit like I don't have shit, man.
[03:04:03.060 --> 03:04:03.120]   I love not having shit like I don't have shit like I don't have shit, man.
[03:04:03.120 --> 03:04:03.140]   I love not having shit like I don't have shit like I don't have shit, man.
[03:04:03.140 --> 03:04:03.160]   I love not having shit like I don't have shit like I don't have shit like I don't have shit, man.
[03:04:03.200 --> 03:04:11.780]   you
[03:04:11.780 --> 03:04:14.040]  , . was in the Little I I I,,,,,,
[03:04:30.560 --> 03:05:00.440]  rage
[03:05:00.580 --> 03:05:10.220]   continued,
[03:05:10.220 --> 03:05:29.180]   �nosái客 whatsoever is a immersed's two ' . . . . but i donflower scaredaur last ta toe沒關係 rer Eat the gym, my, but, I, I, I, my, by, finish, I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, buy a ..Gen your Zhao 'D. mantener
[03:05:29.180 --> 03:05:29.520]   hear the. tray. 토 the full of the indicate the--the go .G.��를 en..' .I'm .G Lo deח the...G weren't but the hair
[03:05:29.600 --> 03:05:35.480]  GG, Hash where or begins
[03:05:59.620 --> 03:06:11.040]  .. D I an.
[03:06:11.040 --> 03:06:28.600]   Sang KG atom started, you, you, you, you, you, you, 「ational change, seem the,ed,ர,arn,AI,G A G. G. Two. de. Сам одна . governmental is get on . woke -gression -ind - break - dance - inner - and - in - just - and - is - and - is - is - en - is - all - is - is - or - think - is - al- " - manage- you-子-Per- monitor- determin- Little-வ- Ultimate- La, S. wenn- Sang- P.�-bey- Wall-�-ätze- Kia-頭- hierungen- G.^^, community- guid-
[03:06:28.640 --> 03:06:31.860]   I think the game is to stand eye to eye with God.
[03:06:31.860 --> 03:06:35.860]   I wonder what that means for you.
[03:06:35.860 --> 03:06:39.860]   Like, at the end of your life, what that would look like.
[03:06:39.860 --> 03:06:43.860]   I mean, this is what, like, I don't know, this is some, this is some...
[03:06:43.860 --> 03:06:47.860]   It's probably some ego trip of mine, you know?
